"Name","Party","Votes","Seat","City","Year"
"Imran Khan","PTI","90434",1,"Peshawar",2013
"Alhaj GhulamhAhmad Bilour","ANP","24449",1,"Peshawar",2013
"MuhammadhZulfiqar Afghani","PPP-P","7116",1,"Peshawar",2013
"Shabir AhmadhKhan","JI","7034",1,"Peshawar",2013
"Hazrat Muhammadhalias Babo Maavia","MDM","4825",1,"Peshawar",2013
"Haji Shah Nawaz","JUI-F","4729",1,"Peshawar",2013
"Muhammad AfzalhKhan Panyala","PML-N","4230",1,"Peshawar",2013
"Jan Alam KhanhParacha","QWP","1964",1,"Peshawar",2013
"Amir Syed","PPP-SB","454",1,"Peshawar",2013
"Pir Abdur Rehman","Independent","265",1,"Peshawar",2013
"Akram Khan","Independent","182",1,"Peshawar",2013
"Bashir AhmadhAfridi","MQM","117",1,"Peshawar",2013
"Syed MuhammadhSibtain Taj Agha","JUP-N","100",1,"Peshawar",2013
"Aamir ShehzadhHashmi","MP","77",1,"Peshawar",2013
"Khalid TanveerhRohela Advocate","PML-J","70",1,"Peshawar",2013
"HidayatullahhKhan Afridi Advocate","Independent","61",1,"Peshawar",2013
"Tariq Saeed","PHRP","45",1,"Peshawar",2013
"Moeen ud Din","JUI-N","42",1,"Peshawar",2013
"Sajid Nawaz","PTI","67214",3,"Peshawar",2013
"Haji Ghulam Ali","JUI-F","27987",3,"Peshawar",2013
"Engineer IqbalZafar Jhagra","PMl-N","22370",3,"Peshawar",2013
"Noor Alam Khan","PPP-P","22045",3,"Peshawar",2013
"Israr UllahAdvocate","JI","11954",3,"Peshawar",2013
"Muhammad HashamBabar","Independent","6449",3,"Peshawar",2013
"Arbab Inam UllahKhan","ANP","5902",3,"Peshawar",2013
"Muhammad Zaman","QWP","2257",3,"Peshawar",2013
"Aman Ullah KhanKanriza","TTP","1965",3,"Peshawar",2013
"Sardar Ali","Independent","885",3,"Peshawar",2013
"Fiza Tariq","Independent","680",3,"Peshawar",2013
"Tabana","Independent","501",3,"Peshawar",2013
"Malik Javed Khan","MQM","489",3,"Peshawar",2013
"Doctor MalikShoukat Ali Khan","PML-Q","455",3,"Peshawar",2013
"Muhammad FayyazKhan","Independent","438",3,"Peshawar",2013
"Umar Said Khan","Independent","270",3,"Peshawar",2013
"Malik FirdosKhan","Independent","260",3,"Peshawar",2013
"Usman KhanTarrakai","AJIP","56148",12,"Swabi",2013
"Rehmanullah","ANP","35957",12,"Swabi",2013
"Ishfaq Ullah KhanDargai","JUI-F","21485",12,"Swabi",2013
"Anwar Haqdad","PTI","19557",12,"Swabi",2013
"Muhammad Israr","PML-N","7149",12,"Swabi",2013
"Ahmad MustafaKhan","PPP-P","4944",12,"Swabi",2013
"Mian Saleem Akbar","JI","2148",12,"Swabi",2013
"Shah Faisal Khan","Independent","850",12,"Swabi",2013
"Khalid Ibrar","APML","384",12,"Swabi",2013
"Amanullah","Independent","360",12,"Swabi",2013
"Abdul Hakam","MDM","329",12,"Swabi",2013
"Murad Ali","PKMAP","242",12,"Swabi",2013
"Shahid Ahmad","PJP","203",12,"Swabi",2013
"Khan Zada","AWP","152",12,"Swabi",2013
"Said MukhtiarAhmad Bacha","Independent","151",12,"Swabi",2013
"Asad Qaisar","PTI","48416",13,"Swabi",2013
"Moulana AttaulHaq Darwaish","JUI-F","28518",13,"Swabi",2013
"Iftikhar AhmedKhan","PML-N","21338",13,"Swabi",2013
"Shahram KhanTarkai","AJIP","14410",13,"Swabi",2013
"Muhammad SarwarKhan","ANP","14137",13,"Swabi",2013
"Mulana KhalilAhmed","JUI-N","7722",13,"Swabi",2013
"Muhammad Naeem","PPP-P","6818",13,"Swabi",2013
"Ameer NawazKhan","JI","4846",13,"Swabi",2013
"Shahab Advocate","TTP","4267",13,"Swabi",2013
"Shahid Khan","Independent","1164",13,"Swabi",2013
"Shamsul Qamar","Independent","1076",13,"Swabi",2013
"Muhammad Kaleem","Independent","585",13,"Swabi",2013
"Abdul RasheedYousafzai","PPM","454",13,"Swabi",2013
"Muhammad UsmanKhan","PKMAP","395",13,"Swabi",2013
"Inamullah","JPP","380",13,"Swabi",2013
"Muhammad Jamil","MDM","252",13,"Swabi",2013
"Said Anwar Shah","Independent","198",13,"Swabi",2013
"Hakeem Khan","AWP","110",13,"Swabi",2013
"ShehryarAfridi","PTI","61742",14,"Kohat",2013
"Gohar MohammadKhan Bungesh","JUI-F","31886",14,"Kohat",2013
"Shameem Afridi","Independent","19056",14,"Kohat",2013
"Malik Asad","PML-N","13670",14,"Kohat",2013
"Pir DilawarShah","PPP-P","9982",14,"Kohat",2013
"MaulanaUbaidullah Haidri","MDM","9192",14,"Kohat",2013
"Khursheed BegumSaeed","ANP","7192",14,"Kohat",2013
"Badshah Gul","Independent","4806",14,"Kohat",2013
"Pir MuhammadFaheem","JI","3556",14,"Kohat",2013
"Asif Iqbal","TTP","498",14,"Kohat",2013
"Doctor MuhammadIhsanullah","Independent","471",14,"Kohat",2013
"NajeebullahDurrani","QWP","414",14,"Kohat",2013
"Muhammad NawazKhan","PKMAP","312",14,"Kohat",2013
"Nazia Zulfiqar","Independent","254",14,"Kohat",2013
"Sher RehmanKhattak","Independent","151",14,"Kohat",2013
"Abdul QadeerKhan","MQM","130",14,"Kohat",2013
"Nasir KhanKhattak","PTI","51278",15,"Karak",2013
"Rehmat SalamKhattak","PML-N","29290",15,"Karak",2013
"Moulana ShahAbdul Aziz","MDM","29088",15,"Karak",2013
"Masood SharifKhan Khattak","Independent","15521",15,"Karak",2013
"Mufti MuhammadSardar","JUI-F","13215",15,"Karak",2013
"Muhammad SharifKhattak","ANP","7330",15,"Karak",2013
"MuhammadTasleem Iqbal","JI","5087",15,"Karak",2013
"Muhammad ShahJehan","PPP-P","2252",15,"Karak",2013
"Altaf Qadir","Independent","1130",15,"Karak",2013
"Muhammad UmerKhattak","Independent","1091",15,"Karak",2013
"Munir KhanKhattak","Independent","590",15,"Karak",2013
"Asif Noor","Independent","461",15,"Karak",2013
"Brigadier (R)Sakhi Marjan","Independent","409",15,"Karak",2013
"Rafi UllahKhatak","PKMAP","387",15,"Karak",2013
"Muhammad Sadiq","TTP","340",15,"Karak",2013
"Asad Ullah Shah","MQM","327",15,"Karak",2013
"Shahenshah","Independent","260",15,"Karak",2013
"Jamal Khan","Independent","99",15,"Karak",2013
"Moulana ShadMuhammad Khan","JUI-N","93",15,"Karak",2013
"Altaf AhmadAzad","Independent","83",15,"Karak",2013
"Shams ur RehmanKhattak","Independent","62",15,"Karak",2013
"Khial ZamanOrakzai","PTI","23903",16,"Hangu",2013
"Maulana MianHussain Jalali","JUI-F","21031",16,"Hangu",2013
"Malik KhalidNaeem","PML-N","5313",16,"Hangu",2013
"Syed Ibne Ali","PPP-P","4678",16,"Hangu",2013
"Syed Haider AliShah","ANP","4465",16,"Hangu",2013
"Muhammad Aslam","JI","1758",16,"Hangu",2013
"Arif Hussain","Independent","1318",16,"Hangu",2013
"Azeem Ullah","Independent","813",16,"Hangu",2013
"Hassan AhmedKhan","Independent","465",16,"Hangu",2013
"Umar Fayaz","Independent","382",16,"Hangu",2013
"Khan Amir","Independent","351",16,"Hangu",2013
"Doctor MuhammadAzhar Khan Jadoon","PTI","96185",17,"Abbottabad",2013
"Sardar MehtabAhmed Khan Abbasi","PML-N","69568",17,"Abbottabad",2013
"Ayaz KhanJadoon","MDM","8336",17,"Abbottabad",2013
"Habib ur RehmanAbbasi","JI","4401",17,"Abbottabad",2013
"Tariq Sultan","JUI-F","3490",17,"Abbottabad",2013
"Fida Hussain","TSH","2071",17,"Abbottabad",2013
"Sardar MuhammadGulzar Abbasi","PPP-P","1106",17,"Abbottabad",2013
"Raja SafdarZaman Hazarvi","PML-S","890",17,"Abbottabad",2013
"Sarfraz Khan","MQM","536",17,"Abbottabad",2013
"Raja Izat AliKiyani","TTP","340",17,"Abbottabad",2013
"Zahoor AhmedChaudry","Independent","281",17,"Abbottabad",2013
"MurtazaJaved Abbasi","PML-N","69532",18,"Abbottabad",2013
"Sardar MuhammadYaqoob","PTI","41061",18,"Abbottabad",2013
"Sardar HaiderZaman","TSH","36286",18,"Abbottabad",2013
"Sikandar Azam","Independent","11792",18,"Abbottabad",2013
"Syed FaisalHussain Shah Gilani","MDM","9276",18,"Abbottabad",2013
"Waheed AkhtarTanoli","JI","6765",18,"Abbottabad",2013
"Malik Rabia GulAdvicate","Independent","2952",18,"Abbottabad",2013
"Sardar IbrarAhmad Khan","JUI-F","1382",18,"Abbottabad",2013
"Muhammad Rashid","AML","1029",18,"Abbottabad",2013
"Shahid Akram","MQM","253",18,"Abbottabad",2013
"Asad Javed Khan","HAI","214",18,"Abbottabad",2013
"SardarMuhammad Yousaf","PML-N","105432",20,"Mansehra",2013
"Muhammad AzamKhan Swati","PTI","73860",20,"Mansehra",2013
"Syed Qasim Shah","JUI-F","28616",20,"Mansehra",2013
"Muhammad YounasKhattak","Ji","3259",20,"Mansehra",2013
"Sardar MuhammadFayaz","Independent","1971",20,"Mansehra",2013
"Samar Ul Islam","Independent","1860",20,"Mansehra",2013
"Muhammad Irfan","Independent","641",20,"Mansehra",2013
"Fakhar-e-Alamalis Hazrat","TSH","630",20,"Mansehra",2013
"Wali Ur Rehman(Chichi)","Independent","613",20,"Mansehra",2013
"Naveed AkhtarKhan","PML-H","471",20,"Mansehra",2013
"Ijaz HussainShazal","Independent","414",20,"Mansehra",2013
"Sheikh KamranIqbal","PPP-SB","285",20,"Mansehra",2013
"Ghulam Nabi","MQM","274",20,"Mansehra",2013
"Caption ( R )Muhammad Safdar","PML-N","90408",21,"Mansehra",2013
"Liaq MuhammadKhan","JUI-F","42980",21,"Mansehra",2013
"NawabzadaSalahuddin Saeed","PTI","25491",21,"Mansehra",2013
"Maulana RabNawaz Tahir","MDM","4822",21,"Mansehra",2013
"Moulana AbdulMalik","JI","3184",21,"Mansehra",2013
"Shoukat AliKhan","ANP","2152",21,"Mansehra",2013
"Doctor MuhammadAzam","Independent","1040",21,"Mansehra",2013
"Lady DoctorShaheen Zameer","Independent","814",21,"Mansehra",2013
"Muhammad Yaqoob","MQM","510",21,"Mansehra",2013
"QariMohammad Yousif","JUI-F","18075",22,"Battagram",2013
"Muhammad NawazKhan","Independent","12879",22,"Battagram",2013
"Alamzeb Khan","PML-N","11842",22,"Battagram",2013
"Attaullah KhanTrand","Independent","10385",22,"Battagram",2013
"Sardar MalikJan","Independent","9105",22,"Battagram",2013
"Niaz MohammadKhan","PTI","2355",22,"Battagram",2013
"Sabir HussainShah","Independent","1867",22,"Battagram",2013
"Baber Khan","Independent","964",22,"Battagram",2013
"Nisar Ahmad","JI","644",22,"Battagram",2013
"Fida Muhammad","QWP","423",22,"Battagram",2013
"Muhammad SaleemMalik","Independent","421",22,"Battagram",2013
"Qari FaqirMohammad Hazarvi","MDM","344",22,"Battagram",2013
"Musbah AllahBaber","Independent","245",22,"Battagram",2013
"Nosherwan Khan","Independent","185",22,"Battagram",2013
"Akhtar JavidKhan","PPP-P","105",22,"Battagram",2013
"Naeemullah KhanTrand","Independent","53",22,"Battagram",2013
"Mulana AbdulBaqi Torkhel","MQM","27",22,"Battagram",2013
"Sarzameen","Independent","16766",23,"Kohistan",2013
"MehboobullahJan Baqi","JUI-F","11867",23,"Kohistan",2013
"Malak SyedAhmad","PML-N","11601",23,"Kohistan",2013
"Alhaaj MalakAurangzeb Khan","PMl-Q","4997",23,"Kohistan",2013
"Malak Abad Shah","Independent","3882",23,"Kohistan",2013
"Abdul Ghafoor","MDM","530",23,"Kohistan",2013
"Dilawar Khan","Independent","254",23,"Kohistan",2013
"Ameez Khan","Independent","202",23,"Kohistan",2013
"Mulana Fazalur Rahman","JUI-F","91834",24,"D.I.Khan",2013
"Waqar AhmadKhan","PPP-P","67581",24,"D.I.Khan",2013
"Mustafa Kundi","PTI","21293",24,"D.I.Khan",2013
"Alhaj SardarUmar Farooq Khan Miankhel","Independent","12936",24,"D.I.Khan",2013
"Rehan MalikAdvocate","PML-N","8455",24,"D.I.Khan",2013
"Alhaj KhizerHayat Diyal","Independent","5213",24,"D.I.Khan",2013
"Waseem RehanAdvocate","Independent","2132",24,"D.I.Khan",2013
"Ubaid Ur Rehman","Independent","1379",24,"D.I.Khan",2013
"Moin Ud Din","TTP","1117",24,"D.I.Khan",2013
"Alhaj MalikGhulam Ali Esar","Independent","1052",24,"D.I.Khan",2013
"Abdul Aziz","PBP","904",24,"D.I.Khan",2013
"Faqir JamshedAhmad","PSP","867",24,"D.I.Khan",2013
"Khalifa AbdulQayyum","MDM","746",24,"D.I.Khan",2013
"SyedZamir-ul-Hasnain Shah","Independent","697",24,"D.I.Khan",2013
"Junaid TariqQureshi Advocate","MQM","695",24,"D.I.Khan",2013
"Mado Jan","Independent","665",24,"D.I.Khan",2013
"Malik NisarAhmad Thind","APML","558",24,"D.I.Khan",2013
"Malik ArshadDiyal","Independent","477",24,"D.I.Khan",2013
"ZahidMuhibullah Khan Advocate","JI","389",24,"D.I.Khan",2013
"Muhammad JibranShah","Independent","270",24,"D.I.Khan",2013
"Faisal KarimKundi","Independent","228",24,"D.I.Khan",2013
"Akram RastiGanda Pur","Independent","163",24,"D.I.Khan",2013
"Saif ur Rahman","Independent","145",24,"D.I.Khan",2013
"Shahid Atta","Independent","143",24,"D.I.Khan",2013
"Muhammad HaroonAwan Advocate","Independent","126",24,"D.I.Khan",2013
"Javed HussanLaghari","Independent","116",24,"D.I.Khan",2013
"Musarat Shaheen","Independent","99",24,"D.I.Khan",2013
"Muhammad FayyazQadri","PML-J","94",24,"D.I.Khan",2013
"Muhammad Akmal","Independent","93",24,"D.I.Khan",2013
"Ahmad KarimKundi","Independent","91",24,"D.I.Khan",2013
"Pir TufailAhmad Jan Zakori","Independent","91",24,"D.I.Khan",2013
"Engineer DawarKhan Kundi","Independent","77",24,"D.I.Khan",2013
"Engineer SherZaman","Independent","67",24,"D.I.Khan",2013
"Molana FazalRehman","JUI-F","76837",25,"D.I.Khan / Tank",2013
"Engineer DawarKhan Kundi","PTI","47175",25,"D.I.Khan / Tank",2013
"Faisal KarimKundi","PPP-P","46086",25,"D.I.Khan / Tank",2013
"Faqir JamshedAhmad","PSP","2948",25,"D.I.Khan / Tank",2013
"Muhammad YousafShah","PML-N","2867",25,"D.I.Khan / Tank",2013
"Zafar BaigBitani","Independent","2283",25,"D.I.Khan / Tank",2013
"Mustafa Kundi","Independent","2103",25,"D.I.Khan / Tank",2013
"Alhaj SardarUmar Farooq Khan","Independent","2002",25,"D.I.Khan / Tank",2013
"Molana MuhammadZubair Rohani Bazi","JUI-N","1044",25,"D.I.Khan / Tank",2013
"Muhammad NaseerKhan","Independent","915",25,"D.I.Khan / Tank",2013
"Ghulam Habib","PBP","582",25,"D.I.Khan / Tank",2013
"Muhammad Ajmal","Independent","325",25,"D.I.Khan / Tank",2013
"Pir MuhammadFarooq","Independent","301",25,"D.I.Khan / Tank",2013
"Ahmad KarimKundi","Independent","152",25,"D.I.Khan / Tank",2013
"Muhammad YounisKhan Gandapur","Independent","141",25,"D.I.Khan / Tank",2013
"Muhammad GhalibKamal Advocate","Independent","128",25,"D.I.Khan / Tank",2013
"Ahmad AbdullahZafar","Independent","119",25,"D.I.Khan / Tank",2013
"Khan Gul","Independent","116",25,"D.I.Khan / Tank",2013
"Muhammad AslamKhan","PPP-SB","71",25,"D.I.Khan / Tank",2013
"Akram KhanDurrani","JUI-F","77015",26,"Bannu",2013
"Maulana NasimAli Shah","Independent","43553",26,"Bannu",2013
"Matiullah Khan","PTI","25340",26,"Bannu",2013
"ProfessorMuhammad Ibrahim Khan","JI","12524",26,"Bannu",2013
"Alamgir Khan","Independent","4864",26,"Bannu",2013
"Malik AkhtarAli Khan","PML-N","3291",26,"Bannu",2013
"Anwar SaifullahKhan","PPP-P","2320",26,"Bannu",2013
"Doctor RahamBaz Khan","Independent","806",26,"Bannu",2013
"Abdul SamadKhan","Independent","432",26,"Bannu",2013
"Nek Daraz Khan","TTP","404",26,"Bannu",2013
"MalikAsmatullah Shah","PKMAP","348",26,"Bannu",2013
"Zafar JehangirKhan","Independent","323",26,"Bannu",2013
"Imran Khan","MQM","259",26,"Bannu",2013
"Muhammad HayatKhan","Independent","251",26,"Bannu",2013
"Faridullah Khan","MDM","112",26,"Bannu",2013
"Muqarab KhanWazir","Independent","58",26,"Bannu",2013
"Hizbullah","APML","52",26,"Bannu",2013
"Mulana Fazalur Rahman","JUI-F","84531",27,"Lakki Marwat",2013
"SaleemSaifullah Khan","PML-N","56075",27,"Lakki Marwat",2013
"Colonel (R)Amirullah Marwat","PTI","18168",27,"Lakki Marwat",2013
"Muhammad Haleem","Independent","4045",27,"Lakki Marwat",2013
"Ali Sarwar","ANP","2909",27,"Lakki Marwat",2013
"Ikramullah","TTP","986",27,"Lakki Marwat",2013
"Faridullah KhanAdvocate","Independent","675",27,"Lakki Marwat",2013
"QudratullahKhan","Independent","448",27,"Lakki Marwat",2013
"Haji MuhammadAkram Khan Aarain","Independent","264",27,"Lakki Marwat",2013
"Moulana AsgharAli Marwat","Independent","219",27,"Lakki Marwat",2013
"Doctor AbdullahKhan Marwat","PKMAP","121",27,"Lakki Marwat",2013
"Qabool Bibi","Independent","120",27,"Lakki Marwat",2013
"Amir Nawaz Khan","Independent","118",27,"Lakki Marwat",2013
"Muhammad JavedAnwar Khan Ghazni Khel","PML-Q","114",27,"Lakki Marwat",2013
"Zahid ur Rahman","Independent","75",27,"Lakki Marwat",2013
"Nisar AhmadMedad Khel","Independent","75",27,"Lakki Marwat",2013
"Khan BahadarMarwat","Independent","52",27,"Lakki Marwat",2013
"Sakhi Marjan","JUP-Niazi","45",27,"Lakki Marwat",2013
"Ishfaq AhmadKhan","Independent","38",27,"Lakki Marwat",2013
"Moulana AbdurRahmeem","Independent","37",27,"Lakki Marwat",2013
"Shair AkbarKhan","JI","28264",28,"Buner",2013
"Mian Moin Uddin","PTI","23234",28,"Buner",2013
"Mulana HaleemUr Rahman","JUI-F","21049",28,"Buner",2013
"Abdul Rauf","ANP","20623",28,"Buner",2013
"Sar Zamin Khan","PML-N","11748",28,"Buner",2013
"Fanoos Gujar","AWP","10021",28,"Buner",2013
"Bakhtiar Ali","QWP","1927",28,"Buner",2013
"Dawa Khan","PML-Q","1343",28,"Buner",2013
"Majid Khan","TTP","1146",28,"Buner",2013
"Sarmir Khan","APML","610",28,"Buner",2013
"Doctor SultanZeb Khan","Independent","528",28,"Buner",2013
"Rasheed ImranKhan","JUP-N","306",28,"Buner",2013
"Bakht Zar","MDM","266",28,"Buner",2013
"Murad Saeed","PTI","88291",29,"Swat",2013
"Syed MuhammadAli Shah Bacha Lala","PML-N","24083",29,"Swat",2013
"Maulana Nizamud Din","JUI-F","20911",29,"Swat",2013
"Muzaffar-ul-Mulk","ANP","14601",29,"Swat",2013
"Akhtar Ali Khan","JI","11082",29,"Swat",2013
"Dost MuhammadKhan","PPP-P","7871",29,"Swat",2013
"Doctor Siraj udDin","QWP","2790",29,"Swat",2013
"Saddiq Ali Khan","Independent","2145",29,"Swat",2013
"Khurshid Ali","PKMAP","1736",29,"Swat",2013
"Ubaid ur Rehman","JUI-N","1504",29,"Swat",2013
"Moulana PirSyed","JUP-N","1064",29,"Swat",2013
"Sajad Hussain","PML-Q","830",29,"Swat",2013
"Mohsin BadshahAdvocate","MQM","740",29,"Swat",2013
"Ali Khan","Independent","414",29,"Swat",2013
"Salim Rehman","PTI","49887",30,"Swat",2013
"Amir Muqam","PML-N","32853",30,"Swat",2013
"MuhammadHafeezur Rahman","JUI-F","16639",30,"Swat",2013
"Syed Allauddin","PPP-P","16352",30,"Swat",2013
"Khurshid","ANP","15497",30,"Swat",2013
"Fazale Subhan","JI","11220",30,"Swat",2013
"MuhammadMukhtiar","PKMAP","2727",30,"Swat",2013
"Nairoz Mian","Independent","2575",30,"Swat",2013
"Muhammad BashirKhan","Independent","2519",30,"Swat",2013
"Amjad Ali Khan","QWP","1588",30,"Swat",2013
"Kamal Shah","AWP","1162",30,"Swat",2013
"Muhammad Nazeer","JUI-N","740",30,"Swat",2013
"Talhayat Khan","Independent","698",30,"Swat",2013
"Muhammad MusaKhan","Independent","686",30,"Swat",2013
"Maulana RasheedAhmad","MDM","618",30,"Swat",2013
"Maki Muhammad","TTP","521",30,"Swat",2013
"Mumtaz Hussainurf Bhutto","Independent","338",30,"Swat",2013
"Said Ahmad Khan","Independent","333",30,"Swat",2013
"Mehmood","Independent","304",30,"Swat",2013
"Badshah Muain","JUP-N","189",30,"Swat",2013
"Malik Inzar Gul","PML-Q","172",30,"Swat",2013
"Azam Khan","Independent","170",30,"Swat",2013
"Muhammad TahirKhan","Independent","143",30,"Swat",2013
"Sher BahadarAdvocate","Independent","114",30,"Swat",2013
"Alhaj MoulanaAltafullah","Independent","53",30,"Swat",2013
"Mateeullah Khan","Independent","--",30,"Swat",2013
"Ibadullah","PML-N","29728",31,"Shangla",2013
"Sadid ur Rahman","ANP","20953",31,"Shangla",2013
"Engineer HamidIqbal Khan","PPP-P","10748",31,"Shangla",2013
"Rahat Hussain","JUI-F","8243",31,"Shangla",2013
"Nawaz MehmoodKhan","PTI","6082",31,"Shangla",2013
"Doctor MuhammadAnwar Shah","JI","4334",31,"Shangla",2013
"Maulana QariMushtaq Ahmad","Independent","3942",31,"Shangla",2013
"Fanoos Gojar","AWP","3916",31,"Shangla",2013
"Safeer Khan","Independent","1590",31,"Shangla",2013
"Abdur Raj Khan","PML-Q","252",31,"Shangla",2013
"Ghazanfar AnjumYousafzai Advocate","MQM","134",31,"Shangla",2013
"Mian NazirRahman","Independent","63",31,"Shangla",2013
"Iftikhar udDin","APML","29772",32,"Chitral",2013
"Abdul Latif","PTI","24182",32,"Chitral",2013
"Abdul AkbarChitrali","JI","20520",32,"Chitral",2013
"Muhammad HakeemKhan","PPP-P","19877",32,"Chitral",2013
"Hidayat urRehman","JUI-F","15928",32,"Chitral",2013
"Syed MuzafarAli Shah Jan","ANP","6728",32,"Chitral",2013
"Irshad AlamKhan","QWP","3948",32,"Chitral",2013
"Muhammad Younas","PML-N","2463",32,"Chitral",2013
"Muhammad Yahya","Independent","941",32,"Chitral",2013
"Asma Mehmood","Independent","587",32,"Chitral",2013
"Kamal AbdulJamil","Independent","0",32,"Chitral",2013
"Sahibzada TariqUllah","JI","41573",33,"Upper Dir Cum Lower Dir",2013
"Najam ud DinKhan","PPP-P","26487",33,"Upper Dir Cum Lower Dir",2013
"Malak MuhamadZeb Khan","PML-N","17158",33,"Upper Dir Cum Lower Dir",2013
"Muhammad Nawaz","PTI","15388",33,"Upper Dir Cum Lower Dir",2013
"Maulana FazliAzeem","JUI-F","6562",33,"Upper Dir Cum Lower Dir",2013
"Naveed AnjumKhan","ANP","4237",33,"Upper Dir Cum Lower Dir",2013
"Umar Zeb Khan","PML-Q","1322",33,"Upper Dir Cum Lower Dir",2013
"Muhammad AmeerKhan","Independent","442",33,"Upper Dir Cum Lower Dir",2013
"Muhammad Zeb","APML","441",33,"Upper Dir Cum Lower Dir",2013
"Farooq Ahmad","QWP","309",33,"Upper Dir Cum Lower Dir",2013
"Shahib ZadaMuhammad Yaqub","JI","46968",34,"Lower Dir",2013
"Muhammad BashirKhan","PTI","45503",34,"Lower Dir",2013
"Fazlullah","JUI-F","22535",34,"Lower Dir",2013
"Muhammad AzamKhan","ANP","8861",34,"Lower Dir",2013
"Haji MuhammadUmar","QWP","7230",34,"Lower Dir",2013
"Malak AzmatKhan","PPP-P","6197",34,"Lower Dir",2013
"Farid KhanYousafzai","PML-N","5796",34,"Lower Dir",2013
"Alam Khan","HDP","2207",34,"Lower Dir",2013
"Mst NasratBegum","Independent","185",34,"Lower Dir",2013
"Sayed NasarShah","Independent","168",34,"Lower Dir",2013
"Hayatullah KhanSadat","Independent","164",34,"Lower Dir",2013
"Shafiur Rahman","APML","156",34,"Lower Dir",2013
"MalakRahmatullah","Independent","118",34,"Lower Dir",2013
"Abdul Hanan","MDM","65",34,"Lower Dir",2013
"Junaid Akbar","PTI","51249",35,"Malakand ",2013
"Hajiz MuhammadSaeed","JUI-F","22268",35,"Malakand ",2013
"Lal MuhammadKhan","PPP-P","19116",35,"Malakand ",2013
"Haji FidaMuhammad","PML-N","18135",35,"Malakand ",2013
"Bakhtiar Maani","JI","16301",35,"Malakand ",2013
"Rahmat ShahSael","ANP","8673",35,"Malakand ",2013
"Muhammad Ibrar","QWP","1145",35,"Malakand ",2013
"Bacha Hussain","Independent","972",35,"Malakand ",2013
"Alamgir","Independent","411",35,"Malakand ",2013
"Ijazur Rahman","Independent","227",35,"Malakand ",2013
"Alhaaj MuhammadKhan","Independent","193",35,"Malakand ",2013
"Bilal Rehman","Independent","8867",36,"Tribal Area",2013
"Muhammad Saeedkhan","JI","5698",36,"Tribal Area",2013
"Ghulam MuhammadSadiq","JUI-F","4575",36,"Tribal Area",2013
"Nisar Ahmad","Independent","4512",36,"Tribal Area",2013
"Khan Dad","Independent","4487",36,"Tribal Area",2013
"Haji Zar KhanSafi","PML-N","3972",36,"Tribal Area",2013
"Rahim ShahMohmand","Independent","3381",36,"Tribal Area",2013
"Waheed Ullah","Independent","2767",36,"Tribal Area",2013
"Shah Sawar KhanMohmand","Independent","1854",36,"Tribal Area",2013
"Daud Shah","PTI","1767",36,"Tribal Area",2013
"Maulana HafizAmeer Ullah Junaidi","Independent","1595",36,"Tribal Area",2013
"Asghar Khan","Independent","1454",36,"Tribal Area",2013
"Maulana SamiUllah","Independent","1233",36,"Tribal Area",2013
"Muhammad DaudKhan","Independent","1190",36,"Tribal Area",2013
"Gul Nawaz KhanMohmand","Independent","967",36,"Tribal Area",2013
"Muhammad IqrarKhan","Independent","797",36,"Tribal Area",2013
"Doctor FarooqAfzal","PPP-P","704",36,"Tribal Area",2013
"Malik IsrailSafi","Independent","592",36,"Tribal Area",2013
"Sultan Shah","Independent","364",36,"Tribal Area",2013
"Qari Main IhsanUllah","Independent","312",36,"Tribal Area",2013
"Abid Shah","Independent","308",36,"Tribal Area",2013
"Abdul WaheedKhan","Independent","251",36,"Tribal Area",2013
"Malik Aman","Independent","215",36,"Tribal Area",2013
"Malik SadbarKhan Musa Khel","Independent","208",36,"Tribal Area",2013
"Noor Jamal Shah","MQP","142",36,"Tribal Area",2013
"Saz Mir Khan","Independent","133",36,"Tribal Area",2013
"Rooh Ullah","Independent","121",36,"Tribal Area",2013
"Shahbaz YasirAli","TTP","103",36,"Tribal Area",2013
"Fazal Hadi","Independent","84",36,"Tribal Area",2013
"Mian EngineeerTaj Mir Khan","Independent","71",36,"Tribal Area",2013
"Ali Akbar KhanDawazai","Independent","59",36,"Tribal Area",2013
"Sawab Khan","Independent","42",36,"Tribal Area",2013
"Khair Ullah","Independent","31",36,"Tribal Area",2013
"Walayat Habib","Independent","30",36,"Tribal Area",2013
"Wazir MuhammadSafi","Independent","26",36,"Tribal Area",2013
"Mian AbdulQahar","Independent","25",36,"Tribal Area",2013
"Hameed Hussian","MQM","24",36,"Tribal Area",2013
"Abdur Rehman","Independent","22",36,"Tribal Area",2013
"Jan MuhammadKhan","Independent","17",36,"Tribal Area",2013
"Malik BadriZaman Utman Khel","Independent","17",36,"Tribal Area",2013
"Sajid Hussain Turi","Independent","30524",37,"Tribal Area",2013
"Sayed QaisarHussain","Independent","29623",37,"Tribal Area",2013
"Syed Iqbal Mian","Independent","21036",37,"Tribal Area",2013
"Haji HashimKhan","Independent","5475",37,"Tribal Area",2013
"Muhammad AshiqKhan","MDM","5062",37,"Tribal Area",2013
"Ibrar Hussain","Independent","714",37,"Tribal Area",2013
"Zahid HussainTuri","Independent","423",37,"Tribal Area",2013
"Hafeezullah","PTI","294",37,"Tribal Area",2013
"Doulat Ali","ANP","229",37,"Tribal Area",2013
