"Name","Party","Votes","Seat","City","Year"
"Qazi NaeemAkhtar","MDM","577",73,"Bhakkar",2013
"Ameer MuhammadKhan","Independent","539",73,"Bhakkar",2013
"Muhammad Nawaz","MQM","464",73,"Bhakkar",2013
"Muhammad ArshadFaqir","PJP","417",73,"Bhakkar",2013
"Farooq AhmadKhan Hassan Khali","Independent","388",73,"Bhakkar",2013
"Aziz Ahmad KhanMasti Khel","Independent","235",73,"Bhakkar",2013
"Muhammad Khan","Independent","124",73,"Bhakkar",2013
"Saeed AkbarKhan","Independent","---",73,"Bhakkar",2013
"Dr.MuhammadAfzal Khan Dhandla","Independent","116831",74,"Bhakkar",2013
"Hasnain EjazKhan Shahani","PPP-P","13421",74,"Bhakkar",2013
"Habib UllahKhan Nawani","Independent","8226",74,"Bhakkar",2013
"Rafiq AhmadKhan Niazi","PTI","6078",74,"Bhakkar",2013
"Ahmad NawazKhan","Independent","3041",74,"Bhakkar",2013
"Sardar SikandarAhmad Khan","Independent","3041",74,"Bhakkar",2013
"Naveed ZafarShah","JI","1374",74,"Bhakkar",2013
"Syed MukhtiarHussain Shah Sherazi","Independent","234",74,"Bhakkar",2013
"Allama SyedFarman Raza Abidi","MQM","227",74,"Bhakkar",2013
"Muddassar NazirUtra","Independent","194",74,"Bhakkar",2013
"MuhammadTallal Choudhary","PML-N","101459",76,"Faisalabad",2013
"Malik NawabSher Wassir","PPP-P","34752",76,"Faisalabad",2013
"Muhammad WaqarWasi Chaudhary","PTI","17490",76,"Faisalabad",2013
"Abdul WaheedKhan Niazi","Independent","14465",76,"Faisalabad",2013
"Chaudhary AzharHussain","Independent","7151",76,"Faisalabad",2013
"Yahya Bakhtiar","JI","3228",76,"Faisalabad",2013
"Sadia Khan","Independent","1176",76,"Faisalabad",2013
"MuhammadMuzzammil","TTP","1157",76,"Faisalabad",2013
"Rai ShujaTanvir Rahi","Independent","700",76,"Faisalabad",2013
"Choudhary SanaUllah Bajwa","Independent","644",76,"Faisalabad",2013
"Muhammad ArfanSiddiquei Advocate","MDM","376",76,"Faisalabad",2013
"Muhammad YousafAdil","Independent","376",76,"Faisalabad",2013
"QaziSibghatullah","Independent","374",76,"Faisalabad",2013
"Shahid Sultan","MQM","294",76,"Faisalabad",2013
"Shafqat Rana","Independent","281",76,"Faisalabad",2013
"Haji RasheedAhmad Khan Rana","APML","116",76,"Faisalabad",2013
"Major (R) AbdulRehman Rana","Independent","116",76,"Faisalabad",2013
"Abdul Majeed","Independent","76",76,"Faisalabad",2013
"Rai MuhammadShah Jahan Khan Kharal","Independent","75",76,"Faisalabad",2013
"Zia ShahidWaseer","Independent","65",76,"Faisalabad",2013
"Sajid MehmoodQadri","PST","41",76,"Faisalabad",2013
"Rai IjazHussain","Independent","34",76,"Faisalabad",2013
"Mian Abu BakarHamza","PML-Z","33",76,"Faisalabad",2013
"Sardar AkbarAll Dogar Advocate","Independent","27",76,"Faisalabad",2013
"Waseem Afzaal","Independent","24",76,"Faisalabad",2013
"Manzoor AliAdvocate","Independent","14",76,"Faisalabad",2013
"MuhammadAsim Nazeer","PML-N","97957",77,"Faisalabad",2013
"Zaheer ud din","PML-Q","58590",77,"Faisalabad",2013
"Rai Naeem AsadKharal","PTI","10148",77,"Faisalabad",2013
"Sarwar KhanLashari Advocate","Independent","1804",77,"Faisalabad",2013
"Sajjid Ali","MQM","1089",77,"Faisalabad",2013
"Rai MuhammadAkram Khan","JI","674",77,"Faisalabad",2013
"Ali Akhtar","Independent","523",77,"Faisalabad",2013
"Peer SayedMunir Hussain Shah Noori","PST","510",77,"Faisalabad",2013
"MuhammadMuzzammil","TTP","391",77,"Faisalabad",2013
"Rana Asad ElahiQadri","Independent","211",77,"Faisalabad",2013
"Shabir Ahmad","Independent","151",77,"Faisalabad",2013
"Rai Haider AllKhan","Independent","78",77,"Faisalabad",2013
"Sakhawat lmran","Independent","75",77,"Faisalabad",2013
"Mehmood Ahmad","Independent","70",77,"Faisalabad",2013
"Haji SaithManzoor Ahmad Gojar","Independent","67",77,"Faisalabad",2013
"Muhammad KhanNadeem","Independent","49",77,"Faisalabad",2013
"Malik GhukamMurtaza Zahid Khichi","Independent","35",77,"Faisalabad",2013
"Rana MuhammadTaimoor Hamyat","Independent","19",77,"Faisalabad",2013
"Syed MuhammadMakhdoom Gilani","Independent","---",77,"Faisalabad",2013
"Rajab AliKhan Baloch","PML-N","87959",78,"Faisalabad",2013
"Muhammad SafdarShakir","Independent","45804",78,"Faisalabad",2013
"Shahadat AliKhan Baloch","PPP-P","23236",78,"Faisalabad",2013
"SaadullahMehmood Alias Muhammad Yasir Baloch","PTI","11227",78,"Faisalabad",2013
"Waqar MushtaqToor","Independent","3454",78,"Faisalabad",2013
"Mehar GhulamMustafa Mangan Advocate","Independent","2645",78,"Faisalabad",2013
"ChaudharyNadeem","Independent","949",78,"Faisalabad",2013
"Sahibzada AhmadRaza Qasoori","APML","923",78,"Faisalabad",2013
"Muhammad AminWatto","MQM","379",78,"Faisalabad",2013
"ChaudahryMuhammad Shahbaz Babar","PML-N","116334",79,"Faisalabad",2013
"Khalid AbdullahGhazi","Independent","22007",79,"Faisalabad",2013
"Farkhanda AmjadWaraich","PNML","11495",79,"Faisalabad",2013
"Choudhary AdilSaboor","Independent","4619",79,"Faisalabad",2013
"Alhaj ChaudharyZulfiqar Ali","MNAKA","2476",79,"Faisalabad",2013
"ChaudahryMuhammad Anwar","JI","2107",79,"Faisalabad",2013
"MuhammadSarfraz Akbar","SIC","1530",79,"Faisalabad",2013
"Tahir AnjuChaudahry","Independent","1080",79,"Faisalabad",2013
"Imtiaz Ali","MQM","894",79,"Faisalabad",2013
"Anwar Chaudhary","Independent","684",79,"Faisalabad",2013
"Haji MuhammadYasin","Independent","453",79,"Faisalabad",2013
"Qari NasirMehmood Mughal","Independent","345",79,"Faisalabad",2013
"Rana ZeeshanAli Khan Advocate","Independent","341",79,"Faisalabad",2013
"Muhammad YaqoobAdvocate","Independent","325",79,"Faisalabad",2013
"Muhammad UsmanSaeed Khan","Independent","207",79,"Faisalabad",2013
"Muhammad FarooqArshad","Independent","148",79,"Faisalabad",2013
"ChaudahryMuhammad Mustaqeem Mahar","Independent","117",79,"Faisalabad",2013
"ChaudharyGulzar Hussain Gohar Advocate","APML","108",79,"Faisalabad",2013
"Abdul RasheedChugtai","Independent","94",79,"Faisalabad",2013
"AmanullahMohsin Karangi","Independent","88",79,"Faisalabad",2013
"Admiral (R)Javeed Iqbal","PFP","79",79,"Faisalabad",2013
"MianMuhammad Farooq","PML-N","85964",80,"Faisalabad",2013
"Rana AsifTouseef","PML-Q","54402",80,"Faisalabad",2013
"Mian MuhammadNaeem","PTI","24977",80,"Faisalabad",2013
"Khalid RafeeCheema","Independent","12918",80,"Faisalabad",2013
"Chaudhary RazaNasrullah Ghuman","Independent","5901",80,"Faisalabad",2013
"Basharat AllKhan Advocate","SIC","1465",80,"Faisalabad",2013
"Rana MuhammadAdnan Khan","JI","1302",80,"Faisalabad",2013
"ChaudharyGhulam Dastageer","APML","482",80,"Faisalabad",2013
"MuhammadMukhtar","Independent","306",80,"Faisalabad",2013
"Muhammad Zafarlqbal Gujjar","AJP","246",80,"Faisalabad",2013
"Nisar Ahmad","PML-N","122041",81,"Faisalabad",2013
"Saeed Iqbal","PPP-P","40163",81,"Faisalabad",2013
"JahanzaibImtiaz Gill","PTI","28578",81,"Faisalabad",2013
"MuhammadShahbaz Kissana Advocate","Independent","7285",81,"Faisalabad",2013
"EngineerMuhamamd Azeem Randhawa","JI","5774",81,"Faisalabad",2013
"Mashood AhsanGill","APML","626",81,"Faisalabad",2013
"ChaudharyDilbar Hussain Ghaffari","AML","606",81,"Faisalabad",2013
"ChaudharyTaseer Iqbal Gill","Independent","457",81,"Faisalabad",2013
"Rana AkbarAbbas","AJP","209",81,"Faisalabad",2013
"Doctor MuhamamdYasin","Independent","160",81,"Faisalabad",2013
"Muhammad YaseenKhan","Independent","160",81,"Faisalabad",2013
"Rao AliSheharyar Khan","Independent","132",81,"Faisalabad",2013
"RanaMuhammad Afzal Khan","PML-N","126349",82,"Faisalabad",2013
"Nisar AkbarKhan","PTI","36373",82,"Faisalabad",2013
"SahibzadaMuhammad Hamid Raza","SIC","27632",82,"Faisalabad",2013
"Mian MuhammadYounis","JI","2153",82,"Faisalabad",2013
"Malik MuhammadSiddique Advocate","APML","1789",82,"Faisalabad",2013
"Muhammad AslamMiraj","AWP","1619",82,"Faisalabad",2013
"Rana IhsanAfzal Khan","Independent","819",82,"Faisalabad",2013
"Naveed AhmadSindhu","Independent","796",82,"Faisalabad",2013
"ChaudharyMuhammad lqbal","PNML","583",82,"Faisalabad",2013
"Asad Ali Ansari","Independent","414",82,"Faisalabad",2013
"Doctor MunawarFayyaz Sunny","Independent","346",82,"Faisalabad",2013
"Mehr HamidRashid","Independent","289",82,"Faisalabad",2013
"Tipu Sultan","JUI-F","278",82,"Faisalabad",2013
"Muhammad Umer","Independent","271",82,"Faisalabad",2013
"Mohtarma NazishAslam Advocate","AJP","117",82,"Faisalabad",2013
"Sarfraz Ahmad","Independent","112",82,"Faisalabad",2013
"Makhdoom SyyedZawar Hussain","MQM","81",82,"Faisalabad",2013
"Rana MuhammadFazal Haq","Independent","39",82,"Faisalabad",2013
"Mufti AbdulShakoor Rizvi","JUP-N","38",82,"Faisalabad",2013
"Malik KashifAwan","Independent","33",82,"Faisalabad",2013
"Rana MuhammadJaved Ashraf","Independent","25",82,"Faisalabad",2013
"Mian SaqibRahman","Independent","12",82,"Faisalabad",2013
"Mian Abdul Manan","PML-N","47107",83,"Faisalabad Bye",2013
"Faizullah Kamoka","PTI","36966",83,"Faisalabad Bye",2013
"Mumtaz Ali Cheema","PPP-P","9942",83,"Faisalabad Bye",2013
"Mian Nadeem Ahmad Saleemi","APML","251",83,"Faisalabad Bye",2013
"Haji Muhammad Ashraf Mughal","Independent","94",83,"Faisalabad Bye",2013
"Irfan Ahmad","Independent","92",83,"Faisalabad Bye",2013
"Rana Basharat Ali","AJP","83",83,"Faisalabad Bye",2013
"Emanuel Akhtar Gill","Independent","50",83,"Faisalabad Bye",2013
"Manzoor Joori","MQM","31",83,"Faisalabad Bye",2013
"Hakeem Syed Jaffar HussainhBukhari","MWM","30",83,"Faisalabad Bye",2013
"Haji Muhammad Ali Makhdoom","Independent","15",83,"Faisalabad Bye",2013
"Ch. Abid Ali","PML-N","103176",84,"Faisalabad",2013
"Farrukh Habib","PTI","42336",84,"Faisalabad",2013
"Malik AsgharAli Qaisar","PPP-P","21343",84,"Faisalabad",2013
"Doctor KhalidImtiaz Khan Baloch","Independent","6985",84,"Faisalabad",2013
"Sardar ZafarHussain Khan","JI","2252",84,"Faisalabad",2013
"Israr AhmadChishti Advocate","APML","1532",84,"Faisalabad",2013
"MakhdoomzadaSyed Muhammad Zakaria Shah","JUI-F","1251",84,"Faisalabad",2013
"Rana MuhammadSaeed Khan","TTP","291",84,"Faisalabad",2013
"Mrs. MehwishChaudhary Advocate","PGP","256",84,"Faisalabad",2013
"Mian Salahuddin","Independent","195",84,"Faisalabad",2013
"Tanvir AbbasBhatia","Independent","189",84,"Faisalabad",2013
"Adnan AnwarRehmani","Independent","163",84,"Faisalabad",2013
"Sajid iqbalGujjar","Independent","156",84,"Faisalabad",2013
"Mahr GhulamMustafa Mangan Advocate","AJP","78",84,"Faisalabad",2013
"Javed Zulfiqar","Independent","52",84,"Faisalabad",2013
"ChaudharyMunawar Hafeez","MQM","50",84,"Faisalabad",2013
"MuhammadMushtaq","Independent","48",84,"Faisalabad",2013
"Haji Muhammad Akram Ansari","PML-N","124591",85,"Faisalabad",2013
"BrigadierhMumtaz Iqbal Kahlon","PTI","55215",85,"Faisalabad",2013
"MalikhSardar Muhammad Tralay Wala","PPP-P","11174",85,"Faisalabad",2013
"SheikhhMuhammad Mushtaq","JI","2131",85,"Faisalabad",2013
"MuhammadhAli Shehbaz","Independent","1720",85,"Faisalabad",2013
"Mian AbdulhQayum","AWP","1090",85,"Faisalabad",2013
"ChaudharyhNasir Habib Advocate","Independent","495",85,"Faisalabad",2013
"SheikhhRashid Mehmood","Independent","298",85,"Faisalabad",2013
"Haji AbdulhLatif Zargar","Independent","263",85,"Faisalabad",2013
"MumtazhSahib Taj","Independent","216",85,"Faisalabad",2013
"SayyedahNighat Ishfaq","AJP","152",85,"Faisalabad",2013
"AdnanhAbdullah","Independent","151",85,"Faisalabad",2013
"AbdurhRehman Wahla","Independent","108",85,"Faisalabad",2013
"Anwar AlihKhan","MQM","90",85,"Faisalabad",2013
"MalikhEhsaan Ul Haq","Independent","73",85,"Faisalabad",2013
"AlhaajhMuhammad Hassan Chaudhry","PIJP","54",85,"Faisalabad",2013
"RanahMuhammad Yasin","Independent","37",85,"Faisalabad",2013
"Qaisar AhmadShaikh","PML-N","77512",86,"Chiniot",2013
"Zulfiqar AllShah","PPP-P","46258",86,"Chiniot",2013
"Syed Inayat AliShah","PTI","24998",86,"Chiniot",2013
"Sheikh QaisarMehmood","Independent","18643",86,"Chiniot",2013
"Manzoor AhmadJappa","Independent","6299",86,"Chiniot",2013
"Abbas Ali Shah","Independent","1125",86,"Chiniot",2013
"Abdul Qayyum","JI","825",86,"Chiniot",2013
"Syed ZulfiqarAli Shah","Independent","625",86,"Chiniot",2013
"Mumtaz Hussain","Independent","444",86,"Chiniot",2013
"Ali Raza Asif","Independent","317",86,"Chiniot",2013
"Mehar ArshadQamar Girwah","SIC","289",86,"Chiniot",2013
"Syed Ali AbbasKazmi","APML","240",86,"Chiniot",2013
"Mufti MuhammadShoaib","Independent","177",86,"Chiniot",2013
"Rana TajamulWseem","MQM","161",86,"Chiniot",2013
"Umar Farooq","MDM","127",86,"Chiniot",2013
"Muhammad AshrafKhan Chidhar","Independent","78",86,"Chiniot",2013
"GhulamMuhammad Laali","PML-N","93651",87,"Chiniot",2013
"Makhdoom SyedFaisal Saleh Hayat","Independent","80541",87,"Chiniot",2013
"Syed AbidHussain Imam","PPP-P","17220",87,"Chiniot",2013
"Chaudhry SajidAli Chadhar","JI","11123",87,"Chiniot",2013
"Muhammad AhsanLali","Independent","1744",87,"Chiniot",2013
"Rai SarfrazAhmad Bhatti","Independent","634",87,"Chiniot",2013
"Chaudhry RehmatAli Khan Bhatti","Independent","575",87,"Chiniot",2013
"Manzoor AliKhan","Independent","528",87,"Chiniot",2013
"Ghulam AkbarKhokhar Qutab Shahi","Independent","437",87,"Chiniot",2013
"Malik TanveerHussain","MQM","279",87,"Chiniot",2013
"Rai RiazHussain","Independent","258",87,"Chiniot",2013
"Ghulam BibiBharwana","PML-N","87002",88,"
      Complete Result of NA 88 Old Jhang II",2013
"MakhdoomzadaAsad Hayyat","Independent","68850",88,"
      Complete Result of NA 88 Old Jhang II",2013
"KhawjaAttaullah Khan Tounsa Sharif","PPP-P","6784",88,"
      Complete Result of NA 88 Old Jhang II",2013
"Zafar JamalKhan Advocate","JI","3576",88,"
      Complete Result of NA 88 Old Jhang II",2013
"Qazi MuhammadIqbal","Independent","2297",88,"
      Complete Result of NA 88 Old Jhang II",2013
"Tahir KhanBaloch Advocate","Independent","1092",88,"
      Complete Result of NA 88 Old Jhang II",2013
"Moulana AbdulWaheed","MDM","909",88,"
      Complete Result of NA 88 Old Jhang II",2013
"Fozia Ashraf","PML-J","623",88,"
      Complete Result of NA 88 Old Jhang II",2013
"Ahmad HassanBharwana","Independent","563",88,"
      Complete Result of NA 88 Old Jhang II",2013
"Shaikh HakimAli","Independent","199",88,"
      Complete Result of NA 88 Old Jhang II",2013
"Ghulam MuhammadRajoka","MQM","189",88,"
      Complete Result of NA 88 Old Jhang II",2013
"SheikhMuhammad Akram","PML-N","74324",89,"Jhang",2013
"Molana MuhammadAhmad Ludhianvi","MDM","71598",89,"Jhang",2013
"Shaikh WaqarAhmad Advocate","PTI","8236",89,"Jhang",2013
"Syed TariqGillani","PPP-P","3431",89,"Jhang",2013
"Sheikh DaniyalIqbal","Independent","2463",89,"Jhang",2013
"Aman Ullah KhanSial","Independent","1551",89,"Jhang",2013
"Sheikh NawazAkram","Independent","1341",89,"Jhang",2013
"Abdul JabbarKhan","JI","1144",89,"Jhang",2013
"Sheikh SherazAkram","Independent","924",89,"Jhang",2013
"Rashida Yaqoob","Independent","583",89,"Jhang",2013
"Muhammad YaqoobSheikh","Independent","583",89,"Jhang",2013
"Sheikh WaheedAhmad","Independent","345",89,"Jhang",2013
"Tamkanat ulMuntaha Hashmi Advocate","Independent","220",89,"Jhang",2013
"Malik MuhammadArshad urf Achi","Independent","209",89,"Jhang",2013
"Muhammad HassanRaza Amir Sargana","Independent","111",89,"Jhang",2013
"Mian MuhammadShahbaz Janjua","Independent","107",89,"Jhang",2013
"Arif Jamal","MQM","103",89,"Jhang",2013
"Sardaran Begum","Independent","92",89,"Jhang",2013
"Ghulam Rasool","JWP","64",89,"Jhang",2013
"Moulana AbdulGhafoor Jhangvi","Independent","58",89,"Jhang",2013
"Fawad Akram","Independent","34",89,"Jhang",2013
"ChaudharyMuhammad Rafi","PFP","29",89,"Jhang",2013
"SahibzadaMuhammad Nazir Sultan","Independent","52106",90,"Jhang",2013
"Saima AkhtarBharwana","PML-N","41620",90,"Jhang",2013
"Mulana MuhammadAsif Mavia Sial","MDM","37794",90,"Jhang",2013
"Brigadier (R)Abid Hussain Junjiana","Independent","16762",90,"Jhang",2013
"Saleem MehmoodKamlana Sial","PTI","1890",90,"Jhang",2013
"ChaudharyMuhammad Anwar","Independent","701",90,"Jhang",2013
"Abdul QudoosAwan","PPP-P","423",90,"Jhang",2013
"Haji MuhammadIrshad Mund","JI","388",90,"Jhang",2013
"Syed RiffatHussain Shah Kazmi","MQM","279",90,"Jhang",2013
"Muhammad RamzanGhallu","Independent","216",90,"Jhang",2013
"Mumtaz Hussain","Independent","183",90,"Jhang",2013
"Akhlaq Ahmad","Independent","169",90,"Jhang",2013
"Mulazim HussainJafari","Independent","96",90,"Jhang",2013
"Haji MuhammadGulzar Awan","PAM","28",90,"Jhang",2013
"Najaf AbbasSial","Independent","90867",91,"Jhang",2013
"SahibzadaMuhammad Mehboob Sultan","PML-N","86696",91,"Jhang",2013
"SahibzadaMohammad Ameer Sultan","Independent","1499",91,"Jhang",2013
"Mujahid AbbasKhan","MQM","1338",91,"Jhang",2013
"Nadeem MumtazQureshi","MP","1308",91,"Jhang",2013
"Sardar AzharAli Mekan","PPP-P","757",91,"Jhang",2013
"Khan MazharAbbas Khan Rajbana Advocate","Independent","539",91,"Jhang",2013
"Chaudhry KhalidJaved Warraich","PML-N","90915",92,"T.T Singh ",2013
"Usama Hamza","Independent","60933",92,"T.T Singh ",2013
"Mrs. Amjad AliWarraich","PNML","36522",92,"T.T Singh ",2013
"Haji KhalidMehmood Chatha","Independent","12183",92,"T.T Singh ",2013
"Haji MuhammadIshaq","PPP-P","6428",92,"T.T Singh ",2013
"Qari MuhammadAsif Gujjar","JI","2141",92,"T.T Singh ",2013
"Muhammad Tahir","TTP","1836",92,"T.T Singh ",2013
"Umer Farooq","Independent","614",92,"T.T Singh ",2013
"Rani Dougal","Independent","571",92,"T.T Singh ",2013
"ChaudhryMuhammad Akram Nazeer","Independent","272",92,"T.T Singh ",2013
"Malik MuhammadKamran Younis","Independent","204",92,"T.T Singh ",2013
"ChaudhryMuhammad Adnan Mushtaq Chanjotra","GWP","168",92,"T.T Singh ",2013
"Malik KhalidDad","PWMAP","62",92,"T.T Singh ",2013
"Zeeshan HasanSidhu Advocate","Independent","52",92,"T.T Singh ",2013
"MuhammadJunaid Anwaar Chaudhry","PML-N","117281",93,"TT Singh ",2013
"Muhammad Ashfaq","PTI","95372",93,"TT Singh ",2013
"Sajjad AhmadSohal","PNML","3395",93,"TT Singh ",2013
"Rana ZafarIqbal","Independent","2110",93,"TT Singh ",2013
"Muhammad Abbas","PPP-P","1622",93,"TT Singh ",2013
"Sobia Junaid","Independent","248",93,"TT Singh ",2013
"ChaudhryIftikhar Ahmed Siddhu Advocate","MQM","241",93,"TT Singh ",2013
"Farzand AliRashid","Independent","235",93,"TT Singh ",2013
"Doctor MuhammadAslam Javaid Awan","JUP-N","190",93,"TT Singh ",2013
"Anwaar Ul Haq","Independent","139",93,"TT Singh ",2013
"Rani Dougal","Independent","113",93,"TT Singh ",2013
"Yameen UrRehman Al Maroof Shafi Mobile Walay","Independent","99",93,"TT Singh ",2013
"Haji MianMuhammad Iqbal Lala","Independent","62",93,"TT Singh ",2013
"ChaudharyAsad-Ur-Rehman","PML-N","102723",94,"TT Singh",2013
"Syed Qutab AliShah Alias Ali Baba","PPP-P","64168",94,"TT Singh",2013
"Riaz Fatyana","Independent","55378",94,"TT Singh",2013
"Zahid Imran","Independent","1128",94,"TT Singh",2013
"Dilshad AhmadChaudhry","MDM","1102",94,"TT Singh",2013
"Doctor MaqsoodAhmad Shanawar","Independent","742",94,"TT Singh",2013
"Sarwar Chaudhri","Independent","641",94,"TT Singh",2013
"Sardar SiddiqueAkbar Khatana Advocate","Independent","533",94,"TT Singh",2013
"Syed Asad AbbasShah","Independent","482",94,"TT Singh",2013
"Muhammad IrshadAnwar","JI","407",94,"TT Singh",2013
"Shahbaz Fateh","Independent","229",94,"TT Singh",2013
"Muhammad KhaliqSiddique","APML","109",94,"TT Singh",2013
"Abdul WaseemKhan Ghouri","MQM","71",94,"TT Singh",2013
"Farooq Gujjar","Independent","57",94,"TT Singh",2013
"Mustafa Rumdey","Independent","55",94,"TT Singh",2013
"Ayesha RazaFarooq","Independent","49",94,"TT Singh",2013
"Zahoor ul Haq","Independent","44",94,"TT Singh",2013
"UsmanIbrahim","PML-N","108419",95,"Gujranwala",2013
"Ali AshrafMughal","PTI","27799",95,"Gujranwala",2013
"ChudharyMuhammad Saddique","PPP-P","15924",95,"Gujranwala",2013
"Haji MuhammadAshraf Kareemi","Independent","8444",95,"Gujranwala",2013
"Tariq JavedButt","JI","2904",95,"Gujranwala",2013
"Abdul KareemTokay Khan Bhai","Independent","853",95,"Gujranwala",2013
"Mufti JameelAhmad","JUI-F","541",95,"Gujranwala",2013
"Jawwad IqbalRehan Advocate","Independent","354",95,"Gujranwala",2013
"Muhammad FarooqMalik","Independent","166",95,"Gujranwala",2013
"Chand FaisalUppal Advocate","MDM","151",95,"Gujranwala",2013
"Barrister UamrNawaz Chohan","Independent","75",95,"Gujranwala",2013
"Sardar KhyzerHayat Doger","Independent","70",95,"Gujranwala",2013
"Mehar MuhammadMuthar Ramzan Advocate","PML-J","58",95,"Gujranwala",2013
"Babu MuhammadAsim Anees Mughal","Independent","39",95,"Gujranwala",2013
"Usman AshrafMughal","Independent","39",95,"Gujranwala",2013
"ChudharyMuhammad Waseem","Independent","28",95,"Gujranwala",2013
"Kaleem AhmadBhatti","Independent","28",95,"Gujranwala",2013
"Muhammad AminButt","Independent","27",95,"Gujranwala",2013
"ChudharyMuhammad Ansar Nutt","Independent","13",95,"Gujranwala",2013
"Chudhary KhalidZafar Sansi","Independent","9",95,"Gujranwala",2013
"ChudharyShoukat Ali Jutt","Independent","9",95,"Gujranwala",2013
"Izzat MaabArshad Rabbani","Independent","6",95,"Gujranwala",2013
"EngineerKhurram Dastgir Khan","PML-N","105104",96,"Gujranwala",2013
"S A Hameed","PTI","29942",96,"Gujranwala",2013
"ChaudharyMuhammad Saeed Gujar","PPP-P","13756",96,"Gujranwala",2013
"Hameed U DeenAwan","JI","3533",96,"Gujranwala",2013
"Shabraz AbbasAwan","Independent","840",96,"Gujranwala",2013
"Muhammad ShahZaman","JUI-F","460",96,"Gujranwala",2013
"Zahid SadiqueAnsari","TTP","385",96,"Gujranwala",2013
"Raza Hameed","Independent","143",96,"Gujranwala",2013
"ChoudharyMuhammad Nazir","Independent","117",96,"Gujranwala",2013
"Hafiz RanaMuhammad Usman Shakar","MDM","107",96,"Gujranwala",2013
"Khawja AnwaarAhmad Sheikh","Independent","89",96,"Gujranwala",2013
"Rana ArshadSaeed Khan","APML","43",96,"Gujranwala",2013
"Sheikh Naveed","Independent","40",96,"Gujranwala",2013
"Ali Shabbir","Independent","40",96,"Gujranwala",2013
"Rana AbdulRehman Sultani","MQM","35",96,"Gujranwala",2013
"MuhammadShabbir","Independent","34",96,"Gujranwala",2013
"Atif FareedSabir Khan","Independent","26",96,"Gujranwala",2013
"Mushtaq Ahmad","Independent","25",96,"Gujranwala",2013
"Mirza JahaNgirBaig","Independent","15",96,"Gujranwala",2013
"Fasail Saeed","Independent","13",96,"Gujranwala",2013
"Qaiser MahmoodHaji Naqshbandi","Independent","13",96,"Gujranwala",2013
"ChaudhryMahmood Bashir Virk","PML-N","104674",97,"Gujranwala",2013
"Rana Naeem UrRehman Khan","PTI","30946",97,"Gujranwala",2013
"ChaudhryMuhammad Anwar Bhinder","PML-Q","16032",97,"Gujranwala",2013
"Doctor Zain AliBhatti","Independent","5057",97,"Gujranwala",2013
"Zaheer AhmadZia Warraich","TTP","3382",97,"Gujranwala",2013
"Rana JavedIqbal","JI","2318",97,"Gujranwala",2013
"Rana MuhammadIqbal","Independent","1091",97,"Gujranwala",2013
"Hafiz MuhammadSafdar Qasmi","MDM","1051",97,"Gujranwala",2013
"Sheikh NadeemAkhtar","Independent","1005",97,"Gujranwala",2013
"Abdul SattarShakir","Independent","456",97,"Gujranwala",2013
"Hafiz MahmoodUl Hassan","JUI-F","284",97,"Gujranwala",2013
"Muhammad Imran","SIC","120",97,"Gujranwala",2013
"Farhat Mubeen","Independent","112",97,"Gujranwala",2013
"Irshad UllahYasser","Independent","111",97,"Gujranwala",2013
"Muhammad Yaseen","MQM","105",97,"Gujranwala",2013
"EngineerMuhammad Ashraf Butt","Independent","48",97,"Gujranwala",2013
"Mian TariqMehmood","PML-N","119224",98,"Gujranwala",2013
"Imtiaz SafdarWarraich","PPP-P","36768",98,"Gujranwala",2013
"Rana ShehzadHafeez","PTI","20717",98,"Gujranwala",2013
"Bilal QudratButt","JI","12960",98,"Gujranwala",2013
"Adil FarooqKhan","PML-J","7279",98,"Gujranwala",2013
"Muhammad Afzal","Independent","933",98,"Gujranwala",2013
"Mian GhulamSarwar","Independent","610",98,"Gujranwala",2013
"Sarfraz AhmadWarriach","Independent","503",98,"Gujranwala",2013
"Malik AbdulHameed Awan","Independent","499",98,"Gujranwala",2013
"Shazia MazharJaved","Independent","475",98,"Gujranwala",2013
"ChaudharyMuhammad Iqbal Gujjar","AML","291",98,"Gujranwala",2013
"Shahid MehmoodBhatti","Independent","225",98,"Gujranwala",2013
"Sufi MuhammadAli Naqshbandi","PFP","167",98,"Gujranwala",2013
"Jawad HassanManj","Independent","160",98,"Gujranwala",2013
"Malik MuhammadImran Bashir Awan","Independent","150",98,"Gujranwala",2013
"Arslan Ul MulkDhariwal","ML","133",98,"Gujranwala",2013
"Meer MazharBashir","Independent","90",98,"Gujranwala",2013
"Mian MuhammadArshad Sandhu","Independent","88",98,"Gujranwala",2013
"Jamal HassanKhan Manj","Independent","56",98,"Gujranwala",2013
"Khalid MehmoodChahal","Independent","48",98,"Gujranwala",2013
"Chaudhary NajamHussain Cheema","Independent","11",98,"Gujranwala",2013
"Azhar QayyumNahra","PML-N","89722",100,"Gujranwala",2013
"Chaudhary BilalEjaz","Independent","70159",100,"Gujranwala",2013
"ChaudharyTassadaq Masood Khan","PPP-P","6829",100,"Gujranwala",2013
"Abid Javed Virk","PTI","6475",100,"Gujranwala",2013
"Sardar RiazAhmad Khan","JI","2124",100,"Gujranwala",2013
"Haji RanaMuhammad Riaz","Independent","1167",100,"Gujranwala",2013
"Aytzaz Ijaz","Independent","1122",100,"Gujranwala",2013
"Muhammad AsgharWarriach","Independent","798",100,"Gujranwala",2013
"Muhammad PervezIqbal Virk","Independent","345",100,"Gujranwala",2013
