"Name","Party","Votes","Seat","City","Year"
"Qari Muhammad Ghulam Rasool","MMA","6629",84,"&#13;
      Complete Result of NA84 Faisalabad",2002
"Muzzamal Raza, Adovocate","PAT","1431",84,"&#13;
      Complete Result of NA84 Faisalabad",2002
"Fazeelat Qamar","PTI","671",84,"&#13;
      Complete Result of NA84 Faisalabad",2002
"Munawar Sultana","Independent","161",84,"&#13;
      Complete Result of NA84 Faisalabad",2002
"Mian Riffat Javaid Qadri","Independent","148",84,"&#13;
      Complete Result of NA84 Faisalabad",2002
"Muhammad Qasim Ghafari `","Independent","138",84,"&#13;
      Complete Result of NA84 Faisalabad",2002
"Nawab Abid Hussain","PPP-SB","96",84,"&#13;
      Complete Result of NA84 Faisalabad",2002
"Raja Nadir Pervaiz","PML-N","41448",85,"&#13;
      Complete Result of NA85 Faisalabad",2002
"Haji Bilal Noor Ansari","PPP","37289",85,"&#13;
      Complete Result of NA85 Faisalabad",2002
"Mian Zahid Sarfraz","PML-Q","18109",85,"&#13;
      Complete Result of NA85 Faisalabad",2002
"Molana Muhammad Saeed Ahmad Asad",NA,"12346",85,"&#13;
      Complete Result of NA85 Faisalabad",2002
"Malik Munawar Hussain Khan","PAT","854",85,"&#13;
      Complete Result of NA85 Faisalabad",2002
"Engineer Sheikh Javeed Iqbal","PTI","522",85,"&#13;
      Complete Result of NA85 Faisalabad",2002
"Sajjad Murshid Gill","Independent","349",85,"&#13;
      Complete Result of NA85 Faisalabad",2002
"Mian Shahid Anwar","Independent","249",85,"&#13;
      Complete Result of NA85 Faisalabad",2002
"Muhammad Rehman Sheikh","PGP","131",85,"&#13;
      Complete Result of NA85 Faisalabad",2002
"Muhammad Tahir Shah","PML-Q","57583",86,"Jhang",2002
"Qaisar Ahmad Sheikh","TI","40888",86,"Jhang",2002
"Maulana Muhammad Rehmat Ullah","MMA","29336",86,"Jhang",2002
"Muhammad Ashraf Chadharh","Independent","1388",86,"Jhang",2002
"Syed Munawar Abbas","PAT","1170",86,"Jhang",2002
"Qamar-uz-Zaman","Independent","285",86,"Jhang",2002
"Ghulam Bibi Bharwana","PML-Q","56851",87,"&#13;
     ",2002
"Makhdoom Syed Asad Hayat Shah","PPP","38983",87,"&#13;
     ",2002
"Mehr Muhammad Nawaz Bharwana",NA,"17866",87,"&#13;
     ",2002
"Mehr Muhammad Zafer Ullahh Khan","Independent","12223",87,"&#13;
     ",2002
"Ali Hamayun Sipra","PML-N","1267",87,"&#13;
     ",2002
"Makhdoom Syed Faisal Salehh Hayat","PPP","76201",88,"&#13;
      Complete Result of NA88 Jhang",2002
"Syeda Abida Hussain","PML-Q","65436",88,"&#13;
      Complete Result of NA88 Jhang",2002
"Maulana Abdul Waris","MMA","4565",88,"&#13;
      Complete Result of NA88 Jhang",2002
"Irfan Qaisar Sheikh","Independent","3598",88,"&#13;
      Complete Result of NA88 Jhang",2002
"Sharif Awan","PTI","1047",88,"&#13;
      Complete Result of NA88 Jhang",2002
"Rab Nawaz","Independent","322",88,"&#13;
      Complete Result of NA88 Jhang",2002
"Zulfiqar Ahmad Khan","JWP","151",88,"&#13;
      Complete Result of NA88 Jhang",2002
"Maulana Muhammad Azamh Tariq","Independent","41425",89,"&#13;
      Complete Result of NA89 Jhang",2002
"Doctor Muhammadh Tahir-ul-Qadri","PAT","34183",89,"&#13;
      Complete Result of NA89 Jhang",2002
"Sheikh Waqas Akram",NA,"31599",89,"&#13;
      Complete Result of NA89 Jhang",2002
"Makhdoomzada Syed Asad Hayat","PPP","1079",89,"&#13;
      Complete Result of NA89 Jhang",2002
"Abdul Qudoos Awan","PTI","197",89,"&#13;
      Complete Result of NA89 Jhang",2002
"Saima Akhtar Bharwana","Independent","56647",90,"Jhang",2002
"Sahibzada Muhammad Nazirh Sultan",NA,"56180",90,"Jhang",2002
"Shahbaz Ahmad Gujar Advocate","MMA","3517",90,"Jhang",2002
"Sahibzada Muhammad Mehboobh Sultan","PML-Q","53545",91,"&#13;
      Complete Result of NA91 Jhang",2002
"Makhdoom Syed Faisal Salehh Hayat","PPP","45428",91,"&#13;
      Complete Result of NA91 Jhang",2002
"Attaullah Khan","Independent","36173",91,"&#13;
      Complete Result of NA91 Jhang",2002
"Naeemullah Akhtar Sheikh","Independent","1151",91,"&#13;
      Complete Result of NA91 Jhang",2002
"Sardar Azhar Ali Maikan","PTI","579",91,"&#13;
      Complete Result of NA91 Jhang",2002
"Amjad Ali Warriach","PML-J","61746",92,"T.T Singh ",2002
"Hamza","PML-N","51416",92,"T.T Singh ",2002
"Haji Muhammad Ishaq","PPP","49584",92,"T.T Singh ",2002
"Qari Muhammad Zawar Bahadir","MMA","508",92,"T.T Singh ",2002
"Farkhanda Amjad Ali Warriach","Independent","205",92,"T.T Singh ",2002
"Muhammad Farhan Latif","Independent","81607",93,"TT Singh ",2002
"Hafeez Ullah Ishaq","PPP","50597",93,"TT Singh ",2002
"Doctor Zahid Sattar","MMA","23355",93,"TT Singh ",2002
"Abu Bakar Siddique","Independent","920",93,"TT Singh ",2002
"Munir Ahmad","PML-F","659",93,"TT Singh ",2002
"Neelam Chaudhry","Independent","262",93,"TT Singh ",2002
"Riaz Fatiyana","Independent","67603",94,"TT Singh",2002
"Khalid Ahmad Khan Kharal","PPP","53164",94,"TT Singh",2002
"Chaudhary Asad-Ur-Rehman","PML-N","44942",94,"TT Singh",2002
"Makhdoom Nazar Hussain","Independent","1755",94,"TT Singh",2002
"Maulana Muhammad Ahmadh Ludhianvi","Independent","1088",94,"TT Singh",2002
"Mian Ikram ul Haq","PTI","695",94,"TT Singh",2002
"Ghulam Shabbir Khan","Independent","665",94,"TT Singh",2002
".Irfan Ullah Khan","Independent","111",94,"TT Singh",2002
"Chaudhary Ghulam Murtaza","Independent","108",94,"TT Singh",2002
"Muhammad Shafiq","Independent","141",94,"TT Singh",2002
"Imran Ullah Advocate","PPP","28024",95,"&#13;
      Complete Result of NA95 Gujranwala",2002
"Usman Ibrahim","PML-N","26977",95,"&#13;
      Complete Result of NA95 Gujranwala",2002
"Muhammad Ayub Safdar","MMA","18107",95,"&#13;
      Complete Result of NA95 Gujranwala",2002
"Haji Muhamamd Imran Ullahh Chaudhary","PML-Q","6702",95,"&#13;
      Complete Result of NA95 Gujranwala",2002
"Chaudhary Khalid Zafar Sansi","PTI","1289",95,"&#13;
      Complete Result of NA95 Gujranwala",2002
"Qazi Hameed Ullah Khan","MMA","39181",96,"&#13;
      Complete Result of NA96 Gujranwala",2002
"Kh. Muhammad Saleh","PPP","24234",96,"&#13;
      Complete Result of NA96 Gujranwala",2002
"Engineer Khurram Dastgir Khan","PML-N","20306",96,"&#13;
      Complete Result of NA96 Gujranwala",2002
"Robina Saleem","PML-Q","4037",96,"&#13;
      Complete Result of NA96 Gujranwala",2002
"Muhammad Nazir","PTI","471",96,"&#13;
      Complete Result of NA96 Gujranwala",2002
"Ghulam Qadir Khan","Independent","365",96,"&#13;
      Complete Result of NA96 Gujranwala",2002
"Khurshid Ahmad Sodhi",NA,"299",96,"&#13;
      Complete Result of NA96 Gujranwala",2002
"Naeem Raza Ansari","Independent","230",96,"&#13;
      Complete Result of NA96 Gujranwala",2002
"Mian Masood Ahmed Advocate","QJP","225",96,"&#13;
      Complete Result of NA96 Gujranwala",2002
"Chaudhary Shahid Akramh Bhinder","PML-Q","29375",97,"&#13;
      Complete Result of NA97 Gujranwala",2002
"Doctor Zafar Chaudhary","PPP","24461",97,"&#13;
      Complete Result of NA97 Gujranwala",2002
"Shabbir Hussain Abbasi","MMA","15262",97,"&#13;
      Complete Result of NA97 Gujranwala",2002
"Chaudhary Mahmood Bashir Virk","PML-N","12491",97,"&#13;
      Complete Result of NA97 Gujranwala",2002
"Chaudhary Muhammad Ishfaqh Butter Advocate","PAT","6153",97,"&#13;
      Complete Result of NA97 Gujranwala",2002
"Adil Saleem Khan","PML-J","1333",97,"&#13;
      Complete Result of NA97 Gujranwala",2002
"Muhammad Masood Akhtarh Advocate","PTI","524",97,"&#13;
      Complete Result of NA97 Gujranwala",2002
"Mian Maqsood Ahmed","Independent","188",97,"&#13;
      Complete Result of NA97 Gujranwala",2002
"Sardar Hassan Sindhu","Independent","69",97,"&#13;
      Complete Result of NA97 Gujranwala",2002
"Imtiaz Safdar Warraich","PPP","45655",98,"Gujranwala",2002
"Muhammad Azam Cheema","PML-Q","37523",98,"Gujranwala",2002
"Muhammad Ashraf Warriach","PML-J","21207",98,"Gujranwala",2002
"Bilalh Qudrat Butt","MMA","17800",98,"Gujranwala",2002
"Sardarh Zia-ul-Haq","PML-N","7366",98,"Gujranwala",2002
"Tanveerh Azam Cheema","Independent","744",98,"Gujranwala",2002
"Ghulamh Sarwar","Independent","657",98,"Gujranwala",2002
"Sardarh Riaz-ul-Haq","Independent","357",98,"Gujranwala",2002
"Shamaila Liaqat","Independent","305",98,"Gujranwala",2002
"Rana Umar Nazir Khan","PML-Q","62209",99,"&#13;
      Complete Result of NA99 Gujranwala",2002
"Chaudhary Muhammad Abdullahh Virk","PPP","46025",99,"&#13;
      Complete Result of NA99 Gujranwala",2002
"Alama Muhammad Ashraf Jilali","MMA","14474",99,"&#13;
      Complete Result of NA99 Gujranwala",2002
"Aamar Sohail Mughal","PML-N","8310",99,"&#13;
      Complete Result of NA99 Gujranwala",2002
"Chaudhry Bilal Ijaz","PML-Q","71112",100,"&#13;
     ",2002
"Chaudhry Hamed Naser Chattha","PML-J","49255",100,"&#13;
     ",2002
"Muhammad Ehsanullah","MMA","8375",100,"&#13;
     ",2002
"Doctor Pervez Ameer Gujjar","PTI","1990",100,"&#13;
     ",2002
"Rana Safdar Raza Mubarak","Independent","215",100,"&#13;
     ",2002
"Hamid Nasir Chatta","PML-J","69171",101,"Gujranwala",2002
"Asma Shah Nawaz","PPP","64355",101,"Gujranwala",2002
"Shoukat Hayat Chatha","Independent","7169",101,"Gujranwala",2002
"Muhammad Saleem Aujalvih Advocate","PAT","2711",101,"Gujranwala",2002
"Adnan Sarwar Cheema","Independent","415",101,"Gujranwala",2002
"Chaudhry Mehdi Hasanh Bhatti","PML-Q","50824",102,"Hafizabad",2002
"Brigadier ® Muhammad Usmanh Tarar","PML-N","43218",102,"Hafizabad",2002
"Ahmad Bilal Tarar","PPP","15079",102,"Hafizabad",2002
"Tajamal Hafeez","PAT","1192",102,"Hafizabad",2002
"Chaudhry Shoukat Ali Bhatti","Independent","477",102,"Hafizabad",2002
"Chaudhry Liaqat Abbash Bhatti","PML-Q","67626",103,"Hafizabad",2002
"Chaudhry Sarfraz Khan Bhatti","Independent","42990",103,"Hafizabad",2002
"Mian Akhtar Hussain Khanh Bhatti Advocate","PTI","129",103,"Hafizabad",2002
"Chaudhary Wajahat Hussain","PML-Q","83126",104,"&#13;
      Complete Result of NA104 Gujrat",2002
"Nawabzada Ghazanfar Ali Gul","PPP","62651",104,"&#13;
      Complete Result of NA104 Gujrat",2002
"Qari Muhammad Liaqat Alih Naqshbandi","MMA","5587",104,"&#13;
      Complete Result of NA104 Gujrat",2002
"Gulrez Mehmood Akhtarh Warraich Advocate","PAT","2285",104,"&#13;
      Complete Result of NA104 Gujrat",2002
"Muhammad Azam Sial","Independent","950",104,"&#13;
      Complete Result of NA104 Gujrat",2002
"Major ® Muhammad Arshad Borah Advocate","PTI","410",104,"&#13;
      Complete Result of NA104 Gujrat",2002
"Chaudhary Shujaat Hussain","PML-Q","66809",105,"Gujrat",2002
"Chaudhary Ahmad Mukhtar","PPP","52632",105,"Gujrat",2002
"Hafiz Amjad Shaheen Warriach","MMA","6819",105,"Gujrat",2002
"Doctor Mahmood-Ul-Hassanh Kunjahi","PAT","2818",105,"Gujrat",2002
"Mohammad Gul Nawaz","Independent","661",105,"Gujrat",2002
"Syed Shoukat Kamal Advocate","PPP-SB","408",105,"Gujrat",2002
"Qamar Zaman Kaira","PPP","83438",106,"&#13;
     ",2002
"Mian Muhammad Afzal Hayat",NA,"69826",106,"&#13;
     ",2002
"Chaudhary Muhammad Asgharh Deona","PAT","6357",106,"&#13;
     ",2002
"Chaudhary Jamshed Nasar","Independent","861",106,"&#13;
     ",2002
"Rehman Naseer Chaudhary","PPP","52484",107,"&#13;
      Complete Result of NA107 Gujrat IV",2002
"Syed Noor ul Hassan Shah","PML-Q","48673",107,"&#13;
      Complete Result of NA107 Gujrat IV",2002
"Malik Ajmal Saddique","PML-N","43906",107,"&#13;
      Complete Result of NA107 Gujrat IV",2002
"Lt Col ® Raja Javaid Mujtaba","Independent","8575",107,"&#13;
      Complete Result of NA107 Gujrat IV",2002
"Hafiz Muhammad Nawaz","MMA","3314",107,"&#13;
      Complete Result of NA107 Gujrat IV",2002
"Raja Shafat Hussain Khan Advocate","Independent","689",107,"&#13;
      Complete Result of NA107 Gujrat IV",2002
"Muhammad Ilyes Chaudhry","PAT","503",107,"&#13;
      Complete Result of NA107 Gujrat IV",2002
"Ijaz Ahmad Chaudhary","PML-Q","70060",108,"MB Din",2002
"Zafarullah Tarar","PPP","60424",108,"MB Din",2002
"Syed Muhammad Mehfooz Mashadi","MMA","37422",108,"MB Din",2002
"Amjad Hussain Tarar","Independent","2028",108,"MB Din",2002
"Ijaz Ahmed Sahi","Independent","1860",108,"MB Din",2002
"Muhammad Zaheer","PAT","1066",108,"MB Din",2002
"Major ® Sher Muhammad Gondalh Advocate","TPP","136",108,"MB Din",2002
"Major ® Zulfiqar Alih Gondal","PPP","71424",109,"Mandi Bahauddin",2002
"Nasir Iqbal Busal","PML-Q","64968",109,"Mandi Bahauddin",2002
"Munwar Iqbal Gondal","PML-N","20455",109,"Mandi Bahauddin",2002
"Ch Manzoor Hussain Dudhara","Independent","1654",109,"Mandi Bahauddin",2002
"Major ® Zulfiqar Alih Gondal","PPP","71424",110,"&#13;
      Complete Result of NA110 Sialkot",2002
"Nasir Iqbal Busal","PML-Q","64968",110,"&#13;
      Complete Result of NA110 Sialkot",2002
"Munwar Iqbal Gondal","PML-N","20455",110,"&#13;
      Complete Result of NA110 Sialkot",2002
"Ch Manzoor Hussain Dudhara","Independent","1654",110,"&#13;
      Complete Result of NA110 Sialkot",2002
"Chaudhary Amir Hussain","PML-Q","52378",111,"&#13;
      Complete Result of NA111 Sialkot",2002
".Idrees Ahmed Bajwa","PML-N","50761",111,"&#13;
      Complete Result of NA111 Sialkot",2002
"Major ® Tariq Yousaf Rajput","PPP","25329",111,"&#13;
      Complete Result of NA111 Sialkot",2002
"Muhammad Yaqub","PAT","9317",111,"&#13;
      Complete Result of NA111 Sialkot",2002
"Akhtar Javed Pirzada","Independent","128",111,"&#13;
      Complete Result of NA111 Sialkot",2002
"Umar Ahmad Ghuman","PMl-Q","68468",112,"&#13;
      Complete Result of NA112 Sialkot",2002
"Sahibzada Syed Murtaza Amin","PML-N","41251",112,"&#13;
      Complete Result of NA112 Sialkot",2002
"Salman Saif Ullah Cheema","PPP","31602",112,"&#13;
      Complete Result of NA112 Sialkot",2002
"Professor Muhammad Aminh Javaid","MMA","6761",112,"&#13;
      Complete Result of NA112 Sialkot",2002
"Muhammad Sharif Chaudhary","PAT","4477",112,"&#13;
      Complete Result of NA112 Sialkot",2002
"Muhammad Nazir Cheema","Independent","694",112,"&#13;
      Complete Result of NA112 Sialkot",2002
"Qaiser Iqbal Baryar","Independent","219",112,"&#13;
      Complete Result of NA112 Sialkot",2002
"Peerzada Syed Saeed Ahmadh Shah","Independent","133",112,"&#13;
      Complete Result of NA112 Sialkot",2002
"Usman Javaid Ghumman","Independent","96",112,"&#13;
      Complete Result of NA112 Sialkot",2002
"Ali Asjad Malhi","PML-Q","50592",113,"&#13;
      Complete Result of",2002
"Col ® Sultan Sikandar Ghuman","PPP","45706",113,"&#13;
      Complete Result of",2002
"Col ® Zafar Hussain Gil","PML-N","44115",113,"&#13;
      Complete Result of",2002
"Armaghan Subhani","Independent","532",113,"&#13;
      Complete Result of",2002
"Chaudhary Abdul Sattar","Independent","394",113,"&#13;
      Complete Result of",2002
"Zahid Hamid Khan","PML-Q","73529",114,"&#13;
      Complete Result of NA114 Sialkot",2002
"Ghulam Abbas","PPP","64749",114,"&#13;
      Complete Result of NA114 Sialkot",2002
"Chaudhary Javed Iqbal Virk","PML-N","18172",114,"&#13;
      Complete Result of NA114 Sialkot",2002
"Khairat Hussain Chaudhary","Independent","779",114,"&#13;
      Complete Result of NA114 Sialkot",2002
"Muhammad Nasir Khan","PML-Q","32104",115,"&#13;
      Complete Result of NA115 Narowal",2002
"Sumaira Yasser Rasheed","Independent","27316",115,"&#13;
      Complete Result of NA115 Narowal",2002
"Mansoor Sarwar Khan","Independent","11834",115,"&#13;
      Complete Result of NA115 Narowal",2002
"Chaudhary Muhammad Akbarh Kahlun","PPP","11604",115,"&#13;
      Complete Result of NA115 Narowal",2002
"Chaudhary Muhammad Rafique","PML-N","8404",115,"&#13;
      Complete Result of NA115 Narowal",2002
"Hafiz Muhammad Tahir Aslam","MMA","7428",115,"&#13;
      Complete Result of NA115 Narowal",2002
"Abdul Razaq Chaudhary","AQP","1001",115,"&#13;
      Complete Result of NA115 Narowal",2002
"Musarrat Mansoor Khan","Independent","591",115,"&#13;
      Complete Result of NA115 Narowal",2002
"Daniyal Aziz Chaudhry","PML-Q","41857",116,"&#13;
     ",2002
"Muhammad Tariq Anees","Independent","37145",116,"&#13;
     ",2002
"Faisal Manzoor Rahim","PML-N","10039",116,"&#13;
     ",2002
"Mubarik Ali","PAT","9235",116,"&#13;
     ",2002
"Muhammad Khalid Chaudhry","PPP","2283",116,"&#13;
     ",2002
"Chaudhry Hassan Nizamih Advocate","MMA","2260",116,"&#13;
     ",2002
"Brigadier ® Muhammad Suleman","Independent","2071",116,"&#13;
     ",2002
"Attia Afzal Chaudhry","Independent","845",116,"&#13;
     ",2002
"Riffat Javed","PML-Q","49367",117,"&#13;
      Complete Result of NA117 Narowal",2002
"Ahsan Iqbal","PML-N","33698",117,"&#13;
      Complete Result of NA117 Narowal",2002
"Chaudhary Anwar-ul-Haq","PPP","16075",117,"&#13;
      Complete Result of NA117 Narowal",2002
"Khan Abdul Qayyum Khan","PAT","1027",117,"&#13;
      Complete Result of NA117 Narowal",2002
"Chaudhary Usman Zia","Independent","599",117,"&#13;
      Complete Result of NA117 Narowal",2002
"Muhammad Shahid Zia","NPP-WG","316",117,"&#13;
      Complete Result of NA117 Narowal",2002
"Hafiz Salman Butt","Independent","25484",118,"&#13;
     ",2002
"Mian Muhammad Azhar","PML-Q","21641",118,"&#13;
     ",2002
"Chaudhry Abdul Qadir","PPP","16855",118,"&#13;
     ",2002
"Hafiz Abdul Wadood Shahid","MMA","2728",118,"&#13;
     ",2002
".Iqbal Mehmood Awan","PAT","1782",118,"&#13;
     ",2002
".Muhammad Javed Awan","Independent","618",118,"&#13;
     ",2002
"Inam Ullah Khan","Independent","460",118,"&#13;
     ",2002
"Mian Rafi Khawar","Independent","207",118,"&#13;
     ",2002
".Noor Alam Qurashi","QJP","104",118,"&#13;
     ",2002
"Khawaja Saad Rafique","PML-N","43166",119,"&#13;
      Complete Result of NA119 Lahore",2002
"Jahangir Bader","PPP","21193",119,"&#13;
      Complete Result of NA119 Lahore",2002
"Mian Abdul Sattar","PMl-Q","8444",119,"&#13;
      Complete Result of NA119 Lahore",2002
"Mian Zahid Anwar","PTI","1761",119,"&#13;
      Complete Result of NA119 Lahore",2002
"Ahmad Tariq Rana","PAT","417",119,"&#13;
      Complete Result of NA119 Lahore",2002
"Doctor Anwar Sajjad","PML-J","357",119,"&#13;
      Complete Result of NA119 Lahore",2002
"Malik Hamid Sarfraz","Independent","180",119,"&#13;
      Complete Result of NA119 Lahore",2002
"Hafiz Sulman Butt","Independent","146",119,"&#13;
      Complete Result of NA119 Lahore",2002
"Amir Ayub","Independent","100",119,"&#13;
      Complete Result of NA119 Lahore",2002
"Tariq Mehmood Chughtaih Advocate","Independent","87",119,"&#13;
      Complete Result of NA119 Lahore",2002
"Khawaja Tahir Zia","Independent","83",119,"&#13;
      Complete Result of NA119 Lahore",2002
"Doctor Asad Ashraf","Independent","31",119,"&#13;
      Complete Result of NA119 Lahore",2002
"Muhammad Pervaiz Malik","PML-N","33741",120,"Lahore",2002
"Altaf Ahmed Qureshi","PPP","19483",120,"Lahore",2002
"Mian Mohammad Ashraf","PML-Q","15085",120,"Lahore",2002
"Abdul Rashid Bhatti","PTI","2526",120,"Lahore",2002
"Sheikh Iffatullah","Independent","471",120,"Lahore",2002
"Mian Sumeer Attaullah","Independent","273",120,"Lahore",2002
"Hafiz Salman Butt","Independent","203",120,"Lahore",2002
"Abdul Sattar","Independent","98",120,"Lahore",2002
"Nawab Doctor Ambar Shahzada"," Independent","58",120,"Lahore",2002
"Mirza Ahtesham Yousaf Baig"," Independent","49",120,"Lahore",2002
"Farid Ahmed Paracha","MMA","30326",121,"&#13;
      Complete Result of NA121 Lahore",2002
"Mian Muhammad Jehangir","PML-Q","17956",121,"&#13;
      Complete Result of NA121 Lahore",2002
"Aurangzeb Shafi Barki","PPP","15778",121,"&#13;
      Complete Result of NA121 Lahore",2002
"Faaiz Rahim Khan","PML-Z","12089",121,"&#13;
      Complete Result of NA121 Lahore",2002
"Amir Saleem Bhatti","PTI","3373",121,"&#13;
      Complete Result of NA121 Lahore",2002
"Rana Mashood Ahmad Khan","Independent","260",121,"&#13;
      Complete Result of NA121 Lahore",2002
"Chaudhry Ishtiaq Ahmed Minhas","Independent","131",121,"&#13;
      Complete Result of NA121 Lahore",2002
"Robina Shaheen","Independent","81",121,"&#13;
      Complete Result of NA121 Lahore",2002
"Syed Zaeem Hussain Qadri","Independent","76",121,"&#13;
      Complete Result of NA121 Lahore",2002
"Sardar Ayaz Sadiq","PML-N","37531",122,"&#13;
      Complete Result of NA122 Lahore",2002
"Imran Khan","PTI","18638",122,"&#13;
      Complete Result of NA122 Lahore",2002
"Chaudhary Ghulam Qadir","PPP","17561",122,"&#13;
      Complete Result of NA122 Lahore",2002
"Muhammad Amin Chaudhary","PML-Q","12605",122,"&#13;
      Complete Result of NA122 Lahore",2002
"Chaidhary Muhammad Ali","Independent","3314",122,"&#13;
      Complete Result of NA122 Lahore",2002
"Asad Bashir Kamboh","Independent","910",122,"&#13;
      Complete Result of NA122 Lahore",2002
"Rana Zafar Ullah Khan Manj","PAT","613",122,"&#13;
      Complete Result of NA122 Lahore",2002
"Engineer Muhammad Saleemh Ullah Khan","JUP-NS","581",122,"&#13;
      Complete Result of NA122 Lahore",2002
"Mian Asad Ata Ullah","Independent","141",122,"&#13;
      Complete Result of NA122 Lahore",2002
"Humayun Akhtar Khan","Independent","65",122,"&#13;
      Complete Result of NA122 Lahore",2002
"Haroon Akhtar Khan","Independent","50",122,"&#13;
      Complete Result of NA122 Lahore",2002
"Makhdoom Muhammad JavaidhHashmi","PML-N","44146",123,"
     ",2002
"Tariq Waheed Butt","PPP","19591",123,"
     ",2002
"Mian Abdul Waheed","PML-Q","9579",123,"
     ",2002
"Haji Muhammad Saeed Arain","PTI","2757",123,"
     ",2002
"Ahsan Sheikh",NA,"2375",123,"
     ",2002
"Mujtaba Shuja-ul-Rehman","Independent","998",123,"
     ",2002
"Engineer Muhammad SaleemhUllah Khan","Independent","774",123,"
     ",2002
"Mian Ahmad Meraj","Independent","359",123,"
     ",2002
"Aitzaz Ahsan","PPP","27072",124,"&#13;
      Complete",2002
"Allama Muhammad Abid Jalali","MMA","23974",124,"&#13;
      Complete",2002
"Khurram Rohail Asghar","PML-Q","23110",124,"&#13;
      Complete",2002
"Tahir Mehmood Chaudhary","PTI","1204",124,"&#13;
      Complete",2002
"Farooq Tariq","LPP","515",124,"&#13;
      Complete",2002
"Mian Abdul Waheed","Independent","390",124,"&#13;
      Complete",2002
"Begum Rukhsana Shakeel Ahmed","Independent","226",124,"&#13;
      Complete",2002
"Hamayun Akhtar Khan","PML-Q","22405",125,"&#13;
      Complete",2002
"Muhammad Akram Zaki","PML-J","21186",125,"&#13;
      Complete",2002
"Muahmmad Naveed Chaudhary","PPP","21152",125,"&#13;
      Complete",2002
"Air Marshal ® Syed Shahidh Zulfiqar Ali","PTI","6343",125,"&#13;
      Complete",2002
"Iftikhar Ali Kilcha","PAT","1599",125,"&#13;
      Complete",2002
"Qari Habib-Ur-Rehman Madni","MMA","1445",125,"&#13;
      Complete",2002
"Engineer Muhammad Sleem Ullahh Khan","Independent","544",125,"&#13;
      Complete",2002
"Naveed Gulzar","Independent","267",125,"&#13;
      Complete",2002
"Sheikh Mushtaq Hussain","AQP","203",125,"&#13;
      Complete",2002
"Mian Abdul Waheed","Independent","175",125,"&#13;
      Complete",2002
"Tahir Mehmood Padhihar","PPP-SB","133",125,"&#13;
      Complete",2002
"Professor Aftab Lodhi","PATI","75",125,"&#13;
      Complete",2002
"Major ® Akhtar Shah Advocate","Independent","66",125,"&#13;
      Complete",2002
"Liaqat Balouch","MMA","43679",126,"&#13;
      Complete Result of NA126 Lahore",2002
"Fakhar Zaman","PPP","14107",126,"&#13;
      Complete Result of NA126 Lahore",2002
"Tariq Badruddian Bandey","PML-Q","13838",126,"&#13;
      Complete Result of NA126 Lahore",2002
"Doctor Shahid Siddique Khan","PTI","12354",126,"&#13;
      Complete Result of NA126 Lahore",2002
"Pervaiz Saleh",NA,"1052",126,"&#13;
      Complete Result of NA126 Lahore",2002
"Syed Ahmed Saeed Karmani","PML-J","486",126,"&#13;
      Complete Result of NA126 Lahore",2002
"Muhammad Duryab Yousafh Qureshi Alhasmi","Independent","467",126,"&#13;
      Complete Result of NA126 Lahore",2002
"Muhammad Ilyas","Independent","59",126,"&#13;
      Complete Result of NA126 Lahore",2002
"Allama Zubair Ahmad Zaheer","MJA","43",126,"&#13;
      Complete Result of NA126 Lahore",2002
"Major ® Faisal Naseer Khan","Independent","32",126,"&#13;
      Complete Result of NA126 Lahore",2002
"Doctor Muhammadh Tahir-ul-Qadri","PAT","24949",127,"&#13;
      Complete Result of NA127 Lahore",2002
"Abdul Aleem Khan","PML-Q","20545",127,"&#13;
      Complete Result of NA127 Lahore",2002
"Chaudhary Naseer Ahmed Bhutta","PML-N","18271",127,"&#13;
      Complete Result of NA127 Lahore",2002
"Professor Mian Ijaz-ul-Hassan","PPP","12203",127,"&#13;
      Complete Result of NA127 Lahore",2002
"Doctor Usman Malik","PTI","2187",127,"&#13;
      Complete Result of NA127 Lahore",2002
"Muhammad Duryab Yousafh Qureshi Al-Hashmi","Independent","161",127,"&#13;
      Complete Result of NA127 Lahore",2002
"Malik Zaheer Abbash Advocate","PPP","31175",128,"&#13;
      Complete Result of",2002
"Sardar Kamil Umar","PML-N","29682",128,"&#13;
      Complete Result of",2002
"Wazir Ali Bhatti Advocate","PML-Q","26552",128,"&#13;
      Complete Result of",2002
"Doctor Abdul Wahab","PAT","2445",128,"&#13;
      Complete Result of",2002
"Muhammad Yasir Ghufran","Independent","2132",128,"&#13;
      Complete Result of",2002
"Malik Jangir Hussain Bara","Independent","570",128,"&#13;
      Complete Result of",2002
"Major ® Habibullah Waraich","PML-Q","39420",129,"&#13;
     ",2002
"Sardar Arif Rashid","PML-N","20111",129,"&#13;
     ",2002
"Doctor Chaudhary Zahid Akramh Nat","PPP","17314",129,"&#13;
     ",2002
"Muhammad Ashraf Asim","Independent","734",129,"&#13;
     ",2002
"Tariq Shabir","Independent","616",129,"&#13;
     ",2002
"Major ® Muhammad Rab Nawazh Advocate","PTI","333",129,"&#13;
     ",2002
"Tanvir Azim Sandhu","Independent","109",129,"&#13;
     ",2002
" Hafiz Haider Ali Chaudhry","Independent","  25",129,"&#13;
     ",2002
"Samina Khalid Ghurki","PPP","46095",130,"&#13;
      Complete Result of NA130 Lahore",2002
"Ijaz Ahmad Dayel","PML-Q","33491",130,"&#13;
      Complete Result of NA130 Lahore",2002
