"Name","Party","Votes","Seat","City","Year"
"Badshahi Khan","Independent","1168",42,"&#13;
      Complete Result of NA42 Tribal Area",2002
"Muhammad Javed Khan","Independent","999",42,"&#13;
      Complete Result of NA42 Tribal Area",2002
"Badshah Khan Malkhel","Independent","382",42,"&#13;
      Complete Result of NA42 Tribal Area",2002
"Sami Ullah","Independent","40",42,"&#13;
      Complete Result of NA42 Tribal Area",2002
"Maulvi Muhammad Sadiq","Independent","13097",43,"&#13;
      Complete Result of NA43 Tribal Area",2002
"Engineer Shaukatullah Khan","Independent","6885",43,"&#13;
      Complete Result of NA43 Tribal Area",2002
"Salahud-Din Khan","Independent","3599",43,"&#13;
      Complete Result of NA43 Tribal Area",2002
"Sheikh Jehan Zada","Independent","2413",43,"&#13;
      Complete Result of NA43 Tribal Area",2002
"Hayat Muhammad Ghalji","Independent","403",43,"&#13;
      Complete Result of NA43 Tribal Area",2002
"Muhammad Akbar Khan","Independent","228",43,"&#13;
      Complete Result of NA43 Tribal Area",2002
"Haroon Rashid","Independent","13389",44,"&#13;
      Complete Result of NA44 Tribal Area",2002
"Shahabud-Din Khan","Independent","8465",44,"&#13;
      Complete Result of NA44 Tribal Area",2002
"Muhammad Daud Khan","Independent","2511",44,"&#13;
      Complete Result of NA44 Tribal Area",2002
"Mian Said Ahmad Jan","Independent","1277",44,"&#13;
      Complete Result of NA44 Tribal Area",2002
"Gul Dad Khan","Independent","1015",44,"&#13;
      Complete Result of NA44 Tribal Area",2002
"Said Wahid","Independent","905",44,"&#13;
      Complete Result of NA44 Tribal Area",2002
"Muhammad Ihsan Ullah","Independent","418",44,"&#13;
      Complete Result of NA44 Tribal Area",2002
"Hafeezur Rehman","Independent","66",44,"&#13;
      Complete Result of NA44 Tribal Area",2002
" Noor Ul Haq Qadri","Independent","9121",45,"&#13;
      Complete Result of NA45 Tribal Area",2002
"Ajab Khan Afridi","Independent","4131",45,"&#13;
      Complete Result of NA45 Tribal Area",2002
"Qazi Muhammad Ashraf","Independent","2662",45,"&#13;
      Complete Result of NA45 Tribal Area",2002
"Amjad Ali","Independent","890",45,"&#13;
      Complete Result of NA45 Tribal Area",2002
"Muhammad Zakria Shinwari","  Independent","636",45,"&#13;
      Complete Result of NA45 Tribal Area",2002
"Haji Khan","Independent","630",45,"&#13;
      Complete Result of NA45 Tribal Area",2002
"Ikram Ullah Jan","Independent","625",45,"&#13;
      Complete Result of NA45 Tribal Area",2002
"Sardar Khan Afridi","Independent","466",45,"&#13;
      Complete Result of NA45 Tribal Area",2002
"Ishrat Ullah","Independent","234",45,"&#13;
      Complete Result of NA45 Tribal Area",2002
"Nawab Shah Afridi","Independent","217",45,"&#13;
      Complete Result of NA45 Tribal Area",2002
"Akhtar Murad","Independent","54",45,"&#13;
      Complete Result of NA45 Tribal Area",2002
"Hidayat Ullah Afridi","Independent","20",45,"&#13;
      Complete Result of NA45 Tribal Area",2002
"Muhammad Hassan Shinwari","Independent","12",45,"&#13;
      Complete Result of NA45 Tribal Area",2002
"Maulana Khalilur Rehmanh Afridi","Independent","5611",46,"&#13;
      Complete Result of NA46 Tribal Area",2002
"Muhammad Saeed","Independent","3566",46,"&#13;
      Complete Result of NA46 Tribal Area",2002
"Muhammad Ayub","Independent","2838",46,"&#13;
      Complete Result of NA46 Tribal Area",2002
"Al-Haj Mian Gul Afridi","Independent","1405",46,"&#13;
      Complete Result of NA46 Tribal Area",2002
"Doctor Bakht Wazir Afridi","Independent","750",46,"&#13;
      Complete Result of NA46 Tribal Area",2002
"Farhad Shabab","Independent","584",46,"&#13;
      Complete Result of NA46 Tribal Area",2002
"Javed Khan","Independent","559",46,"&#13;
      Complete Result of NA46 Tribal Area",2002
"Doctor Abdul Qadir","Independent","511",46,"&#13;
      Complete Result of NA46 Tribal Area",2002
"Malik Zada Said Akbar","Independent","418",46,"&#13;
      Complete Result of NA46 Tribal Area",2002
"Doctor Niaz Badshah","Independent","202",46,"&#13;
      Complete Result of NA46 Tribal Area",2002
"Muhammad Aris","Independent","57",46,"&#13;
      Complete Result of NA46 Tribal Area",2002
"Haji Faizullah","Independent","48",46,"&#13;
      Complete Result of NA46 Tribal Area",2002
"Naseem Afridi","Independent","10341",47,"&#13;
      Complete Result of NA47 Tribal Area",2002
"Ashfaq Khan Bhatanni","Independent","10277",47,"&#13;
      Complete Result of NA47 Tribal Area",2002
"Haji Zafar Khan","Independent","5448",47,"&#13;
      Complete Result of NA47 Tribal Area",2002
"Malik Noor Zaman","Independent","4262",47,"&#13;
      Complete Result of NA47 Tribal Area",2002
"Muhabat Khan Sherani","Independent","1961",47,"&#13;
      Complete Result of NA47 Tribal Area",2002
"Doctor Muhammad Nawaz Wazir","Independent","906",47,"&#13;
      Complete Result of NA47 Tribal Area",2002
"Sameenullah","Independent","676",47,"&#13;
      Complete Result of NA47 Tribal Area",2002
"Noor Aslam Afridi","Independent","400",47,"&#13;
      Complete Result of NA47 Tribal Area",2002
"Dilawar Khan","Independent","117",47,"&#13;
      Complete Result of NA47 Tribal Area",2002
"Shehzada Mehmood Afridih Advocate","Independent","88",47,"&#13;
      Complete Result of NA47 Tribal Area",2002
"Zahid Khan","Independent","40",47,"&#13;
      Complete Result of NA47 Tribal Area",2002
"Doctor Haji Zarbat Khan","Independent","33",47,"&#13;
      Complete Result of NA47 Tribal Area",2002
"Moeen Khan","Independent","27",47,"&#13;
      Complete Result of NA47 Tribal Area",2002
"Abdul Razaq","Independent","22",47,"&#13;
      Complete Result of NA47 Tribal Area",2002
"Said Anwar Afridi","Independent","16",47,"&#13;
      Complete Result of NA47 Tribal Area",2002
"Malik Mir Alam Khan","Independent","8",47,"&#13;
      Complete Result of NA47 Tribal Area",2002
"Malik Muhammad Janan Khan","Independent","05",47,"&#13;
      Complete Result of NA47 Tribal Area",2002
"Mian Muhammad Aslam","MMA","40365",48,"&#13;
      Complete Result of NA48 Islamabad",2002
"Doctor Babar Awan","PPP","28775",48,"&#13;
      Complete Result of NA48 Islamabad",2002
"Sahibzada Ahmed Raza Khanh Qasuri","PTI","5310",48,"&#13;
      Complete Result of NA48 Islamabad",2002
"Munawar Mughal","PML-Q","3915",48,"&#13;
      Complete Result of NA48 Islamabad",2002
"Syed Zafar Ali Shah","PML-N","3893",48,"&#13;
      Complete Result of NA48 Islamabad",2002
"Alamgir Khan","Independent","2479",48,"&#13;
      Complete Result of NA48 Islamabad",2002
"Col ® Sanaullah Raja","PAT","1131",48,"&#13;
      Complete Result of NA48 Islamabad",2002
"Shakeel Hasan Qaiser","PML-Z","529",48,"&#13;
      Complete Result of NA48 Islamabad",2002
"Muhammad Shafique Chaudhary","PML-J","490",48,"&#13;
      Complete Result of NA48 Islamabad",2002
"Muhammad Nasir Ansari","Independent","202",48,"&#13;
      Complete Result of NA48 Islamabad",2002
"Haji Muhammad Hanif Tayyab","NMP","178",48,"&#13;
      Complete Result of NA48 Islamabad",2002
"Syed Tayyab Al-Hussaini","PWP","122",48,"&#13;
      Complete Result of NA48 Islamabad",2002
"Ghulam Mehboob","PSDP","105",48,"&#13;
      Complete Result of NA48 Islamabad",2002
"Muhammad Farooq Butt","Independent","24",48,"&#13;
      Complete Result of NA48 Islamabad",2002
"Major ® Fuzail Hussain Khan","Independent","24",48,"&#13;
      Complete Result of NA48 Islamabad",2002
"Rafique-ur-Rehman Sanjrani","QTP","22",48,"&#13;
      Complete Result of NA48 Islamabad",2002
"Rao Javed Ali Khan","PDP","21",48,"&#13;
      Complete Result of NA48 Islamabad",2002
"Syed Shaukat Amir","Independent","16",48,"&#13;
      Complete Result of NA48 Islamabad",2002
"Syed Nayyar Hussainh Bokhari","PPP","47884",49,"&#13;
      Complete Result of NA49 Islamabad",2002
"Mustafa Nawaz Khokhar","Independent","30016",49,"&#13;
      Complete Result of NA49 Islamabad",2002
"Doctor Tariq Fazal Choudhry","PML-N","16832",49,"&#13;
      Complete Result of NA49 Islamabad",2002
"Rab Nawaz Choudhry","PTI","7540",49,"&#13;
      Complete Result of NA49 Islamabad",2002
"Raja Muhammad Yamin Abbasi","PAT","2009",49,"&#13;
      Complete Result of NA49 Islamabad",2002
"Muhammad Rahim Awan","PML-J","1218",49,"&#13;
      Complete Result of NA49 Islamabad",2002
"Sardar Ghulam Mustafa","Independent","1184",49,"&#13;
      Complete Result of NA49 Islamabad",2002
"Malik Masood Ahmed","Independent","361",49,"&#13;
      Complete Result of NA49 Islamabad",2002
"Shakil Ahmed Anjum","PFP","101",49,"&#13;
      Complete Result of NA49 Islamabad",2002
"Sardar Muhammad Sabir","HQM","96",49,"&#13;
      Complete Result of NA49 Islamabad",2002
"Raja Muhammad Aftab Satti","PAP","58",49,"&#13;
      Complete Result of NA49 Islamabad",2002
"Ghulam Murtaza Satti","PPP","74259",50,"&#13;
      Complete Result of NA50 Rawalpindi",2002
"Shahid Khaqan Abbasi","PML-N","63797",50,"&#13;
      Complete Result of NA50 Rawalpindi",2002
"Muhammad Sufyan Abbasi","MMA","29331",50,"&#13;
      Complete Result of NA50 Rawalpindi",2002
"Muhammad Siddique Qureshi","PTI","860",50,"&#13;
      Complete Result of NA50 Rawalpindi",2002
"Colonel ® Muhammad Masud Baig","Independent","460",50,"&#13;
      Complete Result of NA50 Rawalpindi",2002
"Raja Pervaiz Ashraf","PPP","81761",51,"&#13;
      Complete Result of NA51 Rawalpindi",2002
"Raja Shoukat Aziz","PML-Q","46383",51,"&#13;
      Complete Result of NA51 Rawalpindi",2002
"Chudhry Muhammad Khurshidh Zaman","PML-N","26895",51,"&#13;
      Complete Result of NA51 Rawalpindi",2002
"Doctor Muhammadh Tahir-ul-Qadri","PAT","15213",51,"&#13;
      Complete Result of NA51 Rawalpindi",2002
"Chaudhary Tariq Mehmood Naqshbandi Gujar","MMA","5082",51,"&#13;
      Complete Result of NA51 Rawalpindi",2002
"Chaudhary Nissar Ali Khan","PML-N","73671",52,"&#13;
      Complete Result of NA 52 Rawalpindi",2002
"Muhammad Nasir Raja","PML-Q","56645",52,"&#13;
      Complete Result of NA 52 Rawalpindi",2002
"Muhammad Saghir Khokhar","PPP","11684",52,"&#13;
      Complete Result of NA 52 Rawalpindi",2002
"Colonel ® Sakhawat Hussain","Independent","2310",52,"&#13;
      Complete Result of NA 52 Rawalpindi",2002
"Ghulam Sarwar Khan","Independent","66900",53,"Rawalpindi",2002
"Chaudhry Nisar Ali Khan","PML-N","57110",53,"Rawalpindi",2002
"Faisal Iqbal","Independent","9984",53,"Rawalpindi",2002
"Sardar Shoiab Mumtaz Khan","PPP","6673",53,"Rawalpindi",2002
"Syed Guftar Hussain Shah","PAT","3596",53,"Rawalpindi",2002
"Engineer Jamil Ahmed Malik","Independent","551",53,"Rawalpindi",2002
"Agha Syed Qamar Abbas Kazmi","PWP","319",53,"Rawalpindi",2002
"Tanvir Iqbal Khan Advocate","Independent","202",53,"Rawalpindi",2002
"Zamurd Khan Advocate","PPP","31491",54,"&#13;
      Complete Result of NA54 Rawalpindi",2002
"Raja Muhammad Zafar-ul-Haq","PML-N","28805",54,"&#13;
      Complete Result of NA54 Rawalpindi",2002
"Shaukat Aziz Siddiqui","MMA","12676",54,"&#13;
      Complete Result of NA54 Rawalpindi",2002
"Muhammad Ijaz-ul-Haq","PML-Z","4164",54,"&#13;
      Complete Result of NA54 Rawalpindi",2002
"Ghulam Qadir","PTI","2479",54,"&#13;
      Complete Result of NA54 Rawalpindi",2002
"Allama Ayaz Zahir Hashmi","PML-Q","1640",54,"&#13;
      Complete Result of NA54 Rawalpindi",2002
"Syed Zahid Abbas Kazmi","PWP","560",54,"&#13;
      Complete Result of NA54 Rawalpindi",2002
"Syed Ghazanffar Ali Shah",NA,"264",54,"&#13;
      Complete Result of NA54 Rawalpindi",2002
"Brig ® Nusrat Jahan Saleem","TPP","173",54,"&#13;
      Complete Result of NA54 Rawalpindi",2002
"Major ® Mehr Muhammad Ramzan3","Independent","40",54,"&#13;
      Complete Result of NA54 Rawalpindi",2002
"Sheikh Rasheed Ahmad","Independent","40649",55,"&#13;
      Complete Result of NA55 Rawalpindi",2002
"Agha Riaz-ul-Islam","PPP","28885",55,"&#13;
      Complete Result of NA55 Rawalpindi",2002
"Sardar Muhammad Tariq","PML-N","14405",55,"&#13;
      Complete Result of NA55 Rawalpindi",2002
"Tariq Munir Butt","MMA","12297",55,"&#13;
      Complete Result of NA55 Rawalpindi",2002
"Abdul Hafeez Khokhar","SPP","276",55,"&#13;
      Complete Result of NA55 Rawalpindi",2002
"Naveed Sharif Butt","ST","147",55,"&#13;
      Complete Result of NA55 Rawalpindi",2002
"Sheikh Rasheed Ahmad","Independent","30951",56,"Rawalpindi",2002
"Sardar Shoukat Hayat","PPP","19888",56,"Rawalpindi",2002
"Doctor Muhammad Afzal Azaz","MMA","12540",56,"Rawalpindi",2002
"Syed Zafar Ali Shah","PML-N","11441",56,"Rawalpindi",2002
"Nilofar Bukhtiar","PML-Q","3637",56,"Rawalpindi",2002
"Aamer Mahmood Kiani","PTI","3182",56,"Rawalpindi",2002
"Sajjad Haider Qadri","ST","450",56,"Rawalpindi",2002
"Malik Amin Aslam Khan","PML-Q","39921",57,"&#13;
      Complete Result of NA57 Attock",2002
"Muhammad Salman Sarwar","PML-N","23988",57,"&#13;
      Complete Result of NA57 Attock",2002
"Hafiz Saeed Ahmad","MMA","23933",57,"&#13;
      Complete Result of NA57 Attock",2002
"Sheikh Ehsan-ud-din","PPP","9570",57,"&#13;
      Complete Result of NA57 Attock",2002
"Aftab Khan Wardag","TI","2270",57,"&#13;
      Complete Result of NA57 Attock",2002
"Mahboob Ahmad Qadri","PAT","2043",57,"&#13;
      Complete Result of NA57 Attock",2002
"Malik Mohammad Asgharh Advocate","Independent","685",57,"&#13;
      Complete Result of NA57 Attock",2002
"Malik Allah Yar Khan","PML-Q","88784",58,"&#13;
      Complete Result of NA58 Attock",2002
"Malik Sohail Khan","PML-N","41373",58,"&#13;
      Complete Result of NA58 Attock",2002
"Syed Iftikhar Ali Khan","PPP","10302",58,"&#13;
      Complete Result of NA58 Attock",2002
"Syed Abdul Salam Hassan Raza Naqvi","MMA","8126",58,"&#13;
      Complete Result of NA58 Attock",2002
"Sardar Muhammad Khalid","PAT","1647",58,"&#13;
      Complete Result of NA58 Attock",2002
"Muhammad Amin Gulial","PTI","1545",58,"&#13;
      Complete Result of NA58 Attock",2002
"Eman Wasim","PML-Q","65672",59,"&#13;
      Complete Result of NA59 Attock",2002
"Doctor Sikandar Hayat Khan","PPP","41674",59,"&#13;
      Complete Result of NA59 Attock",2002
"Lt Col ® Muhammad Pervez Khan","PML-N","12884",59,"&#13;
      Complete Result of NA59 Attock",2002
"Muhammad Halim Advocate","MMA","6908",59,"&#13;
      Complete Result of NA59 Attock",2002
"Doctor Muhammad Yaqoob Khan","PAT","3079",59,"&#13;
      Complete Result of NA59 Attock",2002
"Major ® Tahir Iqbal","PML-Q","72331",60,"Chakwal",2002
"Ayaz Amir","PML-N","70080",60,"Chakwal",2002
"Khurram Nawab","PPP","41006",60,"Chakwal",2002
"Sahibzada Nasir Jamil Hashmi","MMA","14084",60,"Chakwal",2002
"Mr.Muhammad Nawaz Malik","PTI","2358",60,"Chakwal",2002
"Raja Naseeb Khan","QIP","496",60,"Chakwal",2002
"Muhammad Faiz Malik","Independent","101664",61,"&#13;
      Complete Result of NA61 Chakwal",2002
"Sardar Mansoor Hayat Taman","PML-Q","76171",61,"&#13;
      Complete Result of NA61 Chakwal",2002
"Muhammad Amir","MMA","9754",61,"&#13;
      Complete Result of NA61 Chakwal",2002
"Syed Muhammad Ejaz Shabbir Bukhari","PPP","6671",61,"&#13;
      Complete Result of NA61 Chakwal",2002
"Chaudhary Shahbaz Hussain","PML-Q","75217",62,"&#13;
      Complete Result of NA62 Jhelum",2002
"Raja Muhammad Safdar","PML-N","51618",62,"&#13;
      Complete Result of NA62 Jhelum",2002
"Chaudhary Sohail Zafar","PPP","15133",62,"&#13;
      Complete Result of NA62 Jhelum",2002
"Raja Muhammad Zia Ashraf","MMA","4391",62,"&#13;
      Complete Result of NA62 Jhelum",2002
"Lth Col ® Rab Nawaz","PAT","867",62,"&#13;
      Complete Result of NA62 Jhelum",2002
"Muhammad Riaz Malik","PTI","827",62,"&#13;
      Complete Result of NA62 Jhelum",2002
"Raja Muhammad Asad Khan","PML-N","46722",63,"&#13;
      Complete Result of NA64 Sarghoda",2002
"Nawabzada Syed Shamas Haider","PML-Q","39933",63,"&#13;
      Complete Result of NA64 Sarghoda",2002
"Saeed-ul- Hassan Zaidi","PPP","26353",63,"&#13;
      Complete Result of NA64 Sarghoda",2002
"Doctor Ghulam Hussain","PPP-Sb","11569",63,"&#13;
      Complete Result of NA64 Sarghoda",2002
"Col (R) Anwar Khan Afridi","PAT","6587",63,"&#13;
      Complete Result of NA64 Sarghoda",2002
"Raja Muhammad Nawaz Kiani","MMA","4286",63,"&#13;
      Complete Result of NA64 Sarghoda",2002
"Malik Abdul Qayyum",NA,"3189",63,"&#13;
      Complete Result of NA64 Sarghoda",2002
"Muhammad Asad Rajput","Independent","2031",63,"&#13;
      Complete Result of NA64 Sarghoda",2002
"Manzoor Hussain Malik","Independent","1356",63,"&#13;
      Complete Result of NA64 Sarghoda",2002
"Mehboob Hussain","PTI","521",63,"&#13;
      Complete Result of NA64 Sarghoda",2002
"Mirza Mohammad Nawazish Ali Baig","Independent","271",63,"&#13;
      Complete Result of NA64 Sarghoda",2002
"Inam-ul-Haq Paracha","PPP","69815",64,"Sarghoda",2002
"Major ® Pirzada Muhammadh Ibrahim Shah","PML-N","43396",64,"Sarghoda",2002
"Chaudhary Muhammad Ali","PML-Q","42781",64,"Sarghoda",2002
"Malik Hamid Zaman Bhirth","MMA","2388",64,"Sarghoda",2002
"Pir Zada Muhammad Mohsan Shah","Independent","1615",64,"Sarghoda",2002
"Hasan Inam Paracha","Independent","1077",64,"Sarghoda",2002
"Chaudhary Ghias Ahmed Mela","PML-Q","62306",65,"Sarghoda",2002
"Mahar Khliq Yar Khan Lak","PPP","59304",65,"Sarghoda",2002
"Ahtasham Ahmed Cheema","PML-N","8299",65,"Sarghoda",2002
"Mehr Muhammad Yar Khan Lak","Independent","1257",65,"Sarghoda",2002
"Tasneem Ahmad Qureshi","PPP","40448",66,"&#13;
      Complete Result of NA66 Sarghoda",2002
"Doctor Muhammad Arshad Shahid","MMA","38952",66,"&#13;
      Complete Result of NA66 Sarghoda",2002
"Chaudhary Muhammad Hamidh Hameed","PML-N","29496",66,"&#13;
      Complete Result of NA66 Sarghoda",2002
"Mian Muhammad Shahid Nazir Advocate","PML-Q","10128",66,"&#13;
      Complete Result of NA66 Sarghoda",2002
"Chaudhary Sultan Ahmad","PAT","2241",66,"&#13;
      Complete Result of NA66 Sarghoda",2002
"Rao Abdul Ghaffar Khan Advocate","Independent","927",66,"&#13;
      Complete Result of NA66 Sarghoda",2002
"Mehr Ahmed Shujjah Khan Luk",NA,"349",66,"&#13;
      Complete Result of NA66 Sarghoda",2002
"Farzana Hameed","Independent","346",66,"&#13;
      Complete Result of NA66 Sarghoda",2002
"Bhogro","Independent","263",66,"&#13;
      Complete Result of NA66 Sarghoda",2002
"Nisar Ahmed Hundal","Independent","73",66,"&#13;
      Complete Result of NA66 Sarghoda",2002
"Chaudhary Anwar Ali Cheema","PML","84919",67,"&#13;
      Complete Result of NA67 Sarghoda",2002
"Shamas Naveed Cheema","MMA","38136",67,"&#13;
      Complete Result of NA67 Sarghoda",2002
"Chaudhary Hafeez Ullah Cheema","PPP","22323",67,"&#13;
      Complete Result of NA67 Sarghoda",2002
"Mazhar Ahmed Qureshi","PML-Q","84038",68,"Sarghoda",2002
"Mazhar Ahmed Qureshi","PML-N","56958",68,"Sarghoda",2002
"Chaudhry Muhammad Ashrafh Chadhar Advocate","PAT","4953",68,"Sarghoda",2002
"Malik Farhat Abbas Chavaka","PPP","4632",68,"Sarghoda",2002
"Chaudhry Anwar Ali Cheema","Independent","3294",68,"Sarghoda",2002
"Asif Ali Sheikh","Independent","211",68,"Sarghoda",2002
"Sumaira Malik",NA,"71925",69,"Khushab",2002
"Malik Umer Aslam","PML-Q","58247",69,"Khushab",2002
"Hafiz Muhammad Bakhsh","MMA","17558",69,"Khushab",2002
"Malik Muhammad Saifullahh Tiwana","Independent","60754",70,"&#13;
      Complete Result of NA70 Khushab",2002
"Malik Muhammad Shabbir Awan","PMl-Q","52983",70,"&#13;
      Complete Result of NA70 Khushab",2002
"Doctor Ghaus Khan Niazi","PML-N","23074",70,"&#13;
      Complete Result of NA70 Khushab",2002
"Sher Muhammad","PPP","4658",70,"&#13;
      Complete Result of NA70 Khushab",2002
"Riaz Ahmed Khalil","PMKP","340",70,"&#13;
      Complete Result of NA70 Khushab",2002
"Imran Khan","PTI","66737",71,"Mianwali",2002
"Obaid Ullah Khan Shadi Khel","PML-Q","60533",71,"Mianwali",2002
"Malik Ahmad Khan","MMA","4817",71,"Mianwali",2002
"Tariq Abbas Khan",NA,"2057",71,"Mianwali",2002
"Abdul Qayyum Khan","Independent","1835",71,"Mianwali",2002
"G.M. Shah","PPP","1685",71,"Mianwali",2002
"Col (R) Muhammad Hassan Khan","PAT","386",71,"Mianwali",2002
"Doctor Sher Afgan Khan","PPP","50210",72,"&#13;
     ",2002
"Malik Muhammad Feroz Joya","PML-Q","46246",72,"&#13;
     ",2002
"Inam Ullah Khan Niazi","PML-N","30018",72,"&#13;
     ",2002
"Amir Abdullah Khan","MMA","13558",72,"&#13;
     ",2002
"Tariq Abbas Khan",NA,"3356",72,"&#13;
     ",2002
"Sher Ahmed Khan Niazi","Independent","401",72,"&#13;
     ",2002
"Muhammad Sanaullah Khan","PML-Q","95131",73,"&#13;
      Complete Result of NA73 Bhakkar",2002
"Abdul Majeed Khan Khanan Khel","PML-N","60548",73,"&#13;
      Complete Result of NA73 Bhakkar",2002
"Maulana Ghulam Farid","MMA","8197",73,"&#13;
      Complete Result of NA73 Bhakkar",2002
"Muhammad Tariq Khan Niazi","PPP","1319",73,"&#13;
      Complete Result of NA73 Bhakkar",2002
"Malik Muhammad Ramzan Awan Advocate","Independent","241",73,"&#13;
      Complete Result of NA73 Bhakkar",2002
"Chaudhary Shujat Hussain","PML-Q","103508",74,"&#13;
      Complete Result of NA74 Bhakkar",2002
"Doctor Muhammad Afzal Khanh Dhandla","PML-N","71607",74,"&#13;
      Complete Result of NA74 Bhakkar",2002
"Malik Ghulam Sarwar","PPP","1225",74,"&#13;
      Complete Result of NA74 Bhakkar",2002
"Lieutenant Colonel (R)h Ghulam Rasul Sahi","PML-Q","55464",75,"&#13;
      Complete Result of NA75 Faisalabad",2002
"Wajid Mustafa Bajwa","PPP","35417",75,"&#13;
      Complete Result of NA75 Faisalabad",2002
"Misbah ud Din Zaigham","PML-N","31283",75,"&#13;
      Complete Result of NA75 Faisalabad",2002
"Muhammad Asghar","MNAKA","3806",75,"&#13;
      Complete Result of NA75 Faisalabad",2002
"Muhammad Athar Iqbal Bhutta","MMA","3114",75,"&#13;
      Complete Result of NA75 Faisalabad",2002
"Rana Mohammad Zubair Ahsan Khan",NA,"2036",75,"&#13;
      Complete Result of NA75 Faisalabad",2002
"Professor Doctor Saleem Iqbal Bhutta","Independent","602",75,"&#13;
      Complete Result of NA75 Faisalabad",2002
"Muhammad Wasi Zafar","PML-Q","56089",76,"&#13;
      Complete Result of NA76 Faisalabad",2002
"Rai Salah-ud-Din Khan","PMLN","41119",76,"&#13;
      Complete Result of NA76 Faisalabad",2002
"Rai Ejaz Hussain","PPP","19521",76,"&#13;
      Complete Result of NA76 Faisalabad",2002
"Abu Bakr Hamza","MMA","9567",76,"&#13;
      Complete Result of NA76 Faisalabad",2002
"Rai Fiaz Hussain","Independent","1307",76,"&#13;
      Complete Result of NA76 Faisalabad",2002
"Chaudhary Muhammad Asim Nazir","PML-Q","63296",77,"&#13;
      Complete Result of NA77 Faisalabad",2002
"Muhammad Akram Chaudhary","PML-N","26542",77,"&#13;
      Complete Result of NA77 Faisalabad",2002
"Khizar Abbas","PPP","25125",77,"&#13;
      Complete Result of NA77 Faisalabad",2002
"Rai Muhammad Akram Khan Kharal","MMA","9176",77,"&#13;
      Complete Result of NA77 Faisalabad",2002
"Shabbir Ahmad","  Independent","1437",77,"&#13;
      Complete Result of NA77 Faisalabad",2002
"Riaz Hussain","PTI","733",77,"&#13;
      Complete Result of NA77 Faisalabad",2002
"Ali Akhtar","  Independent","243",77,"&#13;
      Complete Result of NA77 Faisalabad",2002
"Rajab Ali Khan Baluch","PML-Q","57071",78,"
     ",2002
"Peerzada Muhammad Ashraf Zia","PML-N","41026",78,"
     ",2002
"Muhammad Ishaque ShafqathBloch","PPP","30260",78,"
     ",2002
"Peer Karim Ullah Shah","MMA","6404",78,"
     ",2002
"Mian Muzafar Hussain",NA,"1117",78,"
     ",2002
"Muhammad Iqbal Javed","PGP","291",78,"
     ",2002
"Muhammad Safdar Shaker","PML-Q","61150",79,"&#13;
      Complete Result of NA79 Faisalabad",2002
"Rana Muhammad Farooq Saeedh Khan","PPP","56773",79,"&#13;
      Complete Result of NA79 Faisalabad",2002
"Chaudhry Safdar ur Rehman","PML-N","23448",79,"&#13;
      Complete Result of NA79 Faisalabad",2002
"Rana Muhammad Usman Saeed Khan","Independent","804",79,"&#13;
      Complete Result of NA79 Faisalabad",2002
"Muhammad Abdullah Ghazi","PML-J","160",79,"&#13;
      Complete Result of NA79 Faisalabad",2002
"Asif Tauseef","PML-N","43547",80,"Faisalabad",2002
"Sardar Dildar Ahmad Cheema","PML-Q","41947",80,"Faisalabad",2002
"Raza Nasrullah Ghuman","PPP","40264",80,"Faisalabad",2002
"Muhammad Saeed","MMA","786",80,"Faisalabad",2002
"Rifat Dildar","Independent","214",80,"Faisalabad",2002
"Doctor Nisar Ahmad Jutt","PPP","58855",81,"&#13;
      Complete Result of",2002
"Chaudhry Talib Hussain","PML-Q","51125",81,"&#13;
      Complete Result of",2002
"Muhammad Shehbaz Kasana","PML(N)","23305",81,"&#13;
      Complete Result of",2002
"Chaudhry Muhammad Bashir Randhawa",NA,"4460",81,"&#13;
      Complete Result of",2002
"Sahibzada Haji Muhammadh Fazal-e-Kareem","PML-N","37049",82,"Faisalabad",2002
"Nisar Akbar Khan","PPP","36288",82,"Faisalabad",2002
"Syed Nasir Ali Shah","PML-Q","18214",82,"Faisalabad",2002
"Sardar Zafar Hussain Khan Advocate","MMA","11460",82,"Faisalabad",2002
"Mian Ibrar Ahmad Sher Zian Advocate","PAT","910",82,"Faisalabad",2002
"Musharraf Ali Khan Advocate","Independent","633",82,"Faisalabad",2002
"Rana Bilal Ahmad","Independent","152",82,"Faisalabad",2002
"Professor Doctor Muhammad Jameel Bhutta","PMl-J","95",82,"Faisalabad",2002
"Mushtaq Ali Cheema","PML-Q","38278",83,"Faisalabad",2002
"Chaudhry Muhammad Ijaz Virk","PPP","37431",83,"Faisalabad",2002
"Mian Irfan Ahmad","PML-N","24111",83,"Faisalabad",2002
"Mian Zahid Anwar",NA,"2347",83,"Faisalabad",2002
"Chaudhry Khalid Saeed Gill","PTI","1784",83,"Faisalabad",2002
"Shahid Anwar","Independent","161",83,"Faisalabad",2002
"Chaudhry Muhammad Abid Virk","Independent","107",83,"Faisalabad",2002
"Mian Arshad Ali Rashid","Independent","93",83,"Faisalabad",2002
"Mian Inam-ul-Rahim","MQM","52",83,"Faisalabad",2002
"Qamar-uz-Zaman Chaudhry","Independent","39",83,"Faisalabad",2002
"Abid Ali","PML-N","33455",84,"&#13;
      Complete Result of NA84 Faisalabad",2002
"Fazal Hussain Rahi",NA,"24092",84,"&#13;
      Complete Result of NA84 Faisalabad",2002
"Badar ud Din Chaudhary","PPP","22484",84,"&#13;
      Complete Result of NA84 Faisalabad",2002
