"Name","Party","Votes","Seat","City","Year"
"Asmatullah Khan Mastikhel","JUP-N","2282",18,"DI Khan",1990
"Haji Nisar Ahmad","Independent","926",18,"DI Khan",1990
"Liaqat Ali Khan Kundi","Independent","820",18,"DI Khan",1990
"Maulvi Ali Akbar","JUI-F","28471",19,"Bannu",1990
"Riaz Khan","PDA","12519",19,"Bannu",1990
"Moulvi Abdul Rauf","IJI","11317",19,"Bannu",1990
"Muhammad Sahfiq","QIP","2598",19,"Bannu",1990
"Sher Muhamamd Khan","Independent","1445",19,"Bannu",1990
"Muhamamd Parvez","PAT","689",19,"Bannu",1990
"Abdus Samad Khan","Independent","647",19,"Bannu",1990
"Naeem Khan","Independent","79",19,"Bannu",1990
"Nasir Muhammad Khan","IJI","38877",20,"Bannu",1990
"Ahmad Jan","JUI-F","34322",20,"Bannu",1990
"Muhammad Farid Khan","Independent","1838",20,"Bannu",1990
"Abdus Samad","Independent","806",20,"Bannu",1990
"Khalid Latif","Independent","94",20,"Bannu",1990
"Khaliq Dad Khan","IJI","24891",21,"Swat",1990
"Ubaidur Rehman","JUI-F","17480",21,"Swat",1990
"Shahzada Amani Room","PDA","15341",21,"Swat",1990
"Mian Gul Aurungzb","Independent","12894",21,"Swat",1990
"Taj Muhammad Khan","Independent","1487",21,"Swat",1990
"Mehboob Ur Rehman","Independent","1068",21,"Swat",1990
"Abdul Matin Khan","Independent","19084",22,"Swat",1990
"Haji Fazal-e-Khaliq","IJI","18901",22,"Swat",1990
"Moulana Abdul Rehman","JUI-F","11755",22,"Swat",1990
"Sattaruddin","PDA","11315",22,"Swat",1990
"Sher Bahadar","Independent","6270",22,"Swat",1990
"Muhammad Afzal Khan","PDA","32515",23,"Swat 3",1990
"Shaujat Ali Khan","IJI","28080",23,"Swat 3",1990
"Molvi Abdur Rehman","JUI-F","14664",23,"Swat 3",1990
"Muhammad Ayub Khan","ANP","7759",23,"Swat 3",1990
"Muhammad Mukhtar","PKMAP","1387",23,"Swat 3",1990
"Sultan Yousaf","Independent","1314",23,"Swat 3",1990
"Mehboob Ur Rehman","Independent","1282",23,"Swat 3",1990
"Sayed Allaudin","Independent","534",23,"Swat 3",1990
"Shahzada Muhayud Din","IJI","35269",24,"Chitral",1990
"Piar Ali Alana","PDA","20628",24,"Chitral",1990
"Ubaidullah","JUI-F","6282",24,"Chitral",1990
"Sardar Aman Khan","Independent","1608",24,"Chitral",1990
"Muhammad Jehangir Khan 
Jiggar (Retired)","Independent","184",24,"Chitral",1990
"Najmud Din","PDA","28533",25,"Dir",1990
"Sahibzada Fathullah","IJI","27147",25,"Dir",1990
"Qazi Abdus Salam","JUI-F","5851",25,"Dir",1990
"Muhammad Ayub Khan","Independent","5735",25,"Dir",1990
"Ahmad Hassan","PDA","31331",26,"Malakand",1990
"Maulana Gauhar Rehman Khan","IJI","29888",26,"Malakand",1990
"Abdur Rehman Khan","Independent","13436",26,"Malakand",1990
"Sahibzada Khalid","JUI-F","10280",26,"Malakand",1990
"Haji Muhammad Khan","Independent","5705",26,"Malakand",1990
"Haji Baroz","Independent","Uncontested",27,"Tribal Area 1",1990
"Syed Yousuf Hussain","Independent","607",28,"
      Complete Result of NA28 Tribal Area",1990
"Abdul Manan","Independent","550",28,"
      Complete Result of NA28 Tribal Area",1990
"Jamu Gul Parachamkani","Independent","37",28,"
      Complete Result of NA28 Tribal Area",1990
"Akhundzada Muhammad SaeedParachamkani","Independent","16",28,"
      Complete Result of NA28 Tribal Area",1990
"Khan Muhammad Khan Masozai","Independent","12",28,"
      Complete Result of NA28 Tribal Area",1990
"Muhammad Hayat KhanParachamkani","Independent","11",28,"
      Complete Result of NA28 Tribal Area",1990
"Khaista Jan Manatwal","Independent","5",28,"
      Complete Result of NA28 Tribal Area",1990
"Barang Khan Parachamkani","Independent","4",28,"
      Complete Result of NA28 Tribal Area",1990
"Baz Gul Mengal","Independent","2",28,"
      Complete Result of NA28 Tribal Area",1990
"Hussain Jan","Independent","1",28,"
      Complete Result of NA28 Tribal Area",1990
"Zawar Hussain","Independent","1",28,"
      Complete Result of NA28 Tribal Area",1990
"Spin Gul","Independent","956",29,"Tribal Area",1990
"Noor Sayed Mian","Independent","955",29,"Tribal Area",1990
"Haji Khalil Shah","Independent","946",29,"Tribal Area",1990
"Akhunzada Fazal Hamid","Independent","633",29,"Tribal Area",1990
"Alhaj Ghazi Said Jamal","Independent","619",29,"Tribal Area",1990
"Lt. Colonel (R) Amanullah 
Khan","Independent","189",29,"Tribal Area",1990
"Alim Hassan","Independent","102",29,"Tribal Area",1990
"Subaidar Major (R) Eid Akbar","Independent","58",29,"Tribal Area",1990
"Inayatullah","Independent","49",29,"Tribal Area",1990
"MuhammadAjmal","Independent","494",30,"Tribal Area",1990
"Qadar Khan","Independent","281",30,"Tribal Area",1990
"Mir Hawaz","Independent","209",30,"Tribal Area",1990
"Jan Mahmood","Independent","11",30,"Tribal Area",1990
"MuhammadSharif","Independent","6",30,"Tribal Area",1990
"Maamoor Khan","Independent","4",30,"Tribal Area",1990
"Fateh Khan","Independent","2",30,"Tribal Area",1990
"Pir Sahib Khan","Independent","1",30,"Tribal Area",1990
"Noor Baqi Jan","Independent","1",30,"Tribal Area",1990
"Sherin Akbar","Independent","1",30,"Tribal Area",1990
"Shair Khan","Independent","0",30,"Tribal Area",1990
"Saikh Abdullah","Independent","0",30,"Tribal Area",1990
"Haji Sakhi Jan","Independent","536",31,"Tribal Area",1990
"Ghiasuddin","Independent","396",31,"Tribal Area",1990
"Sultan Muhammad","Independent","16",31,"Tribal Area",1990
"Aziz ul Hassan","Independent","8",31,"Tribal Area",1990
"Shahzad Khan","Independent","5",31,"Tribal Area",1990
"Aziz Khan","Independent","4",31,"Tribal Area",1990
"Noor Ali","Independent","3",31,"Tribal Area",1990
"Abdul Qayyum","Independent","2",31,"Tribal Area",1990
"Haji Lal Khan","Independent","842",32,"Tribal Area",1990
"Mian Shah Jahan","Independent","639",32,"Tribal Area",1990
"Molvi Muhammad Sharif","Independent","413",32,"Tribal Area",1990
"Haji Shah Din","Independent","12",32,"Tribal Area",1990
"Haji Muhammad Ayub Afridi","Independent","2080",33,"Tribal Area",1990
"Malik Nadir Khan","Independent","794",33,"Tribal Area",1990
"Ali Akbar","Independent","48",33,"Tribal Area",1990
"Malik Muhammad Aslam Khan","Independent","Uncontested",34,"Tribal Area",1990
"Haji Muhammad NawazKhokhar","IJI","56795",35,"Islamabad 88",1990
"Raja Peraiz Khan","PDA","43467",35,"Islamabad 88",1990
"Raja Abdul Qayyum","PAT","3199",35,"Islamabad 88",1990
"Siddique Butt","Independent","1315",35,"Islamabad 88",1990
"Subaidar (R) Abdullah Shah(Retired)","Independent","799",35,"Islamabad 88",1990
"Rana G.M. K Pasha","PML-Q","560",35,"Islamabad 88",1990
"Syed Ali Nawaz Shah Gardezi","PDP","486",35,"Islamabad 88",1990
"Muhammad Bashir Mumtaz","JUI-F","415",35,"Islamabad 88",1990
"Chaudhary Muhammad Jamil","Independent","144",35,"Islamabad 88",1990
"Muhammad Safdar Awan","Independent","108",35,"Islamabad 88",1990
"Muhammad Shahzad Khan","Independent","104",35,"Islamabad 88",1990
"Jehangir Akhtar","Independent","68",35,"Islamabad 88",1990
"Syed Razi Jaffar Zaidi","Independent","36",35,"Islamabad 88",1990
"Shahid Khaqan Abbasi","IJI","80305",36,"Rawalpindi",1990
"Raja Muhammad Anwar","PDA","54011",36,"Rawalpindi",1990
"Caption (R) Raja Muhammad 
Riaz Khan","Independent","526",36,"Rawalpindi",1990
"Raja Muhammad Zaheer Khan","IJI","75784",37,"Rawalpindi",1990
"Raja Abdul Aziz Bhatti","PDA","54753",37,"Rawalpindi",1990
"Muhammad Umar","PAT","8978",37,"Rawalpindi",1990
"Raja Abdul Sabor","JUP-N","1192",37,"Rawalpindi",1990
"Muhammad Hussain Chohan","Independent","327",37,"Rawalpindi",1990
"Sheikh Rasheed Ahmad","IJI","78107",38,"Rawalpindi",1990
"Chaudhary Mushtaq Hussain","PDA","54701",38,"Rawalpindi",1990
"Sohail Asghar Malik","Independent","2332",38,"Rawalpindi",1990
"Sheikh Tariq Elahi","PAT","1711",38,"Rawalpindi",1990
"Shaikh Allah Ditta Sethi","PML-Q","1390",38,"Rawalpindi",1990
"Syed Riaz Hussain Shah","Independent","1052",38,"Rawalpindi",1990
"Sh. Siddique Ahmad","Independent","250",38,"Rawalpindi",1990
"Nasrullah Khan","Independent","203",38,"Rawalpindi",1990
"Haji Muhammad Saleem Shahid","ANP","189",38,"Rawalpindi",1990
"Muhammad Ejaz ul Haq","IJI","87829",39,"Rawalpindi",1990
"Raja Shahid Zafar","PDA","57130",39,"Rawalpindi",1990
"Syed Riaz Hussain Shah","Independent","1713",39,"Rawalpindi",1990
"Ch. Nisar Ali Khan","IJI","78530",40,"Rawalpindi",1990
"Ghulam Sarwar Khan","PDA","63021",40,"Rawalpindi",1990
"Shaikh Aftab Ahmad","IJI","71134",41,"Attock",1990
"Malik Muhammad Aslam Khan","47920","36058",41,"Attock",1990
"Iqtadar Ali Khan","Independent","880",41,"Attock",1990
"Maqbool Elahi Siddiqi","Independent","716",41,"Attock",1990
"Malik Allah Yar Khan","PPP","68458",42,"Attock",1990
"Amir Muhamamd Khan","PDA","55174",42,"Attock",1990
"Malik Lal Khan","Independent","32188",42,"Attock",1990
"Mehboob Subhani Qureishi","PAT","3121",42,"Attock",1990
"Thekedar Muhamamd Aslam","JUP-N","928",42,"Attock",1990
"Lt. General Abdul MajeedMalik","IJI","79873",43,"Chakwal of GE 90",1990
"Sardar Muhammad Ashraf Khan","PDA","60902",43,"Chakwal of GE 90",1990
"Muhammad Khan","PAT","6115",43,"Chakwal of GE 90",1990
"Muhammad Sultan","Independent","880",43,"Chakwal of GE 90",1990
"Haji Nauroz Khan","Independent","740",43,"Chakwal of GE 90",1990
"Malik Tajammal Khan","Independent","596",43,"Chakwal of GE 90",1990
"Sardar Mansoor Hayyat Khan 
Taman","IJI","79239",44,"Chakwal",1990
"Sardar Ghulam Abbas Khan","PDA","69593",44,"Chakwal",1990
"Javed Akhtar alias Javed 
Iqbal","JUI-F","1282",44,"Chakwal",1990
"Malik Fateh Khan","Independent","517",44,"Chakwal",1990
"Chaudhary Muhammad AltafHussain","PDA","58806",45,"Jhelum",1990
"Raja Muhammad Afzal Khan","IJI","58455",45,"Jhelum",1990
"Ishrat Hussain Mirza","PAT","6004",45,"Jhelum",1990
"Pir Syed Shabbir Ali Shah","Independent","555",45,"Jhelum",1990
"Nawabzada Iqbal Mehdi Khan","Independent","57177",46,"Jhelum",1990
"Doctor Ghulam Hussain","PDA","53430",46,"Jhelum",1990
"Dr. Muhammad Hussain","PAT","4354",46,"Jhelum",1990
"Ehsan ul Haq Piracha","PDA","55350",47,"Sargodha",1990
"Mian Naseer Ahmad","IJI","51092",47,"Sargodha",1990
"Khalil Ur Rehman Tahir","Independent","1039",47,"Sargodha",1990
"Inam ul Haq Paracha","Independent","776",47,"Sargodha",1990
"Malik Hamid Zaman Bhatti","PAT","689",47,"Sargodha",1990
"Syeda Nasira Naqvi","Independent","499",47,"Sargodha",1990
"Anwar-ul-Haq Piracha","Independent","411",47,"Sargodha",1990
"Mian Muhammad Nawaz Sharif","IJI","69141",48,"Sargodha",1990
"Liaqat Hayyat","PDA","45274",48,"Sargodha",1990
"Nisar Ahmad (Retired)","Independent","1075",48,"Sargodha",1990
"Mamur Ahmad Bhatti","Independent","480",48,"Sargodha",1990
"Ataullah Bajwa","Independent","276",48,"Sargodha",1990
"Haji Muhammad Javaid IqbalCheema","IJI","59576",49,"Sargodha",1990
"Syed Ehsan Qadir Shah","PDA","55131",49,"Sargodha",1990
"Syed Sabir Hussain ShahHamdani","PAT","5404",49,"Sargodha",1990
"Doctor Amjad Chugtai","Independent","2888",49,"Sargodha",1990
"Muhammad Iqbal (Retired)","Independent","701",49,"Sargodha",1990
"Chaudhary Hashir MehmoodHussain","Independent","212",49,"Sargodha",1990
"Anwar Kamal Pasha","Independent","202",49,"Sargodha",1990
"Malik Muhammad Aslam","Independent","183",49,"Sargodha",1990
"Chaudhary Anwar Ali Cheema","IJI","77073",50,"Sargodha",1990
"Riaz Amir alias Abdul Haq","PDA","51581",50,"Sargodha",1990
"Syed Nusrat Ali Shah","Independent","1000",50,"Sargodha",1990
"Haji Muhammad Ashraf","Independent","822",50,"Sargodha",1990
"Malik Muhammad Naeem Khan","IJI","84908",51,"Sargodha / Khushab",1990
"Malik Muhammad Bashir Awan","Independent","61804",51,"Sargodha / Khushab",1990
"Malik Khuda Bukhsh Tewana","IJI","61854",52,"Khushab",1990
"Sardar Shuja Muhammad Khan","PDA","51269",52,"Khushab",1990
"Allama Muhammad Salman Saifi","Independent","15089",52,"Khushab",1990
"Maulana Abdul Sattar Khan 
Niazi","IJI","55848",53,"Mianwali",1990
"Doctor Sher Afghan Khan Niazi","PDA","31659",53,"Mianwali",1990
"Muhammad Mozam ud Din Kazmi","Independent","8377",53,"Mianwali",1990
"Major (R) Khaliq Dad Khan","Independent","2615",53,"Mianwali",1990
"Gul Hameed 
Khan Rokhari (Retired)","Independent","1151",53,"Mianwali",1990
"Asghar Aziz Khan Rokhari","Independent","627",53,"Mianwali",1990
"Gul Hameed Khan Rokhari","IJI","69501",54,"Mianwali",1990
"Doctor Sher Afghan Niaqzi","PDA","34633",54,"Mianwali",1990
"Dost Muhammad Bachar","Independent","1329",54,"Mianwali",1990
"Asghar Aziz 
Khan Rokhari","Independent","855",54,"Mianwali",1990
"Muhammad Yousif Khan","Independent","373",54,"Mianwali",1990
"Sardar Rafiq Khan","Independent","332",54,"Mianwali",1990
"Malik Ghulam Muhammad Kundi","Independent","247",54,"Mianwali",1990
"Aziz Ahmad Khan","IJI","66846",55,"Bhakkar GE 90",1990
"Bashir Ahmad Khan","Independent","35289",55,"Bhakkar GE 90",1990
"Abdur Rehman Khan Advocate","PDA","1866",55,"Bhakkar GE 90",1990
"Muhammad Zafar UllahKhan Dhandla","IJI","52893",56,"Bhakkar GE 90",1990
"Rasheed Akbar Khan Nawani","Independent","38695",56,"Bhakkar GE 90",1990
"Malik Nazir Ahmad Utra","PDA","17468",56,"Bhakkar GE 90",1990
"Syed Masood Ahmad Hussain","PAT","1724",56,"Bhakkar GE 90",1990
"Sardar Dildar Ahmad 
Cheema","IJI","75202",57,"Faisalabad",1990
"Umar Draz Khan","PDA","58590",57,"Faisalabad",1990
"Rana Muhammad Aslam","Independent","3263",57,"Faisalabad",1990
"Doctor 
Muhammad Shafiq Chaudhary","Independent","569",57,"Faisalabad",1990
"Abu Bakar Hamza","Independent","538",57,"Faisalabad",1990
"Sardar Iqbal Ahmad Cheema","Independent","476",57,"Faisalabad",1990
"Chaudhary Muhammad Amin","Independent","158",57,"Faisalabad",1990
"Rai Muhammad Aslam Khan","PDA","42857",58,"Faisalabad",1990
"Arif Hussain","IJI","40273",58,"Faisalabad",1990
"Rai Salah-ud-Din","Independent","15567",58,"Faisalabad",1990
"Babu Khan Tabish","Independent","1707",58,"Faisalabad",1990
"Alhaj Mian Nasir Ahmad 
Khan","IJI","46624",59,"Faisalabad",1990
"Khan Shahadat Ali Khan 
Baloch","PDA","40722",59,"Faisalabad",1990
"Allah Yar","JUP-N","7625",59,"Faisalabad",1990
"Rai Sakhawat Ali Khan","Indepdenent","5250",59,"Faisalabad",1990
"Mirza Muhammad Ahmad","Indepdenent","2206",59,"Faisalabad",1990
"Umar Akbar Jatoi","Indepdenent","968",59,"Faisalabad",1990
"Mian Shabbir Hussain Khan","Indepdenent","300",59,"Faisalabad",1990
"Muhammad Abdullah Ghazi","IJI","56307",60,"Faisalabad",1990
"Abdul Saboor","PDA","30275",60,"Faisalabad",1990
"Mehdi Khan","Independent","24381",60,"Faisalabad",1990
"Chaudhary 
Nasir ud Din Haidar","Independent","2169",60,"Faisalabad",1990
"Sufi Abdul 
Latif Anwar Bajjar","JUP-N","386",60,"Faisalabad",1990
"Chaudhary Muhammad Nazeer 
Ahmad","IJI","72351",61,"Faisalabad ",1990
"Chaudhary Muhammad Ilyas 
Ahmad","PDA","61967",61,"Faisalabad ",1990
"Shahid Nazir","Independent","804",61,"Faisalabad ",1990
"Muhammad Khan Junejo","IJI","57208",62,"Faisalabad",1990
"Ghulam Mustafaq Bajwa","PDA","34925",62,"Faisalabad",1990
"","Independent","",62,"Faisalabad",1990
"Muhammad Akram Ansari","IJI","60983",63,"Faisalabad",1990
"Ahmad Saeed Awan","PDA","50008",63,"Faisalabad",1990
"Maqbool Hussain Aziz","PAT","2009",63,"Faisalabad",1990
"Sheikh 
Muhammad Latif Bholla (Retired)","Independent","1835",63,"Faisalabad",1990
"Qari Muhammad 
Ghulam Rasool","JUP-N","426",63,"Faisalabad",1990
"Abdul Latif","Independent","241",63,"Faisalabad",1990
"Mian Gulzar 
Ahmad Ansari","Independent","159",63,"Faisalabad",1990
"Mian Zahid Sarfraz","IJI","62536",64,"Faisalabad",1990
"Fazal Hussain Rahi","PDA","52165",64,"Faisalabad",1990
"Sahibzada Haji Muhammad Fazal 
Karim","JAS","1992",64,"Faisalabad",1990
"Sheikh 
Muhammad Rashid","PAT","1681",64,"Faisalabad",1990
"Qari Muhammad 
Saeed Chishti","JUP-N","1025",64,"Faisalabad",1990
"Kahwja Miraj 
Din","Independent","194",64,"Faisalabad",1990
"Pir Meer Aziz 
Ullah Haqqani","Independent","51",64,"Faisalabad",1990
"Chaudhary Sher Ali","IJI","67086",65,"Faisalabad",1990
"Mehar Abdur Rasheed","PDA","63396",65,"Faisalabad",1990
"Muhammad Naeemullah","PAT","3091",65,"Faisalabad",1990
"Muhammad Aslam","Independent","360",65,"Faisalabad",1990
"Muhammad Azam 
Butt","Independent","352",65,"Faisalabad",1990
"Alhaj Mian 
Zulfiqar Ali Shahid","JUI-F","189",65,"Faisalabad",1990
"Matloob Hussain","Independent","100",65,"Faisalabad",1990
"Mehr Abdul Rauf","Independent","71",65,"Faisalabad",1990
"Amir Hussain Syed","PDA","40124",66,"Jhang",1990
"Riaz Ahmad Lali","IJI","39850",66,"Jhang",1990
"Sahibzada Zafar Abbas","Independent","18377",66,"Jhang",1990
"Ghulam Abbas 
Lali","PAT","5382",66,"Jhang",1990
"Mirza Muhammad Sharif","Independent","1338",66,"Jhang",1990
"Khursheed Aslam","Independent","1147",66,"Jhang",1990
"Moulana Haji Rehmatullah","IJI","57263",67,"Jhang",1990
"Syed Asad Hayyat Shah","PDA","47378",67,"Jhang",1990
"Noor Akbar Khan Sipra","Independent","11850",67,"Jhang",1990
"Qari Isar ul Haq Qasmi","IJI","62486",68,"Jhang ",1990
"Nawab Amanullah Khan Sial","PDA","33031",68,"Jhang ",1990
"Syed Sardar Ahmad","PAT","18603",68,"Jhang ",1990
"Shaikh Hakim 
Ali","Indepdendent","2175",68,"Jhang ",1990
"Riaz Majeed","Independent","1148",68,"Jhang ",1990
"Maulana 
Muhammad Anwar Cheema","JUP-N","669",68,"Jhang ",1990
"Sheikh Muhammad Akram","Indepdendent","277",68,"Jhang ",1990
"Haji Abid Hussain","Indepdendent","175",68,"Jhang ",1990
"Shaikh Muhammad Iqbal","Indepdendent","163",68,"Jhang ",1990
"Syed Faisal Saleh Hayyat","PPP","63642",69,"Jhang",1990
"Syeda Abida Hussain","IJI","48048",69,"Jhang",1990
"Sahibzada Muhammad 
Salah-ud-Din Ghazi","Independent","10058",69,"Jhang",1990
"Mian Muhammad 
Afzal Chela (Retired )","Independent","452",69,"Jhang",1990
"Sahibzada Muhammad Nazir 
Sultan","PDA","58892",70,"Jhang",1990
"Mehar Akhtar Abbas Bharwana","IJI","58710",70,"Jhang",1990
"Safdar Ali Khan","Independent","1129",70,"Jhang",1990
"Chaudhary Asad urRehman","IJI","65540",71,"TT Singh",1990
"Javed Ahmad Khan","PDA","57791",71,"TT Singh",1990
"Khalid Kareem","Independent","1017",71,"TT Singh",1990
"Pirzada NoorZaman Shah","PAT","867",71,"TT Singh",1990
"Shafqat Ali","Independent","725",71,"TT Singh",1990
"Rai Zia UllahKhan","Independent","310",71,"TT Singh",1990
"Ahad Ali","Independent","299",71,"TT Singh",1990
"ChaudharyMuhammad Yousif Javeed","Independent","290",71,"TT Singh",1990
"Sardar AltafHussain","Independent","281",71,"TT Singh",1990
"Makhdoom Javed Hussain","Independent","155",71,"TT Singh",1990
"Muhammad Ejaz Ul Haq","IJI","76372",72,"TT Singh",1990
"Qazi Ghias Ud Din Janbaz","PDA","44752",72,"TT Singh",1990
"Muhammad Ishfaq","Independent","1054",72,"TT Singh",1990
"Ghulam Hussain","Independent","217",72,"TT Singh",1990
"Muhammad Ali 
Raza","Independent","102",72,"TT Singh",1990
"Begum 
Bismillah Ghias","Independent","91",72,"TT Singh",1990
"Chaudhary 
Abdul Hamid Aamer Khaloon","Independent","22",72,"TT Singh",1990
"Hamza","IJI","69499",73,"Toba Tek Singh",1990
"Haji Muhammad Ishaq","PDA","50194",73,"Toba Tek Singh",1990
