"Name","Party","Votes","Seat","City","Year"
"Abdul Hamid Aamir","Independent","329",73,"Toba Tek Singh",1990
"Chaudhary Hamid Nasir 
Chatha","IJI","89326",74,"Gujranwala",1990
"Colonel (R) Ghulam Sarwar 
Cheema","PDA","54095",74,"Gujranwala",1990
"Sahibzada Habib Ali","Independent","2628",74,"Gujranwala",1990
"Chaudhary Muhammad Iqbal 
Arain","Independent","925",74,"Gujranwala",1990
"Nasrullah Khan","Independent","542",74,"Gujranwala",1990
"Afzal Hussain Tarar","Independent","49406",75,"Gujranwala",1990
"Syed Muhammad Arif Hussain","IJI","47101",75,"Gujranwala",1990
"Malik Muhammad Wazir Awan","PDA","23109",75,"Gujranwala",1990
"Raza Ali Khan","Independent","7744",75,"Gujranwala",1990
"Rai Muhammad Shafi","JUP-N","1936",75,"Gujranwala",1990
"Ghulam Dastgir Khan","IJI","67697",76,"Gujranwala 1990",1990
"Al-Haj Aman Ullah","PDA","57897",76,"Gujranwala 1990",1990
"Muhammad Haroon Rasheed","PAT","2295",76,"Gujranwala 1990",1990
"Abdul Hakim 
Dar","Independent","807",76,"Gujranwala 1990",1990
"Hafiz Muhammad 
Hamid Akhtar","JUP-N","520",76,"Gujranwala 1990",1990
"Khalifa 
Muhammad Aslam","Independent","397",76,"Gujranwala 1990",1990
"Chaudhary 
Muhammad Aslam Bhatti","Independent","354",76,"Gujranwala 1990",1990
"Ihsan Ullah","Independent","223",76,"Gujranwala 1990",1990
"Shaikh Bashir Ahmad","Independent","127",76,"Gujranwala 1990",1990
"Meer Muhammad Tayyab","Independent","166",76,"Gujranwala 1990",1990
"Muhammad Tariq Salim","Independent","132",76,"Gujranwala 1990",1990
"Choudhary Khalid Mehmood","Independent","89",76,"Gujranwala 1990",1990
"Malik Muhammad Tasawar","Independent","47",76,"Gujranwala 1990",1990
"Chauhdary Muhammad 
Asgahr","IJI","59225",77,"Gujranwala",1990
"Kh. Muhammad Aslam Lone","PDA","50328",77,"Gujranwala",1990
"Chaudhary Zahir Pervaiz","Independent","13412",77,"Gujranwala",1990
"Ch. Muhammad 
Saleem Butter","Independent","226",77,"Gujranwala",1990
"Khawja 
Muhammad Aziz Lone","Independent","209",77,"Gujranwala",1990
"Kh. Muhammad 
Ikram Lone","Independent","138",77,"Gujranwala",1990
"Alhaj Nisar Ahmad Bajwa","Independent","95",77,"Gujranwala",1990
"Kh. Muhammad Babar Lone","Independent","75",77,"Gujranwala",1990
"Rana Nazeer Ahmad Khan","IJI","65836",78,"Gujranwala",1990
"Chaudhary Muhammad Abdullah 
Virk","PDA","59139",78,"Gujranwala",1990
"Chaudhary Muhammad 
Ashraf Warraich","PDA","65262",79,"Gujranwala",1990
"Ch. Ijaz Ahmad","IJI","62051",79,"Gujranwala",1990
"Rana Iftikhar Ahmad Khan","PAT","1486",79,"Gujranwala",1990
"Ch. Javed Rashid Theem","Independent","828",79,"Gujranwala",1990
"Muhammad Sarwar","Independent","431",79,"Gujranwala",1990
"Mufti Muhammad Hussain","Independent","321",79,"Gujranwala",1990
"Syed Maqbool Ahmad","Independent","285",79,"Gujranwala",1990
"Chaudhary Muhammad Suleman 
Gujjar","Independent","144",79,"Gujranwala",1990
"Chaudhary Tajamul Hussain","IJI","94688",80,"Gujrat",1990
"Nawabzada Ghazanfar Ali Gul","PDA","63797",80,"Gujrat",1990
"Ghazanfar Ali","Indepdenent","5026",80,"Gujrat",1990
"Syed Ashiq Hussain Shah","JUP-N","1736",80,"Gujrat",1990
"Chaudhary Shujaat Hussain","IJI","80861",81,"Gujrat GE 1990",1990
"Chaudhary Ahmad Mukhtar","PDA","74621",81,"Gujrat GE 1990",1990
"Khadim Hussain Qaisar","PAT","3326",81,"Gujrat GE 1990",1990
"Mukhtar Anwar","Independent","2029",81,"Gujrat GE 1990",1990
"Gulzar Ahmad","Independent","2017",81,"Gujrat GE 1990",1990
"Abid Hussain 
Sindhu","PPI (SAG)","1051",81,"Gujrat GE 1990",1990
"Shahzad Anwar","PML-Q","705",81,"Gujrat GE 1990",1990
"Peer Muhammad Afzal Qadri","JUP-N","329",81,"Gujrat GE 1990",1990
"Ch. Sadiq Hussain","Independent","200",81,"Gujrat GE 1990",1990
"Khizar Hayyat","Independent","140",81,"Gujrat GE 1990",1990
"Muhammad Arif Mahmood","Independent","97",81,"Gujrat GE 1990",1990
"Miss Irshad Chaudhary","Independent","62",81,"Gujrat GE 1990",1990
"Syed Manzoor Hussain 
Shah","IJI","76341",82,"Gujrat 90",1990
"Haji Chaudhary Muhammad 
Asghari","PDA","65252",82,"Gujrat 90",1990
"Ch. Muhammad Akram","PAT","9145",82,"Gujrat 90",1990
"Ch. Muhammad Zaman (Retired 
)","Independent","3887",82,"Gujrat 90",1990
"Ch. Muhammad Aslam","Independent","2031",82,"Gujrat 90",1990
"Shabir Ahmad","JUP-N","1696",82,"Gujrat 90",1990
"Naeem Aslam","Independent","692",82,"Gujrat 90",1990
"Lt. Col (R) Muhammad Akhtar 
Rizwani","Independent","158",82,"Gujrat 90",1990
"Muhammad Zulfiqar Hussain 
Sahi","Independent","136",82,"Gujrat 90",1990
"Nasir Iqbal","IJI","62788",83,"Gujrat",1990
"Zafar Ullah Tarar","PDA","52881",83,"Gujrat",1990
"Javaid Akbar","JUP-N","7206",83,"Gujrat",1990
"Muhammad Ahsan","PAT","4390",83,"Gujrat",1990
"Feroz","Independent","2891",83,"Gujrat",1990
"Ejaz Ahmad","Independent","864",83,"Gujrat",1990
"Gulzar Mehmood","Independent","736",83,"Gujrat",1990
"Syed Muhammad Mehfooz Shah","Independent","114",83,"Gujrat",1990
"Chaudhary Muhammad Nawaz","PDA","41086",84,"Gujrat 90",1990
"Umar Hayyat Lailka","IJI","28884",84,"Gujrat 90",1990
"Nazar Muhammad Gondal","Independent","18283",84,"Gujrat 90",1990
"Salim Akhtar","PAI","4386",84,"Gujrat 90",1990
"Muhammad Aslam","Independent","1266",84,"Gujrat 90",1990
"ChaudharyMuhammad Iqbal","Independent","981",84,"Gujrat 90",1990
"Mian Muhammad Shafi","IJI","59515",85,"Sialkot",1990
"Mian Masud Ahmad","PDA","38333",85,"Sialkot",1990
"Arif Amin","PAT","7188",85,"Sialkot",1990
"Lt. Colonel(R) Muhammad Akhtar Butt","Independent","835",85,"Sialkot",1990
"Brigadier (R)Muhammad Anwar","Independent","143",85,"Sialkot",1990
"Chaudhary Ameer Hussain","IJI","67731",86,"Sialkot",1990
"Mina Muhammad Rasheed Akhtar","PDA","58596",86,"Sialkot",1990
"Ch. Muhammad Siddiuqe","PAT","8163",86,"Sialkot",1990
"Faiz Ahmad","Independent","2166",86,"Sialkot",1990
"Nazir Ahmad Khan","IJI","81137",87,"Sialkot",1990
"Javaid Mahmood Ghuman","PDA","50320",87,"Sialkot",1990
"Muhammad Akram Khan","PAT","7088",87,"Sialkot",1990
"Chaudhary Zulfiqar Ahmand","Independent","1265",87,"Sialkot",1990
"Chaudhary Abdul Sattar","IJI","72764",88,"Sialkot",1990
"Muhammad Ahmad","PDA","47602",88,"Sialkot",1990
"Muhammad Jahan Khan Bajwa","PAT","1471",88,"Sialkot",1990
"Alhaj Sheikh 
Allah Dita Sethi","PML-Q","1431",88,"Sialkot",1990
"Chaudhary Muhammad Sarwar 
Khan","IJI","67966",89,"Sialkot",1990
"Ch. Muhammad Akhtar","PDA","39995",89,"Sialkot",1990
"Alhaj Sheikh Allah Ditta 
Sethi","PML-Q","2325",89,"Sialkot",1990
"Ghulam Mustafa","IJI","60982",90,"Sialkot",1990
"Chaudhary Shafayat Ahmad Khan","PDA","34253",90,"Sialkot",1990
"Ibne Saeed","Independent","2908",90,"Sialkot",1990
"Abdul Qayyum 
Khan Bostani","PAT","1566",90,"Sialkot",1990
"Muhammad 
Suleman Malik","PML-Q","569",90,"Sialkot",1990
"Muhammad Sadiq 
Bhatti","Independent","342",90,"Sialkot",1990
"Muhammad Ishfaq Taj","IJI","Uncontested",91,"Sialkot",1990
"Hamayun Akhtar Khan","IJI","57866",92,"Lahore ",1990
"Rafiq Ahmad Shaikh","PDA","44384",92,"Lahore ",1990
"Riyasat Ali","PAT","2644",92,"Lahore ",1990
"Pir Muhammad Ashraf","PML-Q","1541",92,"Lahore ",1990
"Muhammad Yaqoob Naz","Independent","297",92,"Lahore ",1990
"Muhammad Hussain Ansari","JUP-N","430",92,"Lahore ",1990
"Mian Ahsan Rasheed","Independent","166",92,"Lahore ",1990
"Dilawar Khan (Retired)","Independent","105",92,"Lahore ",1990
"Muhammad Arif Dar","Independent","102",92,"Lahore ",1990
"Malik Taj Din","Independent","92",92,"Lahore ",1990
"Pir Mir Aziz ullah Haqani","Independent","82",92,"Lahore ",1990
"Muhammad Sarfraz Malik","Independent","44",92,"Lahore ",1990
"Chudhary Aitzaz Ahsan","PDA","65624",93,"Lahore",1990
"Ihsan ul Haq","IJI","52697",93,"Lahore",1990
"Chaudhary Muhammad Hanif","PAT","6803",93,"Lahore",1990
"Syed Muhammad Nasir","Independent","391",93,"Lahore",1990
"Syed Naseem ul Hasnain","Independent","224",93,"Lahore",1990
"Agha Ali Bashar","Independent","158",93,"Lahore",1990
"Rana Javid Majid","Independent","87",93,"Lahore",1990
"Naseeruddin Mirza","Independent","73",93,"Lahore",1990
"Mian Abdul Waheed","Independent","56",93,"Lahore",1990
"Mian Ijaz Ahmad Momenjee","Independent","37",93,"Lahore",1990
"Siraj Din Saqib","Independent","34",93,"Lahore",1990
"Mian Umar Hayyat","IJI","53352",94,"Lahore ",1990
"Salman Taseer","PDA","51953",94,"Lahore ",1990
"Rana Jved Majeed","PAT","3457",94,"Lahore ",1990
"Zafar masud","Independent","232",94,"Lahore ",1990
"Shahida Jabeen","Independent","142",94,"Lahore ",1990
"Mian Nawaz Sharif","IJI","59944",95,"Lahore",1990
"Air Marshel (R) Muhammad 
Asghar Khan","PDA","39585",95,"Lahore",1990
"Fazal Mehmood","PAT","1497",95,"Lahore",1990
"Muhammad Wazir","Independent","947",95,"Lahore",1990
"Muhammad Riaz","Independent","229",95,"Lahore",1990
"Khawja Izhar uddin","PDP","185",95,"Lahore",1990
"Mian Abdul Waheed","Independent","177",95,"Lahore",1990
"Muhammad Ayub Bhutta","Independent","46",95,"Lahore",1990
"Muhammad Ishaq Baig","Independent","32",95,"Lahore",1990
"Khalid Mehmood Alias Amber 
Shahzada","Independent","28",95,"Lahore",1990
"Mian Muhammad Shahbaz 
Sharif","IJI","54506",96,"Lahore",1990
"Jahangir Badar","PDA","41902",96,"Lahore",1990
"Abdul Sattar Ghazi","JUP-N","368",96,"Lahore",1990
"Maulana Saifuddin","JUI-F","317",96,"Lahore",1990
"Agha Muhammad Saleh","Independent","301",96,"Lahore",1990
"Khalid Hussain Butt","Independent","179",96,"Lahore",1990
"Syed Ejaz Hussain Shah","Independent","176",96,"Lahore",1990
"Hafiz Salman Butt","Independent","152",96,"Lahore",1990
"Abdul Hameed Khan","Independent","91",96,"Lahore",1990
"Malik Muhammad Akhtar 
(Retired)","Independent","58",96,"Lahore",1990
"Liaqat Baloch","IJI","68943",97,"Lahore",1990
"Khawja Ahmad Tariq Raheem","PDA","51058",97,"Lahore",1990
"Mansoor ur Rehman Afridi","PAT","4278",97,"Lahore",1990
"Maulana Ahmad Ali Kasuri","Independent","1353",97,"Lahore",1990
"Qari Muhammad Zawar Badadar","JUP-N","464",97,"Lahore",1990
"Mazhar Ali Khan","Independent","402",97,"Lahore",1990
"Saleem Karamat","Independent","144",97,"Lahore",1990
"Major (R) Faisal Naseer 
Khan","Independent","122",97,"Lahore",1990
"Muhammad Ashfaq Chaudhary","Independent","107",97,"Lahore",1990
"Muhammad Abdullah Chaudhary","Independent","94",97,"Lahore",1990
"Mian Muhammad Usman","IJI","60220",98,"Lahore",1990
"Sheikh Muhammad Rasheed","PDA","48686",98,"Lahore",1990
"Maulana Ahmad Ali Kasuri","PAT","4022",98,"Lahore",1990
"Nisar Ahmad Syed","Independent","364",98,"Lahore",1990
"Ijaz Ahmad Chaudhary","Independent","360",98,"Lahore",1990
"Aamer Shahzad","Independent","281",98,"Lahore",1990
"Ghulam Raza","Independent","130",98,"Lahore",1990
"Wazir Ali Bhatti","IJI","42549",99,"Lahore",1990
"Muhammad Arshad","PDA","32962",99,"Lahore",1990
"Iftikhar Ali Kileha","PAT","2066",99,"Lahore",1990
"Malik Abdul Majid","Independent","526",99,"Lahore",1990
"Muhammad Ramzan","Independent","473",99,"Lahore",1990
"Mirza Zahid Hussain","Independent","369",99,"Lahore",1990
"Chaudhary Muhammad Ibrahim","Independent","125",99,"Lahore",1990
"Mehar Zulfiqar Ali Babu","Independent","116",99,"Lahore",1990
"Muhammad Abdul Ghafoor 
Alwari","Independent","110",99,"Lahore",1990
"Muhammad Ashiq Ali Diyal","IJI","46842",100,"Lahore",1990
"Malik Meraj Khalid","PDA","34289",100,"Lahore",1990
"Abdul Qayyum Pahat","PAT","2088",100,"Lahore",1990
"Muhammad Qayyum Mohrha","Independent","1895",100,"Lahore",1990
"Muhammad Akram","Independent","389",100,"Lahore",1990
"Amanat Ali Malik","Independent","85",100,"Lahore",1990
"Rana Tanveer Hussain","IJI","60175",101,"Sheikhupura",1990
"Nisar Ahmad Punnu","PDA","56429",101,"Sheikhupura",1990
"Bilal Javed Yusaf","Independent","3356",101,"Sheikhupura",1990
"Wali Muhamamd Talib","PAT","2499",101,"Sheikhupura",1990
"NIsar Ahmad Dhilon","Independent","379",101,"Sheikhupura",1990
"Sheikh Muhamamd Jameel","Independent","251",101,"Sheikhupura",1990
"Muhamamd Akbar","Independent","193",101,"Sheikhupura",1990
"Muhamamd Gulfam Ashraf","Independent","171",101,"Sheikhupura",1990
"Chaudhary Muhammad Anwar","Independent","140",101,"Sheikhupura",1990
"Chaudhary Nazir Ahmad Virk","IJI","39430",102,"Sheikhupura",1990
"Munawar Hussain Manj","PAT","38377",102,"Sheikhupura",1990
"Malik Mushtaq Ahmad Awan","PDA","34505",102,"Sheikhupura",1990
"Malik Akbar Ali","Independent","3407",102,"Sheikhupura",1990
"Muhammad Mushtaq Ahmad Virk","Independent","1381",102,"Sheikhupura",1990
"Fazal Ahmad Virk","Independent","589",102,"Sheikhupura",1990
"Asad Ali Khan","Independent","547",102,"Sheikhupura",1990
"Muhammad Khan Manj","Independent","414",102,"Sheikhupura",1990
"Muhammad Rashid","Independent","378",102,"Sheikhupura",1990
"Malik Ishriaq Ahmad","Independent","363",102,"Sheikhupura",1990
"Muhammad Barjees Tahir","IJI","49701",103,"Sheikhupura",1990
"Muhammad Arif Awan","PDA","32570",103,"Sheikhupura",1990
"Mian Shamim Haider","Independent","16631",103,"Sheikhupura",1990
"Mian Ghulam Rasool","PAT","2070",103,"Sheikhupura",1990
"Haji Nazir Ahmad","Independent","337",103,"Sheikhupura",1990
"Haji Naeem HussainChatha","IJI","59036",104,"Sheikhupura",1990
"Chaudhary Tawakkal UllahVirk","PDA","44803",104,"Sheikhupura",1990
"Malik Saeed Ahmad","PAT","7891",104,"Sheikhupura",1990
"Rao Abdul Qavi Khan","Independent","5940",104,"Sheikhupura",1990
"Mian Shamim Haidar","Independent","1958",104,"Sheikhupura",1990
"Rai Mansab Ali Khan","IJI","43708",105,"Sheikhupura",1990
"Rai Rasheed Ahmad Khan","PDA","37098",105,"Sheikhupura",1990
"Sardar Muhammad Anwar Ahmad 
Khan","PAT","5159",105,"Sheikhupura",1990
"Rai Asghar Ali Khan","JUP-N","2665",105,"Sheikhupura",1990
"Rai Bashir Ahmad Khan Bhatti","Independent","391",105,"Sheikhupura",1990
"Sardar Aseff Ahmad Ali","Independent","46590",106,"Kasur",1990
"Riaz Ahmad","Independent","29032",106,"Kasur",1990
"Khawja Muhammad Azhar Khan","JUP-N","17798",106,"Kasur",1990
"Sahibzada Khizar Hayyat 
Khan","IJI","7783",106,"Kasur",1990
"Javed Abdullah Khan","Independent","2981",106,"Kasur",1990
"Muhammad Shafique Akram","Independent","1752",106,"Kasur",1990
"Chaudhary Muhammad Anwar 
Dholan","Independent","1226",106,"Kasur",1990
"Muhammad Yousaf Farooqi","Independent","695",106,"Kasur",1990
"Rao Khizar Hayyat 
Khan","IJI","43657",107,"Kasur",1990
"Chaudhary Hakim Ali","PDA","35883",107,"Kasur",1990
"Ahmad Raza Khan Kasuri","Independent","7695",107,"Kasur",1990
"Chaudhary Muhammad Altaf Khan","Independent","650",107,"Kasur",1990
"Muhammad Abdul Ghafoor Alwari","Independent","443",107,"Kasur",1990
"Mazhar Hayyat Khan","Independent","414",107,"Kasur",1990
"Syeda Nilofar Mehdi","Independent","246",107,"Kasur",1990
"Major (R) Chaudhary Rehmat 
Khan","Independent","237",107,"Kasur",1990
"Sardar Sher Alam Khan","PDP","170",107,"Kasur",1990
"Rana Muhammad Hayyat Khan","Independent","51189",108,"Kasur",1990
"Sardar Talib Hussain Nakai","IJI","41554",108,"Kasur",1990
"Rao Shafaut Khan","PDA","14251",108,"Kasur",1990
"Rana Fiaz Ahmad Khan","Independent","507",108,"Kasur",1990
"Muhammad Ashraf Zia","Independent","409",108,"Kasur",1990
"Sardar Pervaiz Hassan","Independent","372",108,"Kasur",1990
"Maulana Mueenuddin 
Lakhvi","IJI","53859",109,"Kasur",1990
"Sardar Muhammad Ashiq Dogar","PDA","45856",109,"Kasur",1990
"Allama Syed Shabbir Ahmad 
Hashmi","JUP-N","3618",109,"Kasur",1990
"Chaudhary Muhammad Taki","Independent","2154",109,"Kasur",1990
"Mian Muhammad Zaman","IJI","54096",110,"Okara",1990
"Rao Sakandar Iqbal","PDA","45184",110,"Okara",1990
"Ghulam Rasool","Independent","1758",110,"Okara",1990
"Muhammad Fazal ur Rehman","JUP-N","671",110,"Okara",1990
"Shabir Ahmad Rao","PAT","473",110,"Okara",1990
"Chaudhary Mehmood Ahmad","Independent","439",110,"Okara",1990
"Rao Khalid Akhtar","Independent","408",110,"Okara",1990
"Mian Muhammad Rafique","Independent","334",110,"Okara",1990
"Muhammad Shafi","Independent","167",110,"Okara",1990
"Chaudhary Muhammad Boota","Independent","165",110,"Okara",1990
"Shah Nawaz Ahmad Ulakh","Independent","97",110,"Okara",1990
"Syed Sajjad Haider","IJI","50728",111,"Okara",1990
"Rai Muhammad Aslam Khan","PDA","48895",111,"Okara",1990
"Syed Ahmad Hassan Shah","Independent","2160",111,"Okara",1990
"Sardar Muhammad","Independent","1823",111,"Okara",1990
"Chaudhary Muhammad Ahmad 
(Retired)","Independent","685",111,"Okara",1990
"Mian Manzoor Ahmad Khan 
Watto","IJI","66753",112,"Okara",1990
"Syed Abbas Raza Rizvi","PDA","39998",112,"Okara",1990
"Coloner (R) Syed Mukhtiar 
Hussain Shah","PAT","2690",112,"Okara",1990
"Syed Nasir Ali Shah Gillani","Independent","1087",112,"Okara",1990
"Mian Muhammad Yasin Khan 
Wattoo","IJI","71129",113,"Okara",1990
"Mian Atta Muhammad Maneka","PDA","46473",113,"Okara",1990
"Mian Muhammad Zubair Bhatti","PAT","2900",113,"Okara",1990
"Syed Yousif Raza Gillani","PDA","60076",114,"Multan",1990
"Makhdoom Syed Hamid Raza 
Gillani","IJI","54781",114,"Multan",1990
"Muhammad Iqbal Azhari","JUP-N","1662",114,"Multan",1990
"Jam Ahmad Nawaz","Independent","1219",114,"Multan",1990
"Syed Gohar Ali Shamsi","SQI","452",114,"Multan",1990
"Syed Hamid Saeed Kazmi","JUP-N","62637",115,"Multan",1990
"Pir Riaz Hussain Qureshi","PDA","42288",115,"Multan",1990
"Maulana Muhammad Sharif Khan 
Changwani","Independent","1459",115,"Multan",1990
"Syed Zaman Mehdi Jafferi","SQI","478",115,"Multan",1990
"Sheikh Abdul Rehman","Independent","194",115,"Multan",1990
"Irshad Zahara Alias Irshad 
Rana","Independent","77",115,"Multan",1990
"Malik 
Wazir Ahmad Ghazi","Independent","51",115,"Multan",1990
"Syed Tanveer ul Hassan 
Gillani","IJI","50066",116,"Multan",1990
"Malik Mukhtar Ahmad 
Awan","PDA","39852",116,"Multan",1990
"Moulana Shah Ahmad Noorani 
Siddiqui","JUP-N","4195",116,"Multan",1990
"Syed Zaman Mehdi Jaffari","SQI","477",116,"Multan",1990
"Haji Hayyatullah Khan 
Tareen","IJI","64567",117,"Multan",1990
"Rana Mumtaz Ahmad Khan Noon","PDA","56382",117,"Multan",1990
"Mahmood-ul-Hassan Abbasi","JUI-F","4639",117,"Multan",1990
"Sardar Muhammad Khna Joyia","Independent","647",117,"Multan",1990
"Muhammad Siddique Khan 
Kanjo","IJI","60954",118,"Multan",1990
"Mirza Muhammad Nasir Baig","PDA","40558",118,"Multan",1990
"Syed Nasiruddin Shah","JUP-N","14076",118,"Multan",1990
"Taj Muhammad Khan Langha","PSP","766",118,"Multan",1990
"Syed Nasir Ali Rizvi 
(Retired)","Independent","252",118,"Multan",1990
"Syed Javed Ali Shah","IJI","66900",119,"Multan 1990",1990
"Rana Shukat Hayyat Noon","PDA","52084",119,"Multan 1990",1990
"Rana Muhammad Islam ud Din","Independent","1330",119,"Multan 1990",1990
"Syed Hamid Saeed Kazmi","JUP-N","548",119,"Multan 1990",1990
"Abdul Ghafor Haqani (Retired 
)","JUI-F","102",119,"Multan 1990",1990
"Muhammad Javed Hashmi","IJI","70025",120,"Multan - Khanewal",1990
"Khalid Iqbal Randhawa","PDA","52881",120,"Multan - Khanewal",1990
"Akhtar Husain 
Gill","JUP-N","770",120,"Multan - Khanewal",1990
"Syed Fakhar Imam Shah","IJI","58479",121,"Khanewal GE 90",1990
"Mahar Muhammad Iqbal Hiraj","PDA","45523",121,"Khanewal GE 90",1990
"Haji Khursheed Abbas 
Gardezi","Independent","11313",121,"Khanewal GE 90",1990
"Anees Ur Rehman Khan","JUP-N","420",121,"Khanewal GE 90",1990
"Syed Muhammad Mukhtar 
Hussain (Retried)","Independent","255",121,"Khanewal GE 90",1990
"Muhammad Iqbal","Independent","225",121,"Khanewal GE 90",1990
"Major ( R ) Aftab AhmadKhan Daha","IJI","63998",122,"Khanewal",1990
"Mian Qamar uz Zaman ShahKhagga","PDA","44784",122,"Khanewal",1990
"Chaudhary Asghari Ali","Independent","2565",122,"Khanewal",1990
"Mian Nazir Ahmad","Independent","151",122,"Khanewal",1990
"Ghulam Haider Wyne","IJI","76045",123,"Khanewal",1990
"Pir Muhammad Aslam Bodla","PDA","54856",123,"Khanewal",1990
"Muhammad Azam Bodla","Independent","2623",123,"Khanewal",1990
"Mehboob Yar Khan","Independent","1048",123,"Khanewal",1990
"Qari Rasheed Ahmad Shah","Independent","592",123,"Khanewal",1990
"Muhammad Amir Bodla","Independent","104",123,"Khanewal",1990
"Anwar ul Haq Ramay","IJI","63665",124,"Sahiwal",1990
"Chaudhary Naurez Shakoor","PDA","55677",124,"Sahiwal",1990
"Syed Nadeem Hussain","Independent","3360",124,"Sahiwal",1990
"Mehar Ghulam Farid 
Kathia","PDA","54982",125,"Sahiwal",1990
"Muhammad Arshad Khan Lodhi","IJI","50529",125,"Sahiwal",1990
"Major (R) Taj Din","Independent","11716",125,"Sahiwal",1990
"Irshad Hussain Shah","PAT","1991",125,"Sahiwal",1990
"Haji Sher Bahadur Khan","Independent","171",125,"Sahiwal",1990
"Rai Ahmad Nawaz Khan","IJI","69338",126,"Sahiwal",1990
"Shahnaz Javed","PDA","65810",126,"Sahiwal",1990
"Shenaz Akhtar","Independent","3791",126,"Sahiwal",1990
"Ahmad Nawaz","Independent","469",126,"Sahiwal",1990
"Rana Muhammad Hanif Khan","Independent","436",126,"Sahiwal",1990
"Muhammad Salim Asi","Independent","161",126,"Sahiwal",1990
"Raja Shahid Saeed Khan","IJI","61831",127,"Sahiwal",1990
"Tika Muhammad Iqbal","PDA","43101",127,"Sahiwal",1990
"Muhammad Iqbal","Independent","1663",127,"Sahiwal",1990
"Amin-ud-Din","Independent","303",127,"Sahiwal",1990
"Mian Mehmood Ahmad Khan","IJI","60593",128,"Sahiwal",1990
"Rao Muhammad Hashim Khan","PDA","45960",128,"Sahiwal",1990
"Alhaj Mian Ahmad Ali Baitoo","Independent","4690",128,"Sahiwal",1990
"Ghulam Muhammad Ahmad Khan 
Manika","Independent","1221",128,"Sahiwal",1990
"Mian Manzoor Ahmad Maneka","Independent","266",128,"Sahiwal",1990
"Mian Madood Masood","Independent","114",128,"Sahiwal",1990
"Muhammad Nawaz Khan AiasDilawar Khan Khichi","IJI","87427",129,"Vehari",1990
"Mian Muhammad Mumtaz KhanBhabha","PDA","55922",129,"Vehari",1990
"Amanullah Khan","PAT","2104",129,"Vehari",1990
"Akbar Ali Bhatti","IJI","50917",130,"Vehari",1990
"Muhammad Ahsan Khan Khakwani","PDA","44088",130,"Vehari",1990
"Mian Muhammad Zahid KhnaDaultana","Independent","25495",130,"Vehari",1990
"Zahir Anwar","Independent","9133",130,"Vehari",1990
"MuhammadRamzan","Independent","1039",130,"Vehari",1990
"MuhammadAfzal Farooqi","Independent","1033",130,"Vehari",1990
"Zafar Ali","Independent","809",130,"Vehari",1990
"Syed Shahid Mehdi Naseem 
Shah","IJI","72159",131,"Vehari",1990
"Qurban Ali Chohan","PDA","60747",131,"Vehari",1990
"Zafar Alam Chaudhary","Independent","1785",131,"Vehari",1990
"Qamar Haidar","Independent","1077",131,"Vehari",1990
"Sardar Muhammad Amjad 
Farooq Khan","IJI","78360",132,"D.G Khan",1990
"Khawaja Kamaluddin Anwar","PDA","55711",132,"D.G Khan",1990
"Haji Muhammad Ramzan","JUI-F","3817",132,"D.G Khan",1990
"Khawaja Abdul Mutlib","Independent","909",132,"D.G Khan",1990
"Sardar Muhammad Akbar Khan","SQI","616",132,"D.G Khan",1990
"Noor Muhammad","Independent","210",132,"D.G Khan",1990
"Sardar Farooq Ahmad Khan 
Leghari","PDA","76378",133,"D.G Khan of",1990
"Sardar Tufail Ahmad Khan 
Laghari","IJI","56342",133,"D.G Khan of",1990
"Sardar Saif-ud-Din Khosa","Independent","5544",133,"D.G Khan of",1990
"Mir Balakh Sher 
Khan Mazari","IJI","76446",134,"Rajanpur",1990
"Sardar Ashiq Muhammad Khan 
Mazari","PDA","57765",134,"Rajanpur",1990
"Sardar Abdul Qayyum Khan 
Jatoi","JUP-N","54039",135,"Muzaffargarh",1990
"Syed Jamil Ahmad Hussain 
Bukhari","PDA","51338",135,"Muzaffargarh",1990
"Moulvi Muhammad Luqman","JUI-F","6863",135,"Muzaffargarh",1990
"Muhammad Hanif Tayyab","IJI","897",135,"Muzaffargarh",1990
"Doctor Zulfiqar Ali Burq","Independent","446",135,"Muzaffargarh",1990
"Mian Atta Muhammad 
Qureshi","JUP-N","54424",136,"Muzaffargarh",1990
"Nawabzada Nasrullah Khan","PDP","46638",136,"Muzaffargarh",1990
"Mian Ehsan Karim Qureishi","PDA","6682",136,"Muzaffargarh",1990
"Ghulam Hamim","Independent","693",136,"Muzaffargarh",1990
"Malik Ghulam Muhammad Noor 
Rabbani Khar","Independent","632",136,"Muzaffargarh",1990
"Abdul Majeed Karwani","Independent","459",136,"Muzaffargarh",1990
"Malik Ghulam Muhammad 
Mustafa Khar","Independent","43435",137,"Muzaffargarh III",1990
"Malik Ghulam Muhammad 
Noor Rabbani Khar","Independent","30438",137,"Muzaffargarh III",1990
"Sardar Manzoor Ahmad Khan 
Advocate","PDA","14254",137,"Muzaffargarh III",1990
"Nawabzada Nasrullah Khan","PDP","4100",137,"Muzaffargarh III",1990
"Mian Muhammad Asgahr","Independent","3237",137,"Muzaffargarh III",1990
"Moulana Abdullah Al Salfi","JUI-F","3014",137,"Muzaffargarh III",1990
"Arshad Mehmood","Independent","1033",137,"Muzaffargarh III",1990
"Malik Ghulam Muhammad Fakharul Russal Arbi Khar","Independent","402",137,"Muzaffargarh III",1990
