"Name","Party","Votes","Seat","City","Year"
"Abdul Khaliq Khan","ANP","40257",8,"&#13;
      Complete Result of NA 8 Swabi",1988
"Moulvi Hamadullah","IJI","36959",8,"&#13;
      Complete Result of NA 8 Swabi",1988
"Abdul Mastan","PPP","33604",8,"&#13;
      Complete Result of NA 8 Swabi",1988
"Doctor Iftikhar Ahmad","Independent","2294",8,"&#13;
      Complete Result of NA 8 Swabi",1988
"Arshad Ali Advocate","Independent","1834",8,"&#13;
      Complete Result of NA 8 Swabi",1988
"Moulvi Niamatullah","IJI","30554",9,"Kohat",1988
"Syed Iftikhar Hussain Gillani","PPP","19049",9,"Kohat",1988
"Feroz Khan","Independent","14473",9,"Kohat",1988
"Farooq Shah","ANP","10952",9,"Kohat",1988
"Syed Muhamamd Saqlain","Independent","6232",9,"Kohat",1988
"Khalil-ur-Rehman ( Retired )","Independent","1216",9,"Kohat",1988
"Kazim Ali","Independent","367",9,"Kohat",1988
"Sardar Khan","Independent","351",9,"Kohat",1988
"Amjad Ali Khan ( Retired )","Independent","158",9,"Kohat",1988
"Maulana Shaheed Ahmad","JUI-D","26411",10,"Karak",1988
"Muhammad Aslam Khan Khattak","IJI","19767",10,"Karak",1988
"Muhammad Farooq","ANP","4299",10,"Karak",1988
"Raza Kuli Khan","PAI","670",10,"Karak",1988
"Bakhat Bibi","Independent","644",10,"Karak",1988
"Sabir Badshah","Independent","181",10,"Karak",1988
"Muhammad Yousif Khattak","Independent","111",10,"Karak",1988
"Farid Jadoon","Independent","35805",11,"Abbottabad",1988
"Malik Abdur Rauf","IJI","21236",11,"Abbottabad",1988
"Syed Sultan Ali","PPP","13845",11,"Abbottabad",1988
"Air Marshal (R) Muhammad 
Asghar Khan","PAI","10891",11,"Abbottabad",1988
"Syed Amir Ali Shah","Independent","4225",11,"Abbottabad",1988
"Jamal Khan Abbasi","Independent","1932",11,"Abbottabad",1988
"Nawab Khan Jadoon","Independent","870",11,"Abbottabad",1988
"Sardar Haji Gul Khattab 
Khan","IJI","31655",12,"Abbottabad",1988
"Haji Javid Iqbal Abbasi","Independent","24629",12,"Abbottabad",1988
"Air Marshal (R) Muhammad 
Asghar Khan","PAI","10822",12,"Abbottabad",1988
"Muhammad Aslam Khan","PPP","10760",12,"Abbottabad",1988
"Col Abdur Razzak","HP","1814",12,"Abbottabad",1988
"Sardar Hukam Dad Khan","Independent","979",12,"Abbottabad",1988
"Raja Sikandar Zaman Khan","IJI","60128",13,"Abbottabad GE 88",1988
"Begum Bilqis Nasrun Minallah","PPP","25066",13,"Abbottabad GE 88",1988
"Umar Asghar Khan","PAI","11816",13,"Abbottabad GE 88",1988
"Syed Qasim Shah","Independent","34363",14,"Mansehra",1988
"Syed Muzammil Shah","Independent","26642",14,"Mansehra",1988
"Qazi Khalil Ahmad","JUI-D","9651",14,"Mansehra",1988
"General (R) Muhammad MumtazKhan","PPP","8211",14,"Mansehra",1988
"Sardar Abdur Rehman Gujjar","JUI-F","595",14,"Mansehra",1988
"Nawabzada Salah-ud-dinSaeed Khan","Independent","20868",15,"Mansehra",1988
"Zaria Gull","Independent","14575",15,"Mansehra",1988
"Muhammad Hanif Khan","IJI","10466",15,"Mansehra",1988
"Fakhar-uz-Zaman","PAI","10004",15,"Mansehra",1988
"Ghulam Sumdani Khan","Independent","497",15,"Mansehra",1988
"Syed Chiragh-ud-Din Shah","JUI-D","343",15,"Mansehra",1988
"Behram Khan","Independent","232",15,"Mansehra",1988
"Haji Muhammad Ayub Khan","IJI","11294",16,"Mansehra",1988
"Alamzab Khan","JUI-F","10890",16,"Mansehra",1988
"Sardar Muhammad Yousif","PPP","9198",16,"Mansehra",1988
"Fazl-e-Haq","IJI","5525",17,"Kohistan",1988
"Muhammad Siraj","ANP","3814",17,"Kohistan",1988
"Abdul Hanan","JUI-F","3336",17,"Kohistan",1988
"Malik Said Ahmad","Independent","2518",17,"Kohistan",1988
"Aurungzeb","Independent","2265",17,"Kohistan",1988
"Moulana Fazal-ur-Rehman","JUI-F","62472",18,"DI Khan",1988
"Fazal Karim Khan Kundi","IJI","35370",18,"DI Khan",1988
"Syed Hassan Ali Kazmi","TNFJ","16492",18,"DI Khan",1988
"Umar Farooq Miankhel","Independent","15248",18,"DI Khan",1988
"Asmatullah","PAI","13093",18,"DI Khan",1988
"Haji Amanullah Khan","Independent","6600",18,"DI Khan",1988
"Rab Nawaz Bhatti ( Retired )","Independent","838",18,"DI Khan",1988
"Maulvi Ali Akbar","JUI-F","19094",19,"Bannu",1988
"Pir Syed Tahir Ali Shah","IJI","12634",19,"Bannu",1988
"Latifullah Khan","Independent","7555",19,"Bannu",1988
"Irfanullah Khan","ANP","6439",19,"Bannu",1988
"Alamgir Khan","Independent","5738",19,"Bannu",1988
"Khaliq Dad Khan","Independent","1836",19,"Bannu",1988
"Engineer Jehangir Khan","Independent","1749",19,"Bannu",1988
"Major (R) Doctor Noor AliShah","Independent","470",19,"Bannu",1988
"Attaullah Khan","Independent","268",19,"Bannu",1988
"Aminullah Khan","Independent","236",19,"Bannu",1988
"Akram Khan","Independent","199",19,"Bannu",1988
"Sher Muhammad Khan ( Retired)","Independent","133",19,"Bannu",1988
"Anwar Saifullah","IJI","37572",20,"Bannu",1988
"Moulvi Ahmad Jan","JUI-F","29779",20,"Bannu",1988
"Habibullah Khan","Independent","3499",20,"Bannu",1988
"Abdul Majid Khan","ANP","3073",20,"Bannu",1988
"Moulana Hakimullah Jan ( Retired )","Independent","463",20,"Bannu",1988
"Saadullah Khan

(Retired )","Independent","431",20,"Bannu",1988
"Naseeer Ahmad Khan","Independent","334",20,"Bannu",1988
"Marghoob Hassan Khan","Independent","266",20,"Bannu",1988
"Shahzada Amani Room","PPP","28739",21,"Swat",1988
"Obaid ur Rehman","JUI-F","21748",21,"Swat",1988
"Mian Gul Aurungzaib","IJI","19061",21,"Swat",1988
"Hafiz Fazal Razik","IJI","16639",22,"Swat",1988
"Nasrullah Khan","ANP","16149",22,"Swat",1988
"Said Rahim Zada","Independent","11513",22,"Swat",1988
"Moulana Abdur Rehman","JUI-F","8834",22,"Swat",1988
"Muhammad Sohrab Khan","Independent","7105",22,"Swat",1988
"Abdullah Khan","Independent","5985",22,"Swat",1988
"Ahmad Kabir","Independent","1444",22,"Swat",1988
"Mehboob ur Rehman","PPP","23613",23,"Swat 3",1988
"Muhammad Afzal Khan","ANP","22597",23,"Swat 3",1988
"Shujat Ali Khan","IJI","21260",23,"Swat 3",1988
"Molvi Abdur Rehman","JUI-F","7528",23,"Swat 3",1988
"Muhammad Amin","Independent","1473",23,"Swat 3",1988
"Muhammad Sher Khan ( Retired)","Independent","684",23,"Swat 3",1988
"Begum Nusrat Bhutto","PPP","32819",24,"Chitral",1988
"Shahzada Muhayud Din","IJI","23405",24,"Chitral",1988
"Begum Sher Ali","Independent","1423",24,"Chitral",1988
"Mufti Noorullah","Independent","726",24,"Chitral",1988
"Fathullah","IJI","35288",25,"Dir",1988
"Najmud Din","PPP","28974",25,"Dir",1988
"Muhammad Zahid","ANP","10381",25,"Dir",1988
"Muhammad Hanif Khan","PPP","39174",26,"Malakand",1988
"Maulana Inayatur Rehman","IJI","23294",26,"Malakand",1988
"Abdur Rehman Khan","ANP","14467",26,"Malakand",1988
"Khalid Jan","JUI-F","8992",26,"Malakand",1988
"Amir Zaman Khan","PMAI","1423",26,"Malakand",1988
"Muhammad Shuaib Khan","Independent","671",26,"Malakand",1988
"Qadar Gull","Independent","3198",27,"Tribal Area 1",1988
"Haji Baroz","Independent","3192",27,"Tribal Area 1",1988
"Zareen","Independent","265",27,"Tribal Area 1",1988
"Muhammad Afzal","Independent","65",27,"Tribal Area 1",1988
"Ismail Sher","Independent","60",27,"Tribal Area 1",1988
"Syed Qahar","Independent","36",27,"Tribal Area 1",1988
"Nadir","Independent","28",27,"Tribal Area 1",1988
"Sultan Muhammad","Independent","20",27,"Tribal Area 1",1988
"Syed Mehmood Jan","Independent","17",27,"Tribal Area 1",1988
"Zahir Shah","Independent","13",27,"Tribal Area 1",1988
"Akhundzada Muhammad SaeedParachamkani","Independent","630",28,"
      Complete Result of NA28 Tribal Area",1988
"Hussain Jan Tori","Independent","550",28,"
      Complete Result of NA28 Tribal Area",1988
"Malik Umar Din Bangash","Independent","33",28,"
      Complete Result of NA28 Tribal Area",1988
"Sultan Hassan Bangash","Independent","10",28,"
      Complete Result of NA28 Tribal Area",1988
"Syed Ghulab Hussain Tori","Independent","9",28,"
      Complete Result of NA28 Tribal Area",1988
"Syed Askar Ali Shah Tori","Independent","8",28,"
      Complete Result of NA28 Tribal Area",1988
"Younis Ali Tori","Independent","4",28,"
      Complete Result of NA28 Tribal Area",1988
"Haji Gul Akbar Ali Sherazi","Independent","4",28,"
      Complete Result of NA28 Tribal Area",1988
"Malik Muhammad Zaman Bangish","Independent","3",28,"
      Complete Result of NA28 Tribal Area",1988
"Haji Abdul Manan Banhish","Independent","2",28,"
      Complete Result of NA28 Tribal Area",1988
"Haji Saleh Khan Ali Sher Zai","Independent","1",28,"
      Complete Result of NA28 Tribal Area",1988
"Mir Akbar Jan Otizai","Independent","1",28,"
      Complete Result of NA28 Tribal Area",1988
"Haji Baz Gul Mangal","Independent","--",28,"
      Complete Result of NA28 Tribal Area",1988
"Haji Hameed Khan Masozai","Independent","--",28,"
      Complete Result of NA28 Tribal Area",1988
"Haji Kahista Jan Manatwal","Independent","--",28,"
      Complete Result of NA28 Tribal Area",1988
"Haji Khowja Muhammad KhanMasozai","Independent","--",28,"
      Complete Result of NA28 Tribal Area",1988
"Ghazi Said Jamal","Independent","2744",29,"Tribal Area",1988
"Khial Shah","Independent","1474",29,"Tribal Area",1988
"Alim Hassan","Independent","996",29,"Tribal Area",1988
"Fazal Hamid","Independent","510",29,"Tribal Area",1988
"Lt. Colonel (R) Aman ullahKhan","Independent","89",29,"Tribal Area",1988
"Haji Abdul Sattar","Independent","82",29,"Tribal Area",1988
"Haji Shams ul Haq","Independent","58",29,"Tribal Area",1988
"Syed Abdul Abbas","Independent","39",29,"Tribal Area",1988
"Mohsin Ali","Independent","21",29,"Tribal Area",1988
"Syed Qasim","Independent","11",29,"Tribal Area",1988
"Malik Haji Nadir Khan","Independent","485",30,"Tribal Area",1988
"Mamoor Khan","Independent","313",30,"Tribal Area",1988
"Sarwar Jan","Independent","170",30,"Tribal Area",1988
"Asmatullah","Independent","74",30,"Tribal Area",1988
"Abdul Karim","Independent","15",30,"Tribal Area",1988
"Dost Muhammad","Independent","14",30,"Tribal Area",1988
"Sultan Mahmood","Independent","6",30,"Tribal Area",1988
"Abdul Latif","Independent","4",30,"Tribal Area",1988
"Jan Muhammad","Independent","3",30,"Tribal Area",1988
"Sherin Akbar","Independent","2",30,"Tribal Area",1988
"Saifullah","Independent","1",30,"Tribal Area",1988
"Haji Sakhi Jan","Independent","739",31,"Tribal Area",1988
"Malik Shahzad","Independent","239",31,"Tribal Area",1988
"Sher Jan ( Retired )","Independent","37",31,"Tribal Area",1988
"Abdul Qayyum ( Retired )","Independent","11",31,"Tribal Area",1988
"Malik Sahib Jan ( Retired )","Independent","9",31,"Tribal Area",1988
"Lt. Col. (R) Gaideen Khan (Retired )","Independent","3",31,"Tribal Area",1988
"Bismillah Khan","Independent","1506",32,"Tribal Area",1988
"Mehboob Jan","Independent","1181",32,"Tribal Area",1988
"Mian Shah Jahan","Independent","958",32,"Tribal Area",1988
"Sabih Ahmad Anjum","Independent","65",32,"Tribal Area",1988
"Malik Waris Khan","Independent","1035",33,"Tribal Area",1988
"Malik Nadir Khan","Independent","877",33,"Tribal Area",1988
"Haji Shah Jee","Independent","811",33,"Tribal Area",1988
"Malik Momin Khan","Independent","521",34,"Tribal Area",1988
"Malik Noor Sher Khan","Independent","471",34,"Tribal Area",1988
"Malik Roza Din","Independent","126",34,"Tribal Area",1988
"Malik Muhammad Khan","Independent","27",34,"Tribal Area",1988
"Malik Gul Sharif Khan","Independent","2",34,"Tribal Area",1988
"Raja Pervez Khan","PPP","39994",35,"Islamabad 88",1988
"Haji Muhammad Nawaz Khokhar","Independent","23551",35,"Islamabad 88",1988
"Doctor Sarfraz Ahmad Mir","IJI","19398",35,"Islamabad 88",1988
"Syed Zafar Ali Shah","PAI","13385",35,"Islamabad 88",1988
"Admiral (R) Kamran RehmanNiazi","Independent","4751",35,"Islamabad 88",1988
"Chaudhary Manzoor Hussain","JUI","1275",35,"Islamabad 88",1988
"Muhammad Siddiq Butt (Retired)","NPP","1102",35,"Islamabad 88",1988
"Mukhtar Hussain","Independent","906",35,"Islamabad 88",1988
"Raja Abdul Rahim","Independent","842",35,"Islamabad 88",1988
"Al Syed Ali Abbas Naqvi","TNFJ","820",35,"Islamabad 88",1988
"Marghoob Ali","Independent","500",35,"Islamabad 88",1988
"Mirza Murtaza Pooya (Retired)","Independent","311",35,"Islamabad 88",1988
"Zahid Hussain Abbasi","Independent","241",35,"Islamabad 88",1988
"Mian Muhammad Aslam","Independent","84",35,"Islamabad 88",1988
"Shahid Khaqan Abbasi","Independent","47295",36,"Rawalpindi",1988
"Raja Zafar ul Haq","IJI","45075",36,"Rawalpindi",1988
"Raja Muhammad Anwar","PPP","42971",36,"Rawalpindi",1988
"Hon: Capt. Muhammad Riaz","190","2111",36,"Rawalpindi",1988
"Raja Muhammad Zahir Khan","IJI","61188",37,"Rawalpindi",1988
"Abdul Aziz","Independent","39294",37,"Rawalpindi",1988
"Brigadier (R) MUhammad AkramKhan","PPP","38046",37,"Rawalpindi",1988
"Raja Amir Akbar Khan(Retired)","Independent","331",37,"Rawalpindi",1988
"Raja Nadir Pervaiz Khan(Retired)","Independent","283",37,"Rawalpindi",1988
"Sheikh Rasheed Ahmad","IJI","73052",38,"Rawalpindi",1988
"General (R) Tikka Khan","PPP","57665",38,"Rawalpindi",1988
"Muhammad Rafi Butt","PAI","2990",38,"Rawalpindi",1988
"Raja Abid Hussain","Independent","1373",38,"Rawalpindi",1988
"Muhmmad Mehmood Akbar Kiani","NPP-K","1033",38,"Rawalpindi",1988
"Habib ul Wahab ul Khairi","Independent","381",38,"Rawalpindi",1988
"Malik Muhammad Dawood","JAHP","370",38,"Rawalpindi",1988
"Raja Shahid Zafar","PPP","60701",39,"Rawalpindi",1988
"Muhammad Basharat Raja","IJI","44719",39,"Rawalpindi",1988
"Syed Riaz Hussain Shah","PAI","38996",39,"Rawalpindi",1988
"Muhammad Fazal Bhatti","Independent","381",39,"Rawalpindi",1988
"Mushtaq Hussan Mughal","NML-N","282",39,"Rawalpindi",1988
"Doctor Mahmood ur RehmanFaisal","TIIP","280",39,"Rawalpindi",1988
" Nisar Ali Khan","IJI","64186",40,"Rawalpindi",1988
"Habib Khan","PPP","57878",40,"Rawalpindi",1988
"Muhammad Kamal","Independent","309",40,"Rawalpindi",1988
"Aftab Ahmad","Independent","240",40,"Rawalpindi",1988
"Muhammad Jaffer Khan","Independent","150",40,"Rawalpindi",1988
"Malik Muhammad Aslam","PPP","47676",41,"Attock",1988
"Taj Muhammad Khanzada","IJI","36058",41,"Attock",1988
"Muhammad Bahader Khan","Independent","8572",41,"Attock",1988
"Syed Ashiq Kaleem","Independent","2661",41,"Attock",1988
"Maqbool Elahi Siddiqi","  Independent","789",41,"Attock",1988
"Amir Muhammad Khan","PPP","67729",42,"Attock",1988
"Malik Allah Yar Khan","PAI","51906",42,"Attock",1988
"Malik Lal Khan","IJI","39740",42,"Attock",1988
"Lt. General Abdul MajeedMalik","IJI","61621",43,"Chakwal of GE 88",1988
"Sardar Muhammad Ashraf Khan","PPP","52997",43,"Chakwal of GE 88",1988
"Raja Munawar Ahmad","PAI","22770",43,"Chakwal of GE 88",1988
"Major General (R) TajammalHussain Malik","TIIP","2527",43,"Chakwal of GE 88",1988
"Muhammad Nawaz Malik","Independent","2379",43,"Chakwal of GE 88",1988
"Sardar Mansoor Hayyat Khan","IJI","75928",44,"Chakwal",1988
"Air Marshal (R) Muhammad NoorKhan","PPP","60962",44,"Chakwal",1988
"Raja Muhammad Afzal Khan","IJI","49041",45,"Jhelum",1988
"Doctor Ghulam Hussain","Independent","36650",45,"Jhelum",1988
"Chaudhary Muhammad AltafHussain","PPP","28263",45,"Jhelum",1988
"Qari Muhammad Yousif Sialwi","Independent","3835",45,"Jhelum",1988
"Abdul Wakil Butt","Independent","869",45,"Jhelum",1988
"Mirza Muhammad Nawazish AliBaig","  Independent","511",45,"Jhelum",1988
"Nawabzada Iqbal Mehdi","Independent","42255",46,"Jhelum",1988
"Doctor Ghulam Hussain","Independent","40733",46,"Jhelum",1988
"Raja Mumtaz Ahmad Khan","PPP","8474",46,"Jhelum",1988
"Raja Muhammad Afsar Khan","Independent","5771",46,"Jhelum",1988
"Masood ul Hassan Bhatti","Independent","3071",46,"Jhelum",1988
"Mirza Saeed Mehmood BaigJhelumi (Retired)","Independent","472",46,"Jhelum",1988
"Ehsan ul Haq Piracha","PPP","55089",47,"Sargodha",1988
"Mian Naseer Ahmad","Independent","52433",47,"Sargodha",1988
"Chaudhary Abdul Sttat Chichi","IJI","1515",47,"Sargodha",1988
"Amjad Ali Noon ( Retired )","Independent","540",47,"Sargodha",1988
"Chaudhary Qadir BakhshMeela","PPP","44651",48,"Sargodha",1988
"Nazir Ahmad","Independent","31677",48,"Sargodha",1988
"Sagheer Sultan Anwar Cheema","IJI","27459",48,"Sargodha",1988
"Hassan Ashraf (Retired)","PNP","1736",48,"Sargodha",1988
"Muhammad Khan","Independent","1599",48,"Sargodha",1988
"Mukhtar Ahmad (Retired )","Independent","467",48,"Sargodha",1988
"Haji Muhammad Javaid IqbalCheema","IJI","65210",49,"Sargodha",1988
"Mumtaz Ahmad Kahloon","PPP","57351",49,"Sargodha",1988
"Rao javed Ahmad","JUI-F","1391",49,"Sargodha",1988
"Haji Muhammad Aslam ( Retired)","Independent","601",49,"Sargodha",1988
"Muhammad jamil Akhtar","Independent","337",49,"Sargodha",1988
"Atta Ullah Bajwa","Independent","70",49,"Sargodha",1988
"Chaudhary Anwar Ali Cheema","IJI","71264",50,"Sargodha",1988
"Ch. Farukh Javaid Chuman","PPP","45763",50,"Sargodha",1988
"Syed Nusrat Ali Shah","Independent","8353",50,"Sargodha",1988
"Rai Muhammad Punnah","NNP-K","3830",50,"Sargodha",1988
"Khalid Amir Khan","Independent","849",50,"Sargodha",1988
"Haji Muhammad Younis","JUI-F","303",50,"Sargodha",1988
"Malik Muhammad Naeem Khan","IJI","81522",51,"Sargodha / Khushab",1988
"Malik Mian Sultan Awan","PPP","47906",51,"Sargodha / Khushab",1988
"Brigadier (R) Malik MuhammadAkbar Khan","Independent","3879",51,"Sargodha / Khushab",1988
"Malik Muhammad Shahdat","Independent","1048",51,"Sargodha / Khushab",1988
"Haji Muhammad Abdullah (Retired )","Independent","463",51,"Sargodha / Khushab",1988
"Mian Aziz ul Haq Qureishi","Independent","211",51,"Sargodha / Khushab",1988
"Malik Muhammad Naeem Khan","IJI","81522",51,"Sargodha / Khushab",1988
"Malik Mian Sultan Awan","PPP","47906",51,"Sargodha / Khushab",1988
"Brigadier (R) Malik MuhammadAkbar Khan","Independent","3879",51,"Sargodha / Khushab",1988
"Malik Muhammad Shahdat","Independent","1048",51,"Sargodha / Khushab",1988
"Haji Muhammad Abdullah (Retired )","Independent","463",51,"Sargodha / Khushab",1988
"Mian Aziz ul Haq Qureishi","Independent","211",51,"Sargodha / Khushab",1988
"Malik Khuda Bukhsh Tiwana","Independent","56750",52,"Khushab",1988
"Naseer Ahmad Aheer","IJI","37092",52,"Khushab",1988
"Malik Muhammad Azam Khan","PPP","19469",52,"Khushab",1988
"Doctor Rafaqat Sultan","PAI","4932",52,"Khushab",1988
"Mian Aziz Ul Haq Qureishi","Independent","809",52,"Khushab",1988
"Maulana Abdul Sattar KhanNiazi","PAI","44847",53,"Mianwali",1988
"Nawabzada Malik Muzaffar Khan","Independent","25043s",53,"Mianwali",1988
"Maqbool Ahmad Khan","Independent","9994",53,"Mianwali",1988
"Doctor Muhammad Anwar Khan","PPP","7693",53,"Mianwali",1988
"Abdul RehmanKhan ( Retired )","Independent","1930",53,"Mianwali",1988
"Haqdad Khan Niazi","Independent","1121",53,"Mianwali",1988
"Khan Asghar Aziz Khan","Independent","247",53,"Mianwali",1988
"Khan Gul Hameed Khan","Independent","186",53,"Mianwali",1988
"Doctor Sher Afghan KhanNiazi","PAI","42699",54,"Mianwali",1988
"Khan Aamir Hayat Khan","IJI","40477",54,"Mianwali",1988
"Faqir Abdul Majid Khan","PPP","18629",54,"Mianwali",1988
"Muhammad TufailRaza","Independent","3757",54,"Mianwali",1988
"Syed Sahfique Haidar Zaidi","Independent","1398",54,"Mianwali",1988
"Haq Dad Khan Niazi","Independent","1125",54,"Mianwali",1988
"Safdar Rasool","Independent","872",54,"Mianwali",1988
"Muhammad Zafar Ullah Khan","Independent","49480",55,"Bhakkar GE 88",1988
"Bashir Ahmad Khan","PAI","38400",55,"Bhakkar GE 88",1988
"Malik Ghazanfar Ali","PPP","25861",55,"Bhakkar GE 88",1988
"Rasheed Akbar Khan Nawani","Independent","49233",56,"Bhakkar GE 88",1988
"Aman ullah Khan Shahani","Independent","36308",56,"Bhakkar GE 88",1988
"Malik Nazir Ahmad Utra","PPP","20397",56,"Bhakkar GE 88",1988
"Chaudhary Muhammad NazirAhmad","Independent","60204",57,"Faisalabad",1988
"Rana Muhammad Aslam Khan","PPP","58833",57,"Faisalabad",1988
"Doctor Muhammad SahiqueChoudhary","IJI","6113",57,"Faisalabad",1988
"Mukhtar AhmadAwan","PAI","1856",57,"Faisalabad",1988
"Naseem Akhtar","Independent","868",57,"Faisalabad",1988
"Rai Muhammad Aslam Khan","PPP","54868",58,"Faisalabad",1988
"Rai Salahuddin Khan","IJI","41552",58,"Faisalabad",1988
"Babu KhanB.K Tabish","PAI","3956",58,"Faisalabad",1988
"Khan Shahadat Ali KhanBaloch","PPP","50414",59,"Faisalabad",1988
"Mian Nasir Ali Khan","IJI","37803",59,"Faisalabad",1988
"Pir Muhammad Abdul Rehman","Independent","6146",59,"Faisalabad",1988
"Chaudhary Abdus SaboorKhan","PPP","28013",60,"Faisalabad",1988
"Muhammad Abdullah Ghazi","IJI","24190",60,"Faisalabad",1988
"Malik Muhammad Ali Shad","Independent","17399",60,"Faisalabad",1988
"Sajid Majid","PAI","16037",60,"Faisalabad",1988
"Ghulam NabiChaudhary","NPP-K","9953",60,"Faisalabad",1988
"Rao MuhammadAshraf Khan","Independent","5470",60,"Faisalabad",1988
"Munawar Hussain","Independent","3620",60,"Faisalabad",1988
"Muhammad SharifChaudhary","Independent","670",60,"Faisalabad",1988
"Rao Safdar AliKhan ( Retired )","Independent","177",60,"Faisalabad",1988
"Chaudhary Muhammad NazeerAhmad","IJI","71782",61,"Faisalabad",1988
"Talib Hussain","PPP","54811",61,"Faisalabad",1988
"Sardar Dildar Ahmad Cheema","Independent","2250",61,"Faisalabad",1988
"Ghulam Mustafa Bajwa","IJI","48019",62,"Faisalabad",1988
"Chaudhary Muhammad LatifRandhawa","PPP","38435",62,"Faisalabad",1988
"Choudahry Saleem Bajwa","Independent","3361",62,"Faisalabad",1988
"Nisar Akbar Khan","PPP","54251",63,"Faisalabad",1988
"Muhammad Akram Ansari","IJI","45962",63,"Faisalabad",1988
"Muhammad Saeed Ahmad Asad","PAI","9776",63,"Faisalabad",1988
"ChaudharyMuhammad Sardar Salik","Independent","471",63,"Faisalabad",1988
"Malik MuhammadAslam","Independent","351",63,"Faisalabad",1988
"Rana MuhammadAsghar ( Retired )","TNFJ","310",63,"Faisalabad",1988
"Bashir AhmadAnsari","Independent","254",63,"Faisalabad",1988
"Ahmad Saeed Awan","PPP","54438",64,"Faisalabad",1988
"Mian Zahid Sarfraz","Independent","49745",64,"Faisalabad",1988
"Raja Nadir Peraiz","Independent","6703",64,"Faisalabad",1988
"Qari AbdulHafeez","JAHP","1538",64,"Faisalabad",1988
"Muhammad NaseemArtist","PAI","946",64,"Faisalabad",1988
"Muhammad NaseerDin","JUI-D","582",64,"Faisalabad",1988
"Sheikh MatloobHussain","TNFJ","373",64,"Faisalabad",1988
"Abdul Jabbar","Independent","346",64,"Faisalabad",1988
"Haji AbdulMajeed Abrani","Independent","283",64,"Faisalabad",1988
"Qari MuhammadSaeed Chishti","Independent","134",64,"Faisalabad",1988
"Mehar Abdur Rasheed","PPP","69604",65,"Faisalabad",1988
"Chaudhary Sher Ali","Independent","57621",65,"Faisalabad",1988
"Haji Muhamamd Rafique","PAI","2438",65,"Faisalabad",1988
"Nighat Waheed","Independent","1367",65,"Faisalabad",1988
"Muhammad AnwarAli Baloch ( Retired )","Independent","342",65,"Faisalabad",1988
"Abdul HassanGillani","Independent","106",65,"Faisalabad",1988
"Amir Hussain Syed","PPP","35761",66,"Jhang",1988
"Sardarzada Muhammad Ali Shah","IJI","32896",66,"Jhang",1988
"Mehr Dost Muhammad","Independent","28314",66,"Jhang",1988
"Syed Qaisar Ali 
Raza","Independent","1995",66,"Jhang",1988
"Syeda Abida Hussain","Independent","60847",67,"Jhang General",1988
"Moulana Haji Rehmatullah","IJI","42107",67,"Jhang General",1988
"Rai Ghulam Shabbir Khan","PPP","2299",67,"Jhang General",1988
"Syeda Abida Hussain","Independent","47374",68,"Jhang ",1988
"Moulana Haq Nawaz Jhangvi","JUI-F","38995",68,"Jhang ",1988
"Mian Riaz Hashmat Janjua","Independent","19872",68,"Jhang ",1988
