"Name","Party","Votes","Seat","City","Year"
"Syed Zulfiqar 
Ali Bukhari","PPP","11544",68,"Jhang ",1988
"Syed Sadiq 
Hussain Shah","Independent","533",68,"Jhang ",1988
"Syed Asad Hayyat","Independent","518",68,"Jhang ",1988
"Syed Faisal Saleh Hayyat","PPP","54268",69,"Jhang",1988
"Syed Iftikhar Ali Shah","IJI","33805",69,"Jhang",1988
"Muhammad Younus","Independent","12872",69,"Jhang",1988
"Syed Iftekhar 
Hussain","TNFJ","5538",69,"Jhang",1988
"Doctor Muhammad 
Aslam ( Retired )","Independent","482",69,"Jhang",1988
"Sahibzada Muhamamd Nazir 
Sultan","PPP","61550",70,"Jhang",1988
"Khan Muhammad Arif Khan","IJI","50185",70,"Jhang",1988
"Sardar Ali Khan ( Retired )","Independent","563",70,"Jhang",1988
"Chaudhary Asard ur Rehman","IJI","65430",71,"TT Singh",1988
"Khalid Ahmad Khan Kharal","PPP","50811",71,"TT Singh",1988
"Muhammad Bashir","PAI","2037",71,"TT Singh",1988
"Azra Khan","Independent","1427",71,"TT Singh",1988
"Choudhary 
Muhammad Yousif Javeed","Independent","1382",71,"TT Singh",1988
"Rai Ahaidullah 
Khan","Independent","1282",71,"TT Singh",1988
"Muhammad Riaz","Independent","474",71,"TT Singh",1988
"Major (R) Ahmad 
Nawaz","Independent","299",71,"TT Singh",1988
"Sardar Khurshid 
Anwar","Independent","138",71,"TT Singh",1988
"Abdul Sattar","IJI","66836",72,"TT Singh",1988
"Qazi Ghias Ud Din Janbaz","PPP","51510",72,"TT Singh",1988
"Syed Murad Ali Shah","Independent","874",72,"TT Singh",1988
"Wali Muhammad","Independent","778",72,"TT Singh",1988
"Haji Noor Ahmad","Independent","345",72,"TT Singh",1988
"Saeed Jillani 
Tariq","Independent","281",72,"TT Singh",1988
"Peerzada Mansoor 
Javeed","Independent","87",72,"TT Singh",1988
"Haji Muhammad Ishaq","PPP","55471",73,"Toba Tek Singh",1988
"Hamza","IJI","52137",73,"Toba Tek Singh",1988
"Muhammad Sadiq","Independent","10934",73,"Toba Tek Singh",1988
"Colonel (R) Ghulam Sarwar 
Cheema","PPP","72240",74,"Gujranwala",1988
"Chaudhary Hamid Nasir Chatha","IJI","66141",74,"Gujranwala",1988
"Muhammad Akram Jwindah","Independent","830",74,"Gujranwala",1988
"Malik Fazal Hussain Khan","PPP","63313",75,"Gujranwala",1988
"Chaudhary Irshad Ullah Tarar","IJI","52700",75,"Gujranwala",1988
"Rai Muhammad Shafi","PAI","2920",75,"Gujranwala",1988
"Brigadier (R) Iftikhar Bashir (Retired)","Independent","733",75,"Gujranwala",1988
"Al-Haj Amanullah","PPP","63653",76,"Gujranwala 1988",1988
"Ghulam Dastgir Khan","IJI","60018",76,"Gujranwala 1988",1988
"Muhammad Siddique Nadeem","PAI","2542",76,"Gujranwala 1988",1988
"Sheikh Bashir 
Ahmad","PML-F","1713",76,"Gujranwala 1988",1988
"Ghulam Qadir 
Khan","Independent","407",76,"Gujranwala 1988",1988
"Muhammad Mansoor","Independent","240",76,"Gujranwala 1988",1988
"Muhammad 
Ihsanullah","Independent","207",76,"Gujranwala 1988",1988
"Mazhar ul Haq","Independent","40",76,"Gujranwala 1988",1988
"Muhamamd Aslam Lone","PPP","63318",77,"Gujranwala",1988
"Chaudhary Muhammad Anwar 
Bhindar","IJI","52547",77,"Gujranwala",1988
"Muhammad Malik","Independent","1569",77,"Gujranwala",1988
"Muhammad Mansoor 
( Retired )","Independent","1253",77,"Gujranwala",1988
"Kh. Muhammad 
Bahar Lone","Independent","324",77,"Gujranwala",1988
"Muhammad Ikram 
Lone","Independent","148",77,"Gujranwala",1988
"Rana Nazeer Ahmad Khan","IJI","55019",78,"Gujranwala",1988
"Mehdi Hassan Bhatti","PPP","30385",78,"Gujranwala",1988
"Muhammad Irshad","NPP-K","21639",78,"Gujranwala",1988
"MUhammad Gulzar Khan","ANP","1758",78,"Gujranwala",1988
"Chaudhary Ejaz Ahmad","IJI","40967",79,"Gujranwala",1988
"Mian Shahdat Khan","PPP","33890",79,"Gujranwala",1988
"Muhammad Ashraf","Independent","31988",79,"Gujranwala",1988
"Saleem Ahmad 
Khan","Independent","12500",79,"Gujranwala",1988
"Chaudhary Tajamul Hussain","IJI","74852",80,"Gujrat",1988
"Nawabzada Mazhar Ali Khan","PPP","71412",80,"Gujrat",1988
"Syed Ashiq Hussain Shah","PAI","5001",80,"Gujrat",1988
"Chaudhary Shujaat Hussain","IJI","78025",81,"Gujrat GE 1988",1988
"Mushtaq Hussain Pagganwala","PPP","69437",81,"Gujrat GE 1988",1988
"Muhammad Saeed","Independent","1767",81,"Gujrat GE 1988",1988
"Miss Irshad 
Chaudhary","Independent","515",81,"Gujrat GE 1988",1988
"Muhammad Walayat 
Butt","Independent","487",81,"Gujrat GE 1988",1988
"Ajmal Ali Khawar","Independent","266",81,"Gujrat GE 1988",1988
"Chaudhary Muhammad Asghari","PPP","76341",82,"Gujrat 88",1988
"Syed Manzoor Hussain Shah","IJI","63670",82,"Gujrat 88",1988
"Raja Muhammad Afzal","PAI","14169",82,"Gujrat 88",1988
"Ch. Muhammad 
Fayyaz ( Retired )","Independent","562",82,"Gujrat 88",1988
"Choudhary 
Muhammad Yaqoob","Independent","448",82,"Gujrat 88",1988
"Brigadier (R) 
Sahib Dad (Retired)","Independent","357",82,"Gujrat 88",1988
"Chaudhary Mumtaz Ahmad 
Tarar","PPP","50520",83,"Gujrat",1988
"Choudhary Muhammad Iqbal","IJI","40839",83,"Gujrat",1988
"Ch. Ghulam Rasool","Independent","21364",83,"Gujrat",1988
"Syed Muhammad 
Mehfooz Mashadi","PAT","11594",83,"Gujrat",1988
"Gulzar Mehmood","  Independent","991",83,"Gujrat",1988
"Javaid Akhtar","Independent","627",83,"Gujrat",1988
"Umar Hayyat Lailka","IJI","32827",84,"Gujrat 88",1988
"Nazar Muhammad Gondal","PPP","31125",84,"Gujrat 88",1988
"Muhammad Nawaz Bosal","Independent","17011",84,"Gujrat 88",1988
"Faiz Ahmad","PAI","3523",84,"Gujrat 88",1988
"Ch. Muhammad 
Iqbal Bosal","Independent","1142",84,"Gujrat 88",1988
"Chaudhary 
Muhammad Aslam","Independent","837",84,"Gujrat 88",1988
"Mian Muhamamd Shafi","IJI","59902",85,"Sialkot",1988
"Akhtar Javed Pirzada","PPP","40850",85,"Sialkot",1988
"Muhammad Sajjad Dar","PAI","4553",85,"Sialkot",1988
"Qazi Zaka Ullah 
( Retired )","Independent","792",85,"Sialkot",1988
"Chaudhary 
Muhammad Sarwar Jan","Independent","599",85,"Sialkot",1988
"Amir Hussain","IJI","58545",86,"Sialkot",1988
"Faiz Ahmad","PPP","55163",86,"Sialkot",1988
"Mian Masood Ahmad","Independent","6900",86,"Sialkot",1988
"Chaudhary Javed 
Mehdi ( Retired )","Independent","2980",86,"Sialkot",1988
"Asmat ullah Mir","Independent","593",86,"Sialkot",1988
"Khurshid Alam","PPP","52676",87,"Sialkot",1988
"Nazir Ahmad Khan","IJI","51737",87,"Sialkot",1988
"Chaudhary Zulfiqar Ahmad","PAI","14106",87,"Sialkot",1988
"Muhammad Akram Khan","Independent","8189",87,"Sialkot",1988
"Mian Muhammad Nawaz Sharif","IJI","45271",88,"Sialkot",1988
"Chaudhary Asdullah Hajwa","PDP","30927",88,"Sialkot",1988
"Muhamamd Ahmad","PAI","19798",88,"Sialkot",1988
"Ch. Muhammad 
Sikandar Khan","Independent","1975",88,"Sialkot",1988
"Muhamamd Bashir","Independent","1746",88,"Sialkot",1988
"Alhaj Hamid Nawaz Khan","PPP","32201",89,"Sialkot",1988
"Chaudhary Muhammad Sarwar 
Khan","IJI","32027",89,"Sialkot",1988
"Sheikh Allah Ditta Sethi","Independent","13452",89,"Sialkot",1988
"Syed 
Saeed-ul-Hassain","Independent","7669",89,"Sialkot",1988
"Muhamamd Aslam 
Khan","Independent","7204",89,"Sialkot",1988
"Syed Kaleem 
Abbas","Independent","6124",89,"Sialkot",1988
"Muhamamd Ajmal 
Qureishi","Independent","1142",89,"Sialkot",1988
"Muhammad Akram","Independent","965",89,"Sialkot",1988
"Muhamamd Naseer 
Khan","Independent","450",89,"Sialkot",1988
"Chaudhary Anwar ul Haq","IJI","43901",90,"Sialkot",1988
"Ghulam Sarwar Khan","PPP","25075",90,"Sialkot",1988
"Muhammad Akbar","Independent","16138",90,"Sialkot",1988
"Muhammad Haneef","NPP-K","2214",90,"Sialkot",1988
"Azam Khan","  Independent","1169",90,"Sialkot",1988
"Muhammad Sadiq 
Bhatti","Independent","514",90,"Sialkot",1988
"Chaudhary Anwar Aziz","IJI","31621",91,"Sialkot",1988
"Muhammad Idress Taj","PPP","27690",91,"Sialkot",1988
"Maulana Muhammad Ghiasuddin","PAI","21497",91,"Sialkot",1988
"Yaqoob Ali","Independent","3458",91,"Sialkot",1988
"Muhammad Hussain Ansari","PAI","46091",92,"Lahore ",1988
"Rafiq Ahmad Sheikh","PPP","44717",92,"Lahore ",1988
"Khan Zafar Ullah Khan","Independent","2984",92,"Lahore ",1988
"Pir Muhammad Ashraf ( Retired 
)","IJI","1782",92,"Lahore ",1988
"Seth Abdul Wahab","JUI-F","1024",92,"Lahore ",1988
"Malik Ghulam Yazdani","Independent","644",92,"Lahore ",1988
"Zafarullah Khan Advocate","WP","184",92,"Lahore ",1988
"Jahangir Ashraf Vaince","PDP","128",92,"Lahore ",1988
"Syed Fasih Ahmad Jafri ( 
Retired )","Independent","89",92,"Lahore ",1988
"Chudhary Aitzaz Ahsan","PPP","71860",93,"Lahore ",1988
"Alhaj Sheikh Rohail Asghar","IJI","41181",93,"Lahore ",1988
"Khawja Muhammad Azhar Khan","PAI","8194",93,"Lahore ",1988
"Agha Aly Basheer","Independent","1177",93,"Lahore ",1988
"Nasruddin Mirza","Independent","408",93,"Lahore ",1988
"Qazi Abdul Hakeem","Independent","159",93,"Lahore ",1988
"Benazir Bhutto","PPP","53425",94,"Lahore ",1988
"Mian Umar Hayyat","Independent","43733",94,"Lahore ",1988
"Pir Haji Ejaz Ahmad Hashmi","PAI","4643",94,"Lahore ",1988
"Mian Azhar Hussain","Independent","535",94,"Lahore ",1988
"Doctor Qari Ashfaq Ullah","Independent","151",94,"Lahore ",1988
"Doctor Saeed","PDP","104",94,"Lahore ",1988
"Mian Nawaz Sharif","IJI","49318",95,"Lahore",1988
"Arif Iqbal Hussain Bhatti","PPP","36065",95,"Lahore",1988
"Malik Saeed Hassan","Independent","945",95,"Lahore",1988
"Farid Ahmad Paracha ( Retired 
)","JAHP","718",95,"Lahore",1988
"Malik Ghulam Mustafa Khar ( 
Retired )","NPP","627",95,"Lahore",1988
"Jahangir Badar","PPP","43368",96,"Lahore",1988
"Hafiz Salman Butt","IJI","38694",96,"Lahore",1988
"Azhar Saeed Butt","PAI","2630",96,"Lahore",1988
"Muhammad Ajmal Qadri","JUI-D","205",96,"Lahore",1988
"Malik Muhammad Akhtar ( 
Retired )","Independent","184",96,"Lahore",1988
"Doctor Asghar Hussain","Independent","183",96,"Lahore",1988
"Malik Muhammad Akbar Saqi","Independent","54",96,"Lahore",1988
"Khawja Ahmad Tariq Raheem","PPP","56903",97,"Lahore",1988
"Liaqat Baloch","IJI","55655",97,"Lahore",1988
"Muhammad Saleem Ullah Khan","PAI","4708",97,"Lahore",1988
"Syed Munir Hussain Gillani","TNFJ","936",97,"Lahore",1988
"Syed Ahmad Saeed Karmani","Independent","335",97,"Lahore",1988
"Mian Muhammad Usman","IJI","51764",98,"Lahore",1988
"Sheikh Muhammad Rasheed","PPP","47908",98,"Lahore",1988
"Mian Muhammad Asif","Independent","5710",98,"Lahore",1988
"Khurshid Mahmood Kasuri","PAI","2593",98,"Lahore",1988
"Amar Shahzad","Independent","407",98,"Lahore",1988
"Haji Muhammad Asghar","PPP","31283",99,"Lahore",1988
"Wazir Ali Bhatti","IJI","25020",99,"Lahore",1988
"Muhammad Abdul Ghafoor Alwari","PAI","10987",99,"Lahore",1988
"Malik Khadim Hussain","Independent","2877",99,"Lahore",1988
"Nazir Ahmad","Independent","1960",99,"Lahore",1988
"Sardar Khalid Umar ( Retired 
)","Independent","277",99,"Lahore",1988
"Malik Meraj Khalid","PPP","33903",100,"Lahore",1988
"Safdar Ali","IJI","30465",100,"Lahore",1988
"Muhammad Asghar Butt","PAI","11358",100,"Lahore",1988
"Ashiq Ali","Independent","2191",100,"Lahore",1988
"Ch. Azeem ud Din","Independent","793",100,"Lahore",1988
"Abdul Qayyum Pahat","Independent","462",100,"Lahore",1988
"Muhammad Ahmad","Independent","125",100,"Lahore",1988
"Nisar Ahmad S/O Haji 
Muhammad Malik","PPP","66859",101,"Sheikhupura",1988
"Tanveer Hussain","IJI","42901",101,"Sheikhupura",1988
"Sheikh Muhammad Jamil","Independent","1230",101,"Sheikhupura",1988
"Malik Akbar Ali","PAI","1201",101,"Sheikhupura",1988
"Haji Muhammad Ashraf","Independent","475",101,"Sheikhupura",1988
"Muhammad Akbar","Independent","413",101,"Sheikhupura",1988
"Chaudhary Muhammad Anwar","Independent","237",101,"Sheikhupura",1988
"Nisar Ahmad S/o Lal Khan ( 
Retired )","Independent","235",101,"Sheikhupura",1988
"Malik Mushtaq Ahmad","PPP","44200",102,"Sheikhupura",1988
"Chaudhary Nazir Ahmad Virk","IJI","32005",102,"Sheikhupura",1988
"Munawar Hussain Manj","Independent","27963",102,"Sheikhupura",1988
"Sheikh Muhammad Aslam","PAI","8570",102,"Sheikhupura",1988
"Muhammad Khan Manj","Independent","2632",102,"Sheikhupura",1988
"Farman Ali Bhatti","Independent","1055",102,"Sheikhupura",1988
"Muhammad Arif Awan","PPP","38380",103,"Sheikhupura",1988
"Muhammad Barjees Tahir","Independent","31731",103,"Sheikhupura",1988
"Abdul Lateef Anwar","IJI","13753",103,"Sheikhupura",1988
"Mian Shamim Haider","Independent","13503",103,"Sheikhupura",1988
"Iqbal Haider","Independent","299",103,"Sheikhupura",1988
"Chaudhary Tawakkal Ullah 
Virk","PPP","62180",104,"Sheikhupura",1988
"Haji Naeem Hussain Chatha","IJI","49630",104,"Sheikhupura",1988
"Rai Rashid Ahmad Khan","PPP","40731",105,"Sheikhupura",1988
"Rai Mansab Ali Khan","IJI","28730",105,"Sheikhupura",1988
"Rai Asghar Ali Khan","PAI","9100",105,"Sheikhupura",1988
"Shafqatullah Khan","Independent","1783",105,"Sheikhupura",1988
"Sardar Muhammad Anwaar Ahmad 
Khan","Independent","681",105,"Sheikhupura",1988
"Sahibzada Khizar HayyatKhan","Independent","63993",106,"Kasur",1988
"Sardar Aseff Ahmad Ali","PPP","39468",106,"Kasur",1988
"Mian Khalil Ahmad Sahib","Independent","2140",106,"Kasur",1988
"Malik Muhammad Ashiq","Independent","1229",106,"Kasur",1988
"Major General (R) MuhammadHussain Ansari","PAI","460",106,"Kasur",1988
"Rao Khizar Hayyat 
Khan","IJI","40697",107,"Kasur",1988
"Basit Jehangir Sheikh","PPP","20502",107,"Kasur",1988
"Chaudhary Hakim Ali","Independent","18874",107,"Kasur",1988
"Abdul Qayyum Pahat","PAI","4772",107,"Kasur",1988
"Syeda Nelofar Mehdi","Independent","1880",107,"Kasur",1988
"Sardar Talib Hussain Nakai","IJI","54479",108,"Kasur",1988
"Malik Ashiq Hussain","PPP","38601",108,"Kasur",1988
"Qari Muhammad Ibrahim","JUI-F","3789",108,"Kasur",1988
"Sardar Muhammad Ashiq 
Dogar","PPP","54411",109,"Kasur",1988
"Maulana Mueenuddin Lakhvi","IJI","49894",109,"Kasur",1988
"Rao Sakandar Iqbal","PPP","56230",110,"Okara",1988
"Mian Muhammad Zaman","IJI","45932",110,"Okara",1988
"Major (R) Khalil Akhtar","Indpendent","464",110,"Okara",1988
"Syed Sajjad Haider","IJI","45639",111,"Okara",1988
"Muhammad Saeed","PPP","41078",111,"Okara",1988
"Chaudhary Mehmood Ahmad ( 
Retired )","NPP-K","4216",111,"Okara",1988
"Haji Muhammad Sadiq","Independent","1994",111,"Okara",1988
"Chaudhary Bashir Ahmad","Independent","1809",111,"Okara",1988
"Syed Abid Raza Gillani","Independent","888",111,"Okara",1988
"Rao Farman Ali Khan ( Retired 
)","Independent","489",111,"Okara",1988
"Rao Muhammad Afzal Khan","PPP","49342",112,"Okara",1988
"Mian Nawaz Sharif","IJI","47182",112,"Okara",1988
"Sheikh Muhammad Nawaz","Independent","1488",112,"Okara",1988
"Rao Muhammad Aslam","Independent","1053",112,"Okara",1988
"Mian Manzoor Ahmad Khan","IJI","49099",113,"Okara",1988
"Mian Atta Muhammad Maneka","PPP","45143",113,"Okara",1988
"Syed Yousif Raza Gillani","PPP","58300",114,"Multan",1988
"Mian Nawaz Sharif","IJI","41957",114,"Multan",1988
"Malik Haji Qadir Buksh","Independent","2148",114,"Multan",1988
"Syed Ghulam Yazdani Gillani","Independent","366",114,"Multan",1988
"Pir Riaz Hussain Qureshi","PPP","42059",115,"Multan",1988
"Syed Hamid Saeed Kazmi","PAI","35508",115,"Multan",1988
"Babu Feroz Din Ansari","IJI","24464",115,"Multan",1988
"Ghulam Qasim Khan ( Retired )","Independent","544",115,"Multan",1988
"Doctor Muhammad Mohsin ( 
Retired )","TNFJ","228",115,"Multan",1988
"Wilayat Hussain Gardezi ( 
Retired )","PNP","88",115,"Multan",1988
"Malik Mukhtar Ahmad Awan","PPP","45497",116,"Multan",1988
"Sheikh Muhammad Rasheed","IJI","40849",116,"Multan",1988
"Mohy-ud-din Ahmad Mian","PAI","1430",116,"Multan",1988
"Haji Muhammad Ali","JUI-F","1087",116,"Multan",1988
"Sardar Ghulam Hussain Khan","TNFJ","119",116,"Multan",1988
"Muhammad Siddique KhanKanjoo","IJI","50406",117,"Multan",1988
"Rana Mumtaz Ahmad Khan Noon","PPP","49989",117,"Multan",1988
"Muhammad Zahoor Alam","PAI","4534",117,"Multan",1988
"Mirza Muhammad Nasir Baig","PPP","30746",118,"Multan",1988
"Syed Nasir ud Din Shah Rizvi","PAI","27855",118,"Multan",1988
"Khurshid Ahmad Khan Kanjoo","IJI","26086",118,"Multan",1988
"Muhammad Irshad Abbas Ghallo","Independent","8343",118,"Multan",1988
"Rana Taj Ahmad Noon","PPP","53475",119,"Multan",1988
"Rana Shukat Hayyat Noon","IJI","46363",119,"Multan",1988
"Chaudhary Abdur Razzq","PAI","1973",119,"Multan",1988
"Intazar Muhammad Khan","Independent","925",119,"Multan",1988
"Rana Muhammad Islam ud Din","Independent","568",119,"Multan",1988
"Muhammad Iqbal Noon","Independent","238",119,"Multan",1988
"Chaudhary Abdur Rehman Wahla","PPP","50947",120,"Multan - Khanewal",1988
"Muhammad Javed Hashmi","IJI","48086",120,"Multan - Khanewal",1988
"Altaf Hussain","Independent","879",120,"Multan - Khanewal",1988
"Rao Sadaqat Ali Khan","Independent","731",120,"Multan - Khanewal",1988
"Akhtar Hussain Gill","PMKP","282",120,"Multan - Khanewal",1988
"Mahar Muhammad Iqbal 
Hiraj","PPP","53278",121,"Khanewal GE 88",1988
"Syed Fakhar Imam Shah","IJI","48522",121,"Khanewal GE 88",1988
"Major ( R ) Aftab Ahmad 
Khan Daha","IJI","50798",122,"Khanewal",1988
"Riffar Hayat Khan","PPP","29310",122,"Khanewal",1988
"Mian Masab Haidar Shah 
Khagga","Independent","15265",122,"Khanewal",1988
"Akhtar Hussain Gill","PAI","3965",122,"Khanewal",1988
"Chaudhary Farzand Ali","Indpendent","1252",122,"Khanewal",1988
"Ghulam Haider Wyne","IJI","57315",123,"Khanewal",1988
"Pir Muhammad Aslam Bodla","PPP","55419",123,"Khanewal",1988
"Abdul Rahim Shakir","PAI","3132",123,"Khanewal",1988
"Syed Tauqir Shah","Independent","1955",123,"Khanewal",1988
"Rana Bashir Ahmad Khan","NPP-K","596",123,"Khanewal",1988
"Muhammad Aamir Bodla","Independent","336",123,"Khanewal",1988
"Chaudhary Naurez Shakoor","PPP","61707",124,"Sahiwal",1988
"Anwar ul Haq Ramay","IJI","47965",124,"Sahiwal",1988
"Muhammad Rafiq Safdar","Independent","6811",124,"Sahiwal",1988
"Ch. Muhammad Idress","PAI","1932",124,"Sahiwal",1988
"Chaudary Muhammad Ashraf","IJI","56107",125,"Sahiwal",1988
"Mehar Ghulam Farid Kathia","PPP","48281",125,"Sahiwal",1988
"Muhammad Jamil","Independent","7367",125,"Sahiwal",1988
"Ch. Muhammad Mehmood","Independent","578",125,"Sahiwal",1988
"Rai Ahmad Nawaz Khan","IJI","59077",126,"Sahiwal",1988
"Malik Iqbal Ahmad Khan","PPP","53925",126,"Sahiwal",1988
"Begum Shahnaz Javid","PAI","15336",126,"Sahiwal",1988
"Malik Muhammad Iqbal","Independent","990",126,"Sahiwal",1988
"Mian Ghulam MuhammadAhmad Manika","IJI","54263",127,"Sahiwal",1988
"Rao Muhammad Hashim Khan","PPP","49683",127,"Sahiwal",1988
"Chaudhary Bashir Ahmad","PAI","5750",127,"Sahiwal",1988
"Muhammad Shah Khaga","Independent","2892",127,"Sahiwal",1988
"Raja Shahid Saeed Khan","IJI","60552",128,"Sahiwal",1988
"Rana Naeem Mehmood","PPP","48617",128,"Sahiwal",1988
"Mian Muhammad MumtazKhan Bhabha","PPP","65813",129,"Vehari",1988
"Muhammad Nawaz Khan AiasDilawar Khan Khichi","IJI","62552",129,"Vehari",1988
"Mehar Muhammad Ghulam Ali","Independent","1177",129,"Vehari",1988
"Haji Manzoor Hussain","Independent","734",129,"Vehari",1988
"Javed Masood Tahir","PNDA","388",129,"Vehari",1988
"Akbar Ali Bhatti","IJI","65024",130,"Vehari",1988
"Ahsan Khan Khakwani","PPP","51527",130,"Vehari",1988
"Muhammad Ishaque Tarar","Independent","5877",130,"Vehari",1988
"Syed Shahid Mehdi NaseemShah","IJI","68220",131,"Vehari",1988
"M.S Baqar","PPP","58112",131,"Vehari",1988
"Khawja Kamal uddin Anwar","IJI","60297",132,"D.G Khan",1988
"Manzoor Ahmad Khan Lund","PPP","45590",132,"D.G Khan",1988
"Khawja Attaullah","PAI","13552",132,"D.G Khan",1988
"Malik Ghulam Rasool","TNFJ","551",132,"D.G Khan",1988
"Maulana Fazal ur Rehman (Retired )","JUI-F","244",132,"D.G Khan",1988
"Sardar Farooq Ahmad KhanLeghari","PPP","76099",133,"D.G Khan of General",1988
"Bibi Afifa Mamdoot","IJI","35947",133,"D.G Khan of General",1988
"Khalid Abdullah Khan","PAI","2378",133,"D.G Khan of General",1988
"Nawabzada Sardar AttaMuhammad Khan Laghari","  Independent","991",133,"D.G Khan of General",1988
"Sardar Ashiq MuhammadKhan Mazari","PPP","52936",134,"Rajanpur",1988
"Sardar Nasrullah KhanDarishak","IJI","52542",134,"Rajanpur",1988
"Sardar Sher Baz Khan Mazari","NDP","10565",134,"Rajanpur",1988
"Doctor Zulfiqar Ali Burq","Independent","26454",135,"Muzaffargarh",1988
"Syed Jamil Ahmad HussainBukhari","PPP","25832",135,"Muzaffargarh",1988
"Muhammad Aslam Khan","IJI","12538",135,"Muzaffargarh",1988
"Moulvi Muhammad Luqman","JUI-F","10373",135,"Muzaffargarh",1988
"Syed Afzaal Mustafa","Independent","8406",135,"Muzaffargarh",1988
"Ghulam Shabbir Khan","Independent","5815",135,"Muzaffargarh",1988
"Nazar Abbas Khan","Independent","3949",135,"Muzaffargarh",1988
"Syed Ghulam Abbas Shah (Retired )","Independent","1488",135,"Muzaffargarh",1988
"Nawabzada Nasrullah Khan","PDP","49245",136,"Muzaffargarh",1988
"Mian Atta Muhammad Qureshi","IJI","30120",136,"Muzaffargarh",1988
"Mian Imtiaz Aleem Qureishi","PAI","13467",136,"Muzaffargarh",1988
"Mehr Tanveer Ahmad Jangla","Independent","740",136,"Muzaffargarh",1988
"Malik Ghulam MuhammadMustafa Khar","NPP-K","48877",137,"Muzaffargarh III",1988
"Malik Ghulam MuhammadFakhar-u-lrussal Arbi Khar","IJI","17498",137,"Muzaffargarh III",1988
"Sardar Manzoor Ahmad KhanAdvocate","PPP","9793",137,"Muzaffargarh III",1988
"Muzaffar Mehdi Hashmi","PAI","2151",137,"Muzaffargarh III",1988
"Malik GhulamMuhammad Murtaza Khar ( Retired )","Independent","1522",137,"Muzaffargarh III",1988
"Abdul Rehman","Independent","940",137,"Muzaffargarh III",1988
"ArshadMehmood Khan","Independent","484",137,"Muzaffargarh III",1988
"Ghulam Muhammad Noor RabbaniKhar ( Retired )","Independent","304",137,"Muzaffargarh III",1988
"Doctor SyedAthar Mehdi Kazmi","Independent","237",137,"Muzaffargarh III",1988
"MuhammadAsghar ?( Retired )","Independent","108",137,"Muzaffargarh III",1988
"Mian InamKarim Qureshi ( Retired )","PDP","71",137,"Muzaffargarh III",1988
"Ghulam Muhammad MustafaKhar","Independent","60945",138,"Muzaffargarh ",1988
"Mian Mahar Ahmad Gurmani","PPP","15044",138,"Muzaffargarh ",1988
"Mian Ghulam Abbas (Retired )","Independent","3313",138,"Muzaffargarh ",1988
"Mian Tariq Ahmad Gurmani ( Retired )","IJI","836",138,"Muzaffargarh ",1988
"Ghulam Muhammad Murtaza Khar (Retired)","Independent","428",138,"Muzaffargarh ",1988
"Abdul Rehman","Independent","361",138,"Muzaffargarh ",1988
"Malik Niaz Ahmad Jakhar","PPP","43056",139,"Layyah",1988
"Pir Syed Muhammad KhurshidShah","PAI","34980",139,"Layyah",1988
"Ghulam Fareed Mirani","IJI","13376",139,"Layyah",1988
"Syed Faiz Elahi Shah","Independent","4204",139,"Layyah",1988
"Zulfiqar Khan Niazi (Retired )","Independent","1309",139,"Layyah",1988
"Qari Kifayatullah","Independent","233",139,"Layyah",1988
"Doctor Mazhar Ali KhanMalik","Independent","183",139,"Layyah",1988
"Sahibzada Faiz-ul-Hassan","IJI","31413",140,"Layyah",1988
"Muhammad Behram Khan SeharAdvocate","PPP","27934",140,"Layyah",1988
"Chaudhary Noor Ahmad","Independent","23208",140,"Layyah",1988
"Syed Iftikhar Hussain Naqvi","TNFJ","5992",140,"Layyah",1988
"Muhammad Jahangir Khan (Retired )","PAI","  
      

      

      

			 



          713",140,"Layyah",1988
"Prince Salah-ud-Din Abbasi","Independent","70318",141,"Bahawalpur",1988
"","   
          
          Independent","",141,"Bahawalpur",1988
"","   
          
          Independent","",141,"Bahawalpur",1988
"Muhammad Farooq Azam Malik","ppp","54217",142,"Bahawalpur",1988
"","  
      

			



          Independent","",142,"Bahawalpur",1988
""," 
          
          Independent","",142,"Bahawalpur",1988
"Syed Tasneem Nawaz Gardezi","IJI","63960",143,"Bahawalpur",1988
"","  Independent","",143,"Bahawalpur",1988
"Syed Mumtaz Alam Gillani","PPP","38259",144,"Bahawalnagar",1988
"Syed Muhammad Asgahr Shah","IJI","36919",144,"Bahawalnagar",1988
"Doctor Noor MuhammadGhaffari","Independent","29796",144,"Bahawalnagar",1988
"Mian Muhammad Afzal Watto","PAI","7032",144,"Bahawalnagar",1988
"Col (r)Qamar ul Zaman","Independent","641",144,"Bahawalnagar",1988
"Mian FazalFarid Laleka","Independent","369",144,"Bahawalnagar",1988
"Mian Abdul Sattar KhanLalika","IJI","62940",145,"Bahawalnagar General",1988
"Malik Muhammad Qasim","PML-MQ","55052",145,"Bahawalnagar General",1988
"Sahibzada Noor Hassan","Independent","3134",145,"Bahawalnagar General",1988
"Sultan Ahmad","Independent","2689",145,"Bahawalnagar General",1988
"MianMuhammad Saleem Moharvi","PAI","2688",145,"Bahawalnagar General",1988
"MianMuhammad Khalid Laleka","JAHP","2599",145,"Bahawalnagar General",1988
"MianMuhammad Tayyab Watto","Independent","550",145,"Bahawalnagar General",1988
"Abdul Ghafoor Chaudhary","IJI","58765",146,"Bahawalnagar GE 1988",1988
"Muhammad Afzak Sindhu","PPP","57889",146,"Bahawalnagar GE 1988",1988
